,img_no,img_path,gender_score,quality_score,age_score,glass_score
1418,1418,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001418.jpg,1.0,1.0,0.0,0.0
1419,1419,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001419.jpg,1.0,1.0,0.0,0.0
1420,1420,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001420.jpg,1.0,1.0,0.0,0.0
1421,1421,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001421.jpg,1.0,1.0,0.0,0.0
1422,1422,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001422.jpg,1.0,1.0,0.0,0.0
1423,1423,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001423.jpg,1.0,1.0,0.0,0.0
1424,1424,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001424.jpg,1.0,1.0,1.0,1.0
1425,1425,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001425.jpg,1.0,1.0,0.0,0.0
1426,1426,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001426.jpg,0.0,1.0,0.0,0.0
1427,1427,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001427.jpg,1.0,1.0,0.0,0.0
1428,1428,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001428.jpg,1.0,1.0,0.0,1.0
1429,1429,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001429.jpg,1.0,1.0,0.0,1.0
1430,1430,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001430.jpg,1.0,1.0,0.0,0.0
1431,1431,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001431.jpg,1.0,1.0,0.0,0.0
1432,1432,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001432.jpg,1.0,1.0,0.0,0.0
1433,1433,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001433.jpg,1.0,1.0,0.0,0.0
1434,1434,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001434.jpg,1.0,1.0,0.0,0.0
1435,1435,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001435.jpg,1.0,1.0,0.0,0.0
1436,1436,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001436.jpg,1.0,1.0,0.0,0.0
1437,1437,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001437.jpg,1.0,1.0,0.0,0.0
1438,1438,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001438.jpg,1.0,1.0,0.0,0.0
1439,1439,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001439.jpg,1.0,1.0,0.0,0.0
1440,1440,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001440.jpg,1.0,1.0,0.0,0.0
1441,1441,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001441.jpg,1.0,1.0,0.0,0.0
1442,1442,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001442.jpg,0.0,1.0,1.0,1.0
1443,1443,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001443.jpg,1.0,0.0,0.0,0.0
1444,1444,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001444.jpg,1.0,1.0,0.0,0.0
1445,1445,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001445.jpg,0.0,1.0,0.0,0.0
1446,1446,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001446.jpg,1.0,1.0,1.0,0.0
1447,1447,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001447.jpg,1.0,1.0,0.0,0.0
1448,1448,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001448.jpg,1.0,1.0,0.0,1.0
1449,1449,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001449.jpg,1.0,1.0,0.0,0.0
1450,1450,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001450.jpg,1.0,1.0,0.0,0.0
1451,1451,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001451.jpg,1.0,1.0,0.0,0.0
1452,1452,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001452.jpg,1.0,1.0,0.0,0.0
1453,1453,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001453.jpg,1.0,1.0,0.0,0.0
1454,1454,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001454.jpg,1.0,1.0,0.0,0.0
1455,1455,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001455.jpg,1.0,1.0,0.0,0.0
1456,1456,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001456.jpg,0.0,1.0,1.0,0.0
1457,1457,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001457.jpg,1.0,1.0,0.0,0.0
1458,1458,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001458.jpg,1.0,1.0,0.0,0.0
1459,1459,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001459.jpg,1.0,1.0,0.0,0.0
1460,1460,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001460.jpg,1.0,0.0,0.0,0.0
1461,1461,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001461.jpg,1.0,1.0,0.0,0.0
1462,1462,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001462.jpg,1.0,1.0,0.0,0.0
1463,1463,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001463.jpg,1.0,1.0,0.0,0.0
1464,1464,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001464.jpg,1.0,0.0,0.0,0.0
1465,1465,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001465.jpg,0.0,1.0,0.0,0.0
1466,1466,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001466.jpg,1.0,1.0,0.0,0.0
1467,1467,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001467.jpg,1.0,1.0,0.0,0.0
1468,1468,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001468.jpg,1.0,1.0,0.0,0.0
1469,1469,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001469.jpg,1.0,1.0,0.0,0.0
1470,1470,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001470.jpg,1.0,1.0,0.0,0.0
1471,1471,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001471.jpg,1.0,1.0,0.0,0.0
1472,1472,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001472.jpg,1.0,1.0,0.0,0.0
1473,1473,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001473.jpg,1.0,1.0,0.0,0.0
1474,1474,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001474.jpg,1.0,1.0,0.0,0.0
1475,1475,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001475.jpg,1.0,1.0,0.0,0.0
1476,1476,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001476.jpg,1.0,1.0,0.0,0.0
1477,1477,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001477.jpg,1.0,1.0,1.0,0.0
1478,1478,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001478.jpg,1.0,1.0,0.0,0.0
1479,1479,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001479.jpg,1.0,1.0,0.0,0.0
1480,1480,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001480.jpg,1.0,1.0,0.0,0.0
1481,1481,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001481.jpg,1.0,1.0,0.0,0.0
1482,1482,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001482.jpg,0.0,1.0,0.0,0.0
1483,1483,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001483.jpg,1.0,1.0,0.0,0.0
1484,1484,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001484.jpg,1.0,1.0,0.0,1.0
1485,1485,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001485.jpg,1.0,1.0,0.0,0.0
1486,1486,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001486.jpg,1.0,1.0,0.0,0.0
1487,1487,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001487.jpg,1.0,1.0,0.0,0.0
1488,1488,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001488.jpg,1.0,1.0,0.0,1.0
1489,1489,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001489.jpg,1.0,1.0,0.0,0.0
1490,1490,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001490.jpg,1.0,1.0,0.0,0.0
1491,1491,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001491.jpg,1.0,1.0,0.0,0.0
1492,1492,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001492.jpg,1.0,1.0,1.0,0.0
1493,1493,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001493.jpg,1.0,1.0,0.0,0.0
1494,1494,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001494.jpg,1.0,1.0,0.0,0.0
1495,1495,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001495.jpg,1.0,0.0,0.0,0.0
1496,1496,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001496.jpg,1.0,1.0,0.0,0.0
1497,1497,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001497.jpg,0.0,1.0,0.0,0.0
1498,1498,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001498.jpg,1.0,1.0,0.0,0.0
1499,1499,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001499.jpg,1.0,1.0,0.0,0.0
1500,1500,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001500.jpg,1.0,1.0,0.0,0.0
1501,1501,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001501.jpg,1.0,1.0,0.0,0.0
1502,1502,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001502.jpg,0.0,1.0,0.0,0.0
1503,1503,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001503.jpg,1.0,1.0,0.0,0.0
1504,1504,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001504.jpg,1.0,1.0,1.0,0.0
1505,1505,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001505.jpg,1.0,1.0,1.0,1.0
1506,1506,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001506.jpg,1.0,1.0,0.0,1.0
1507,1507,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001507.jpg,1.0,1.0,0.0,0.0
1508,1508,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001508.jpg,1.0,0.0,0.0,0.0
1509,1509,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001509.jpg,1.0,1.0,0.0,0.0
1510,1510,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001510.jpg,1.0,1.0,0.0,0.0
1511,1511,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001511.jpg,1.0,1.0,0.0,0.0
1512,1512,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001512.jpg,1.0,1.0,0.0,0.0
1513,1513,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001513.jpg,1.0,0.0,0.0,0.0
1514,1514,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001514.jpg,1.0,1.0,0.0,0.0
1515,1515,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001515.jpg,1.0,1.0,0.0,0.0
1516,1516,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001516.jpg,1.0,1.0,0.0,0.0
1517,1517,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001517.jpg,1.0,1.0,0.0,0.0
1518,1518,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001518.jpg,1.0,1.0,0.0,0.0
1519,1519,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001519.jpg,1.0,1.0,0.0,0.0
1520,1520,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001520.jpg,0.0,1.0,0.0,0.0
1521,1521,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001521.jpg,1.0,1.0,0.0,0.0
1522,1522,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001522.jpg,1.0,1.0,0.0,0.0
1523,1523,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001523.jpg,1.0,1.0,0.0,0.0
1524,1524,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001524.jpg,1.0,1.0,1.0,0.0
1525,1525,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001525.jpg,1.0,1.0,0.0,0.0
1526,1526,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001526.jpg,1.0,1.0,0.0,1.0
1527,1527,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001527.jpg,1.0,1.0,0.0,0.0
1528,1528,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001528.jpg,1.0,1.0,0.0,0.0
1529,1529,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001529.jpg,0.0,1.0,1.0,0.0
1530,1530,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001530.jpg,1.0,1.0,0.0,0.0
1531,1531,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001531.jpg,1.0,1.0,0.0,0.0
1532,1532,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001532.jpg,1.0,1.0,0.0,0.0
1533,1533,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001533.jpg,1.0,1.0,0.0,0.0
1534,1534,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001534.jpg,1.0,1.0,0.0,0.0
1535,1535,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001535.jpg,1.0,1.0,0.0,0.0
1536,1536,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001536.jpg,1.0,1.0,0.0,0.0
1537,1537,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001537.jpg,1.0,1.0,0.0,0.0
1538,1538,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001538.jpg,1.0,1.0,0.0,0.0
1539,1539,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001539.jpg,1.0,1.0,0.0,0.0
1540,1540,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001540.jpg,1.0,1.0,1.0,0.0
1541,1541,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001541.jpg,1.0,1.0,0.0,0.0
1542,1542,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001542.jpg,1.0,1.0,1.0,0.0
1543,1543,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001543.jpg,1.0,1.0,0.0,1.0
1544,1544,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001544.jpg,1.0,1.0,0.0,0.0
1545,1545,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001545.jpg,1.0,1.0,0.0,0.0
1546,1546,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001546.jpg,1.0,1.0,0.0,0.0
1547,1547,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001547.jpg,1.0,1.0,0.0,0.0
1548,1548,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001548.jpg,1.0,1.0,0.0,0.0
1549,1549,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001549.jpg,1.0,1.0,0.0,0.0
1550,1550,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001550.jpg,0.0,1.0,0.0,0.0
1551,1551,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001551.jpg,1.0,1.0,0.0,0.0
1552,1552,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001552.jpg,1.0,1.0,0.0,0.0
1553,1553,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001553.jpg,1.0,1.0,0.0,0.0
1554,1554,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001554.jpg,0.0,1.0,0.0,0.0
1555,1555,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001555.jpg,0.0,1.0,0.0,0.0
1556,1556,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001556.jpg,1.0,1.0,0.0,0.0
1557,1557,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001557.jpg,0.0,1.0,0.0,0.0
1558,1558,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001558.jpg,1.0,1.0,0.0,0.0
1559,1559,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001559.jpg,1.0,1.0,0.0,0.0
1560,1560,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001560.jpg,1.0,1.0,0.0,0.0
1561,1561,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001561.jpg,1.0,1.0,0.0,0.0
1562,1562,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001562.jpg,1.0,1.0,0.0,0.0
1563,1563,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001563.jpg,1.0,1.0,0.0,0.0
1564,1564,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001564.jpg,1.0,1.0,0.0,0.0
1565,1565,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001565.jpg,1.0,1.0,0.0,0.0
1566,1566,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001566.jpg,1.0,1.0,0.0,0.0
1567,1567,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001567.jpg,1.0,1.0,0.0,0.0
1568,1568,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001568.jpg,1.0,1.0,0.0,0.0
1569,1569,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001569.jpg,1.0,0.0,0.0,0.0
1570,1570,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001570.jpg,1.0,1.0,0.0,0.0
1571,1571,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001571.jpg,1.0,0.0,0.0,0.0
1572,1572,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001572.jpg,1.0,1.0,0.0,0.0
1573,1573,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001573.jpg,1.0,1.0,0.0,0.0
1574,1574,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001574.jpg,1.0,1.0,0.0,0.0
1575,1575,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001575.jpg,1.0,1.0,0.0,0.0
1576,1576,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001576.jpg,1.0,1.0,0.0,0.0
1577,1577,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001577.jpg,1.0,1.0,0.0,0.0
1578,1578,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001578.jpg,0.0,1.0,0.0,0.0
1579,1579,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001579.jpg,1.0,1.0,0.0,0.0
1580,1580,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001580.jpg,1.0,1.0,0.0,0.0
1581,1581,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001581.jpg,1.0,1.0,0.0,0.0
1582,1582,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001582.jpg,1.0,1.0,0.0,0.0
1583,1583,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001583.jpg,0.0,1.0,0.0,0.0
1584,1584,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001584.jpg,1.0,1.0,0.0,0.0
1585,1585,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001585.jpg,1.0,1.0,0.0,0.0
1586,1586,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001586.jpg,1.0,1.0,0.0,0.0
1587,1587,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001587.jpg,1.0,1.0,0.0,0.0
1588,1588,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001588.jpg,1.0,1.0,0.0,0.0
1589,1589,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001589.jpg,1.0,1.0,0.0,0.0
1590,1590,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001590.jpg,1.0,1.0,0.0,0.0
1591,1591,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001591.jpg,0.0,1.0,0.0,0.0
1592,1592,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001592.jpg,1.0,0.0,0.0,0.0
1593,1593,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001593.jpg,1.0,0.0,0.0,0.0
1594,1594,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001594.jpg,1.0,1.0,0.0,0.0
1595,1595,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001595.jpg,1.0,1.0,0.0,0.0
1596,1596,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/001596.jpg,1.0,1.0,0.0,0.0
