img_no,img_path,property_gender_final_score,score_model_0,score_model_1,score_model_2,score_model_3,score_model_4
2872,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002872.jpg,0.9862,0.99,0.9951,0.9687,0.9824,0.9949
2873,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002873.jpg,0.9969,0.9974,0.9967,0.9937,0.9993,0.9973
2874,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002874.jpg,0.9999,1.0,0.9999,0.9999,1.0,1.0
2875,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002875.jpg,0.9995,0.9992,0.9996,0.9991,0.9999,0.9997
2876,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002876.jpg,0.9999,0.9999,1.0,0.9998,1.0,1.0
2877,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002877.jpg,1.0,1.0,1.0,1.0,1.0,1.0
2878,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002878.jpg,0.9862,0.9812,0.9896,0.9882,0.9966,0.9756
2879,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002879.jpg,0.9912,0.9851,0.9911,0.9899,0.9969,0.9932
2880,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002880.jpg,0.9987,0.9987,0.9981,0.9984,0.9994,0.9988
2881,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002881.jpg,0.9998,0.9997,0.9999,0.9996,1.0,0.9999
2882,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002882.jpg,0.9998,0.9998,0.9998,0.9998,0.9999,0.9998
2883,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002883.jpg,1.0,1.0,1.0,0.9999,1.0,1.0
2884,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002884.jpg,0.9995,0.9992,0.9997,0.999,0.9999,0.9994
2885,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002885.jpg,0.9999,0.9999,0.9999,0.9999,1.0,0.9999
2886,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002886.jpg,0.0608,0.1706,0.017,0.0599,0.012,0.0445
2887,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002887.jpg,1.0,1.0,1.0,1.0,1.0,1.0
2888,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002888.jpg,0.9996,0.9996,0.9996,0.9994,0.9999,0.9996
2889,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002889.jpg,0.0478,0.1109,0.0504,0.0491,0.0108,0.0177
2890,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002890.jpg,1.0,1.0,1.0,0.9999,1.0,1.0
2891,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002891.jpg,0.9999,0.9998,0.9999,0.9996,1.0,0.9999
2892,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002892.jpg,0.9994,0.9994,0.9995,0.9991,0.9995,0.9994
2893,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002893.jpg,1.0,1.0,1.0,1.0,1.0,1.0
2894,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002894.jpg,0.9999,0.9999,0.9999,0.9999,1.0,0.9999
2895,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002895.jpg,1.0,1.0,1.0,1.0,1.0,1.0
2896,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002896.jpg,0.7503,0.7907,0.7302,0.6904,0.8287,0.7117
2897,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002897.jpg,0.8556,0.8562,0.8768,0.9073,0.9005,0.7371
2898,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002898.jpg,0.9983,0.9976,0.9994,0.9967,0.9997,0.9979
2899,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002899.jpg,0.9994,0.9993,0.9996,0.9987,0.9999,0.9995
2900,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002900.jpg,0.0096,0.0101,0.01,0.0212,0.0047,0.0021
2901,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002901.jpg,0.0033,0.0039,0.0043,0.0067,0.0002,0.0014
2902,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002902.jpg,0.9992,0.999,0.9989,0.9985,0.9999,0.9997
2903,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002903.jpg,0.9944,0.9911,0.9967,0.9895,0.9986,0.9959
2904,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002904.jpg,0.9995,0.9995,0.9996,0.999,0.9999,0.9997
2905,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002905.jpg,1.0,1.0,1.0,1.0,1.0,1.0
2906,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002906.jpg,0.9999,0.9999,0.9999,0.9999,1.0,0.9999
2907,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002907.jpg,0.9991,0.9985,0.9992,0.9989,0.9998,0.9993
2908,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002908.jpg,1.0,1.0,1.0,0.9999,1.0,1.0
2909,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002909.jpg,0.9999,0.9999,0.9999,0.9997,1.0,0.9999
2910,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002910.jpg,0.9999,0.9999,1.0,0.9998,1.0,0.9999
2911,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002911.jpg,0.0099,0.0187,0.0103,0.0119,0.001,0.0075
2912,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002912.jpg,0.999,0.9987,0.9994,0.9976,0.9999,0.9996
2913,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002913.jpg,1.0,1.0,1.0,1.0,1.0,1.0
2914,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002914.jpg,0.0006,0.0009,0.0005,0.0012,0.0002,0.0002
2915,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002915.jpg,1.0,1.0,1.0,0.9999,1.0,1.0
2916,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002916.jpg,0.9847,0.9902,0.9897,0.9594,0.9907,0.9932
2917,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002917.jpg,1.0,1.0,1.0,0.9999,1.0,1.0
2918,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002918.jpg,0.9984,0.9978,0.9974,0.9978,0.9998,0.9992
2919,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002919.jpg,0.9971,0.9967,0.9985,0.9933,0.9995,0.9974
2920,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002920.jpg,0.9999,0.9999,0.9999,0.9999,1.0,1.0
2921,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002921.jpg,0.0025,0.0038,0.0032,0.0038,0.0004,0.0013
2922,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002922.jpg,0.9992,0.999,0.9995,0.9985,0.9999,0.9994
2923,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002923.jpg,1.0,1.0,1.0,0.9999,1.0,1.0
2924,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002924.jpg,1.0,0.9999,1.0,0.9999,1.0,1.0
2925,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002925.jpg,0.9446,0.9524,0.9699,0.9571,0.9193,0.9242
2926,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002926.jpg,1.0,0.9999,1.0,0.9999,1.0,1.0
2927,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002927.jpg,0.9999,0.9998,0.9999,0.9997,1.0,0.9999
2928,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002928.jpg,0.9012,0.9165,0.87,0.8988,0.8832,0.9374
2929,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002929.jpg,0.9999,0.9999,1.0,0.9999,1.0,1.0
2930,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002930.jpg,0.9998,0.9998,0.9999,0.9996,0.9999,0.9999
2931,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002931.jpg,0.9999,0.9999,0.9999,0.9999,1.0,1.0
2932,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002932.jpg,0.9999,0.9999,1.0,0.9998,1.0,0.9999
2933,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002933.jpg,0.9999,0.9998,0.9999,0.9997,1.0,0.9999
2934,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002934.jpg,0.9999,0.9999,0.9999,0.9998,1.0,0.9999
2935,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002935.jpg,0.007,0.0057,0.0103,0.0134,0.003,0.0025
2936,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002936.jpg,0.8632,0.8598,0.8709,0.8572,0.9436,0.7843
2937,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002937.jpg,0.9856,0.9718,0.9969,0.9822,0.9955,0.9815
2938,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002938.jpg,0.0538,0.0504,0.0808,0.0773,0.0355,0.0249
2939,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002939.jpg,0.9998,0.9997,0.9998,0.9997,0.9999,0.9997
2940,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002940.jpg,0.9999,0.9999,0.9999,0.9998,1.0,0.9999
2941,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002941.jpg,0.9994,0.9994,0.9993,0.999,0.9999,0.9996
2942,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002942.jpg,0.9822,0.9853,0.9776,0.9824,0.9929,0.973
2943,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002943.jpg,0.9975,0.9949,0.9983,0.9978,0.9994,0.9972
2944,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002944.jpg,0.9998,0.9997,0.9998,0.9996,0.9999,0.9998
2945,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002945.jpg,0.9991,0.9991,0.9996,0.9977,0.9998,0.9996
2946,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002946.jpg,0.9998,0.9996,0.9998,0.9997,0.9999,0.9997
2947,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002947.jpg,0.9862,0.9826,0.9904,0.9773,0.9938,0.9871
2948,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002948.jpg,0.9994,0.9992,0.9997,0.9987,0.9999,0.9997
2949,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002949.jpg,0.9991,0.9985,0.9991,0.9987,0.9999,0.999
2950,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002950.jpg,0.9998,0.9998,0.9999,0.9996,0.9999,0.9999
2951,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002951.jpg,0.9487,0.8886,0.9772,0.936,0.9946,0.9472
2952,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002952.jpg,0.9766,0.9821,0.9596,0.9787,0.9772,0.9856
2953,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002953.jpg,0.0084,0.0062,0.0115,0.0196,0.0021,0.0026
2954,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002954.jpg,1.0,1.0,1.0,1.0,1.0,1.0
2955,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002955.jpg,1.0,1.0,1.0,1.0,1.0,1.0
2956,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002956.jpg,0.8772,0.8509,0.9412,0.8931,0.9117,0.7891
2957,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002957.jpg,1.0,1.0,1.0,0.9999,1.0,1.0
2958,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002958.jpg,0.0014,0.0019,0.0008,0.0034,0.0004,0.0002
2959,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002959.jpg,0.9999,0.9999,0.9999,0.9999,1.0,0.9999
2960,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002960.jpg,0.999,0.9987,0.9987,0.9982,0.9999,0.9996
2961,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002961.jpg,0.9955,0.9963,0.9933,0.9928,0.9991,0.996
2962,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002962.jpg,0.06,0.0452,0.0892,0.1131,0.0292,0.0231
2963,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002963.jpg,0.9927,0.992,0.9916,0.993,0.9961,0.9907
2964,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002964.jpg,0.9765,0.9817,0.9682,0.9826,0.9705,0.9793
2965,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002965.jpg,0.7204,0.766,0.8621,0.4791,0.8148,0.6801
2966,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002966.jpg,0.9845,0.9935,0.975,0.9968,0.9761,0.9812
2967,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002967.jpg,0.9935,0.9908,0.9956,0.993,0.9978,0.9903
2968,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002968.jpg,1.0,0.9999,1.0,0.9999,1.0,1.0
2969,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002969.jpg,0.9936,0.9918,0.9979,0.993,0.9979,0.9875
2970,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002970.jpg,0.9993,0.9988,0.9997,0.9987,0.9999,0.9996
2971,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002971.jpg,0.9991,0.9988,0.9991,0.9982,0.9998,0.9995
2972,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002972.jpg,0.9997,0.9996,0.9997,0.9995,0.9998,0.9998
2973,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002973.jpg,0.0174,0.0256,0.0256,0.0228,0.0041,0.0091
2974,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002974.jpg,0.9047,0.9218,0.913,0.7659,0.9821,0.9408
2975,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002975.jpg,0.0045,0.0071,0.0026,0.0086,0.002,0.0022
2976,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002976.jpg,0.0049,0.0088,0.0033,0.009,0.0014,0.0019
2977,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002977.jpg,0.9991,0.9985,0.9995,0.9993,0.9998,0.9984
2978,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002978.jpg,0.9998,0.9998,0.9998,0.9996,1.0,0.9998
2979,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002979.jpg,0.9818,0.9891,0.9914,0.9335,0.998,0.9969
2980,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002980.jpg,0.4122,0.5187,0.2987,0.4442,0.5532,0.2462
2981,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002981.jpg,1.0,1.0,1.0,1.0,1.0,1.0
2982,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002982.jpg,1.0,1.0,1.0,1.0,1.0,1.0
2983,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002983.jpg,0.9996,0.9995,0.9998,0.9988,0.9999,0.9998
2984,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002984.jpg,0.996,0.9974,0.9952,0.9928,0.9984,0.996
2985,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002985.jpg,0.9997,0.9997,0.9999,0.9992,0.9999,0.9998
2986,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002986.jpg,0.9986,0.9987,0.9986,0.9971,0.9998,0.9989
2987,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002987.jpg,0.9998,0.9996,0.9999,0.9996,1.0,0.9998
2988,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002988.jpg,0.9989,0.9969,0.9995,0.9992,0.9995,0.9992
2989,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002989.jpg,0.9821,0.9843,0.9895,0.9932,0.9572,0.9862
2990,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002990.jpg,0.9998,0.9997,0.9998,0.9997,0.9999,0.9998
2991,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002991.jpg,0.0004,0.0008,0.0003,0.0009,0.0,0.0001
2992,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002992.jpg,0.9957,0.9943,0.9973,0.9918,0.9993,0.996
2993,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002993.jpg,1.0,1.0,1.0,1.0,1.0,1.0
2994,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002994.jpg,0.9998,0.9998,0.9999,0.9995,1.0,0.9999
2995,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002995.jpg,1.0,1.0,1.0,0.9999,1.0,1.0
2996,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002996.jpg,0.9997,0.9996,0.9998,0.9992,1.0,0.9998
2997,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002997.jpg,1.0,1.0,1.0,1.0,1.0,1.0
2998,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002998.jpg,0.9993,0.9992,0.9996,0.9987,0.9998,0.9994
2999,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002999.jpg,0.2921,0.167,0.4073,0.5984,0.2005,0.0871
3000,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003000.jpg,0.9994,0.9993,0.9992,0.9989,0.9999,0.9998
3001,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003001.jpg,1.0,1.0,1.0,1.0,1.0,1.0
3002,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003002.jpg,1.0,1.0,1.0,0.9999,1.0,1.0
3003,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003003.jpg,0.9994,0.9992,0.9991,0.999,0.9998,0.9998
3004,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003004.jpg,1.0,1.0,1.0,0.9999,1.0,1.0
3005,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003005.jpg,0.9999,0.9999,1.0,0.9999,1.0,1.0
3006,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003006.jpg,0.9927,0.9933,0.9938,0.9827,0.9988,0.995
3007,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003007.jpg,0.9904,0.9854,0.9966,0.9864,0.9984,0.985
3008,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003008.jpg,0.9999,0.9999,0.9999,0.9998,1.0,0.9999
3009,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003009.jpg,1.0,0.9999,1.0,0.9999,1.0,1.0
3010,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003010.jpg,0.9948,0.9927,0.9967,0.9921,0.999,0.9933
3011,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003011.jpg,1.0,1.0,1.0,1.0,1.0,1.0
3012,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003012.jpg,0.9999,0.9999,0.9999,0.9998,1.0,0.9999
3013,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003013.jpg,1.0,1.0,1.0,0.9999,1.0,1.0
3014,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003014.jpg,0.9999,0.9999,0.9999,0.9997,1.0,0.9999
3015,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003015.jpg,0.0007,0.0012,0.001,0.0007,0.0001,0.0003
3016,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003016.jpg,0.0792,0.0767,0.1072,0.1313,0.0527,0.028
3017,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003017.jpg,1.0,1.0,1.0,0.9999,1.0,1.0
3018,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003018.jpg,0.2275,0.2511,0.1735,0.351,0.1465,0.2155
3019,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003019.jpg,0.9857,0.9833,0.9779,0.9806,0.998,0.9885
3020,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003020.jpg,0.9999,0.9999,0.9999,0.9999,1.0,0.9999
3021,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003021.jpg,0.9999,0.9998,0.9999,0.9997,1.0,0.9999
3022,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003022.jpg,0.969,0.9801,0.9786,0.9215,0.9781,0.9867
3023,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003023.jpg,0.9999,0.9999,1.0,0.9998,1.0,0.9999
3024,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003024.jpg,0.9996,0.9995,0.9998,0.9992,0.9999,0.9996
3025,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003025.jpg,1.0,0.9999,0.9999,0.9999,1.0,1.0
3026,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003026.jpg,0.9999,0.9999,0.9999,0.9999,1.0,0.9999
3027,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003027.jpg,0.9977,0.9975,0.999,0.997,0.9998,0.9951
3028,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003028.jpg,0.9986,0.9989,0.9963,0.9985,0.9998,0.9995
3029,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003029.jpg,0.9999,0.9999,0.9999,0.9998,1.0,0.9999
3030,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003030.jpg,0.9998,0.9997,0.9999,0.9997,0.9999,0.9999
