img_no,img_path,property_quality_final_score,score_model_0,score_model_1,score_model_2,score_model_3,score_model_4
2629,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002629.jpg,0.9998,0.9998,0.9996,0.9999,0.9998,0.9998
2630,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002630.jpg,1.0,1.0,0.9999,1.0,1.0,1.0
2631,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002631.jpg,1.0,1.0,1.0,1.0,1.0,1.0
2632,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002632.jpg,0.9997,0.9998,0.9995,0.9998,0.9998,0.9997
2633,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002633.jpg,0.9997,0.9998,0.9995,0.9999,0.9999,0.9996
2634,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002634.jpg,0.9898,0.9943,0.9815,0.9944,0.9887,0.9901
2635,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002635.jpg,0.934,0.9481,0.9094,0.9299,0.9292,0.9535
2636,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002636.jpg,1.0,1.0,1.0,1.0,1.0,1.0
2637,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002637.jpg,0.0578,0.0389,0.0738,0.0672,0.081,0.0282
2638,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002638.jpg,0.9997,0.9999,0.9993,0.9997,0.9997,0.9997
2639,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002639.jpg,1.0,1.0,1.0,1.0,1.0,1.0
2640,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002640.jpg,0.9999,0.9999,0.9998,1.0,0.9999,0.9999
2641,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002641.jpg,0.9999,0.9999,0.9998,1.0,0.9999,0.9999
2642,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002642.jpg,0.9996,0.9997,0.9995,0.9997,0.9998,0.9994
2643,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002643.jpg,0.9986,0.9991,0.9974,0.9992,0.9992,0.998
2644,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002644.jpg,0.0075,0.0101,0.015,0.0025,0.0051,0.0049
2645,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002645.jpg,1.0,1.0,0.9999,1.0,1.0,1.0
2646,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002646.jpg,0.9999,0.9999,0.9999,1.0,0.9999,0.9999
2647,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002647.jpg,1.0,1.0,0.9999,1.0,1.0,1.0
2648,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002648.jpg,0.9987,0.9991,0.9977,0.9991,0.9994,0.9983
2649,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002649.jpg,0.9941,0.9947,0.992,0.995,0.9956,0.9931
2650,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002650.jpg,0.9998,0.9999,0.9995,0.9999,0.9998,0.9997
2651,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002651.jpg,0.9999,0.9999,0.9998,0.9999,0.9999,0.9999
2652,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002652.jpg,0.9998,0.9998,0.9996,0.9999,0.9999,0.9997
2653,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002653.jpg,1.0,1.0,1.0,1.0,1.0,1.0
2654,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002654.jpg,1.0,1.0,1.0,1.0,1.0,1.0
2655,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002655.jpg,0.9993,0.9996,0.9987,0.9997,0.9994,0.9992
2656,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002656.jpg,0.1797,0.3929,0.1865,0.0511,0.0943,0.1735
2657,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002657.jpg,0.9999,1.0,0.9999,1.0,1.0,0.9999
2658,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002658.jpg,1.0,1.0,1.0,1.0,1.0,1.0
2659,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002659.jpg,1.0,1.0,1.0,1.0,1.0,1.0
2660,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002660.jpg,0.9996,0.9997,0.9992,0.9998,0.9996,0.9995
2661,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002661.jpg,1.0,1.0,0.9999,1.0,1.0,1.0
2662,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002662.jpg,0.9999,0.9999,0.9997,1.0,0.9998,0.9999
2663,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002663.jpg,0.9992,0.9997,0.9982,0.9996,0.9991,0.9994
2664,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002664.jpg,0.9995,0.9999,0.999,0.9996,0.9992,0.9997
2665,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002665.jpg,1.0,1.0,0.9999,1.0,1.0,1.0
2666,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002666.jpg,0.9999,0.9999,0.9997,0.9999,0.9999,0.9998
2667,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002667.jpg,0.2989,0.4003,0.313,0.217,0.2378,0.3263
2668,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002668.jpg,1.0,1.0,1.0,1.0,1.0,1.0
2669,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002669.jpg,1.0,1.0,0.9999,1.0,1.0,1.0
2670,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002670.jpg,0.9989,0.9993,0.9981,0.9995,0.9988,0.9988
2671,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002671.jpg,1.0,1.0,1.0,1.0,1.0,1.0
2672,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002672.jpg,0.9999,0.9999,0.9998,0.9999,0.9999,0.9999
2673,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002673.jpg,0.9997,0.9999,0.9994,0.9998,0.9996,0.9998
2674,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002674.jpg,0.9999,0.9999,0.9997,0.9999,0.9998,0.9999
2675,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002675.jpg,0.0956,0.0936,0.1116,0.0763,0.1211,0.0754
2676,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002676.jpg,1.0,1.0,1.0,1.0,1.0,1.0
2677,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002677.jpg,0.9985,0.9996,0.997,0.9992,0.9978,0.9987
2678,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002678.jpg,0.9976,0.9985,0.9958,0.9986,0.9979,0.9971
2679,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002679.jpg,0.9873,0.9946,0.9777,0.9878,0.9842,0.992
2680,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002680.jpg,0.9995,0.9998,0.9992,0.9998,0.9994,0.9994
2681,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002681.jpg,0.9999,1.0,0.9999,1.0,1.0,0.9999
2682,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002682.jpg,0.9999,1.0,0.9999,1.0,0.9999,0.9999
2683,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002683.jpg,0.9997,0.9999,0.9994,0.9999,0.9997,0.9997
2684,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002684.jpg,1.0,1.0,1.0,1.0,1.0,1.0
2685,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002685.jpg,1.0,1.0,1.0,1.0,1.0,1.0
2686,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002686.jpg,0.9999,0.9999,0.9999,1.0,0.9999,0.9999
2687,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002687.jpg,0.9998,0.9998,0.9995,0.9999,0.9998,0.9998
2688,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002688.jpg,0.9994,0.9997,0.9988,0.9995,0.9997,0.9993
2689,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002689.jpg,1.0,1.0,1.0,1.0,1.0,1.0
2690,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002690.jpg,1.0,1.0,1.0,1.0,1.0,1.0
2691,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002691.jpg,0.9993,0.9996,0.9987,0.9998,0.9993,0.9993
2692,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002692.jpg,0.9988,0.999,0.998,0.9991,0.9991,0.9988
2693,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002693.jpg,0.9999,1.0,0.9999,1.0,1.0,0.9999
2694,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002694.jpg,0.2968,0.4771,0.3129,0.1591,0.2364,0.2988
2695,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002695.jpg,0.5971,0.6154,0.5678,0.5726,0.6913,0.5384
2696,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002696.jpg,0.9999,1.0,0.9998,1.0,1.0,0.9999
2697,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002697.jpg,0.9999,1.0,0.9998,1.0,1.0,0.9999
2698,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002698.jpg,0.9997,0.9998,0.9995,0.9999,0.9997,0.9998
2699,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002699.jpg,1.0,1.0,0.9999,1.0,1.0,1.0
2700,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002700.jpg,0.9946,0.9971,0.9922,0.9959,0.9948,0.9929
2701,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002701.jpg,0.9997,0.9999,0.9994,0.9998,0.9997,0.9997
2702,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002702.jpg,1.0,1.0,1.0,1.0,1.0,1.0
2703,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002703.jpg,0.9997,0.9998,0.9995,0.9998,0.9999,0.9997
2704,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002704.jpg,1.0,1.0,0.9999,1.0,1.0,1.0
2705,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002705.jpg,1.0,1.0,1.0,1.0,1.0,1.0
2706,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002706.jpg,0.9994,0.9997,0.999,0.9998,0.9992,0.9996
2707,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002707.jpg,0.4368,0.5097,0.4774,0.3256,0.5226,0.3487
2708,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002708.jpg,1.0,1.0,0.9999,1.0,1.0,1.0
2709,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002709.jpg,1.0,1.0,1.0,1.0,1.0,1.0
2710,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002710.jpg,0.087,0.1692,0.0763,0.0201,0.0546,0.115
2711,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002711.jpg,1.0,1.0,1.0,1.0,1.0,1.0
2712,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002712.jpg,0.9973,0.9975,0.9936,0.9991,0.9979,0.9983
2713,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002713.jpg,0.9982,0.9988,0.9969,0.9992,0.9977,0.9983
2714,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002714.jpg,0.9999,0.9999,0.9997,1.0,0.9999,0.9999
2715,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002715.jpg,1.0,1.0,1.0,1.0,1.0,1.0
2716,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002716.jpg,0.9997,0.9998,0.9995,0.9998,0.9998,0.9997
2717,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002717.jpg,0.9994,0.9998,0.9986,0.9994,0.9996,0.9996
2718,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002718.jpg,1.0,1.0,1.0,1.0,1.0,1.0
2719,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002719.jpg,0.9998,0.9999,0.9997,0.9999,0.9998,0.9998
2720,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002720.jpg,0.7899,0.8472,0.7605,0.7655,0.816,0.7602
2721,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002721.jpg,0.9997,0.9998,0.9994,0.9999,0.9997,0.9997
2722,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002722.jpg,0.1659,0.1326,0.2269,0.1447,0.1634,0.1617
2723,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002723.jpg,0.999,0.9994,0.998,0.9994,0.9992,0.9988
2724,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002724.jpg,1.0,1.0,1.0,1.0,1.0,1.0
2725,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002725.jpg,0.9987,0.9995,0.9976,0.9997,0.9978,0.9992
2726,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002726.jpg,1.0,1.0,0.9999,1.0,0.9999,1.0
2727,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002727.jpg,0.9982,0.9987,0.9974,0.9986,0.9987,0.9974
2728,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002728.jpg,0.995,0.9955,0.9922,0.9968,0.9958,0.9946
2729,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002729.jpg,0.9979,0.9988,0.997,0.9995,0.996,0.9979
2730,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002730.jpg,0.9996,1.0,0.9995,0.9996,0.9995,0.9995
2731,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002731.jpg,0.9996,0.9999,0.9993,0.9997,0.9997,0.9996
2732,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002732.jpg,0.9999,1.0,0.9999,1.0,0.9999,0.9999
2733,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002733.jpg,1.0,1.0,1.0,1.0,1.0,1.0
2734,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002734.jpg,0.9995,0.9996,0.9992,0.9997,0.9997,0.9992
2735,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002735.jpg,0.9983,0.9994,0.9966,0.9981,0.9986,0.9987
2736,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002736.jpg,0.9997,0.9998,0.9994,0.9998,0.9998,0.9996
2737,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002737.jpg,0.9981,0.9991,0.9963,0.9995,0.9974,0.998
2738,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002738.jpg,1.0,1.0,1.0,1.0,1.0,1.0
2739,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002739.jpg,0.9999,0.9999,0.9998,0.9999,0.9999,0.9999
2740,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002740.jpg,0.9959,0.9968,0.9936,0.9982,0.9964,0.9943
2741,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002741.jpg,0.9957,0.9961,0.9945,0.9962,0.9971,0.9948
2742,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002742.jpg,0.9998,0.9999,0.9996,0.9999,0.9997,0.9998
2743,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002743.jpg,0.1055,0.0289,0.1032,0.1152,0.1882,0.0922
2744,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002744.jpg,0.9999,0.9999,0.9998,1.0,0.9999,0.9999
2745,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002745.jpg,0.9996,0.9998,0.9991,0.9998,0.9997,0.9997
2746,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002746.jpg,0.9995,0.9995,0.9987,0.9997,0.9997,0.9997
2747,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002747.jpg,1.0,1.0,1.0,1.0,1.0,1.0
2748,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002748.jpg,0.9999,0.9999,0.9998,1.0,0.9999,0.9999
2749,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002749.jpg,1.0,1.0,1.0,1.0,1.0,1.0
2750,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002750.jpg,0.9987,0.9995,0.9976,0.999,0.9988,0.9985
2751,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002751.jpg,0.9993,0.9992,0.9983,0.9997,0.9996,0.9995
2752,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002752.jpg,1.0,1.0,0.9999,1.0,1.0,1.0
2753,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002753.jpg,0.9988,0.9995,0.9977,0.9991,0.9992,0.9987
2754,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002754.jpg,1.0,1.0,1.0,1.0,1.0,1.0
2755,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002755.jpg,1.0,1.0,1.0,1.0,1.0,1.0
2756,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002756.jpg,1.0,1.0,1.0,1.0,1.0,1.0
2757,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002757.jpg,0.9998,0.9999,0.9996,0.9999,0.9998,0.9998
2758,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002758.jpg,0.9907,0.9946,0.9856,0.9912,0.9895,0.9928
2759,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002759.jpg,0.9998,0.9999,0.9996,0.9999,0.9999,0.9998
2760,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002760.jpg,0.9999,1.0,0.9998,1.0,0.9999,0.9999
2761,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002761.jpg,1.0,1.0,1.0,1.0,1.0,1.0
2762,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002762.jpg,0.9999,1.0,0.9999,1.0,0.9999,0.9999
2763,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002763.jpg,0.9996,0.9997,0.9994,0.9997,0.9997,0.9994
2764,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002764.jpg,0.9998,0.9999,0.9996,0.9999,0.9998,0.9999
2765,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002765.jpg,0.9988,0.9996,0.998,0.999,0.9987,0.9984
2766,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002766.jpg,0.9995,0.9997,0.9992,0.9996,0.9996,0.9992
2767,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002767.jpg,0.9999,1.0,0.9999,1.0,0.9999,0.9999
2768,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002768.jpg,0.9996,0.9998,0.9992,0.9997,0.9997,0.9997
2769,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002769.jpg,0.9996,0.9997,0.9991,0.9998,0.9996,0.9997
2770,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002770.jpg,0.9981,0.9984,0.9969,0.9988,0.9986,0.9979
2771,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002771.jpg,0.9897,0.9935,0.9887,0.9877,0.9936,0.985
2772,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002772.jpg,0.9997,0.9998,0.9995,0.9998,0.9997,0.9997
2773,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002773.jpg,0.9998,0.9999,0.9997,0.9999,0.9999,0.9998
2774,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002774.jpg,0.9986,0.9989,0.9976,0.9991,0.9987,0.9989
2775,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002775.jpg,0.9999,1.0,0.9999,1.0,0.9999,0.9999
2776,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002776.jpg,1.0,1.0,1.0,1.0,1.0,1.0
2777,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002777.jpg,0.999,0.9996,0.9984,0.9995,0.9981,0.9993
2778,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002778.jpg,0.049,0.0634,0.0763,0.0264,0.0316,0.0473
2779,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002779.jpg,0.9962,0.9969,0.9939,0.9979,0.9966,0.9959
2780,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002780.jpg,0.948,0.9786,0.9068,0.9516,0.9735,0.9296
2781,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002781.jpg,0.9998,0.9999,0.9996,0.9998,0.9999,0.9997
2782,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002782.jpg,0.9999,1.0,0.9999,1.0,1.0,0.9999
2783,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002783.jpg,0.9998,0.9999,0.9997,1.0,0.9998,0.9999
2784,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002784.jpg,0.9997,0.9998,0.9995,0.9999,0.9998,0.9997
2785,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002785.jpg,0.9996,0.9998,0.9993,0.9999,0.9996,0.9996
2786,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002786.jpg,0.9999,1.0,0.9999,1.0,1.0,0.9999
2787,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002787.jpg,0.3118,0.482,0.2693,0.2301,0.2445,0.333
2788,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/002788.jpg,0.999,0.9994,0.998,0.9992,0.9991,0.9992
