img_no,hair_color,hair_length,background_score,hairstyle
5022,1.818,-0.9138,0.2224,0.0673
5023,-0.3155,0.3898,1.1577,-0.5749
5024,0.7855,0.9748,1.1421,-0.8596
5025,-0.8461,0.5386,1.0518,-0.4817
5026,1.0689,0.3951,0.6922,-0.7669
5027,-0.1495,0.6139,-1.3251,0.0795
5028,0.8463,0.8697,-0.913,-0.4932
5029,-0.8436,1.1877,0.7213,-0.1024
5030,-1.3401,0.8219,0.7454,0.6121
5031,0.4983,-0.0895,1.4977,-0.3541
5032,0.2858,1.0368,1.0495,0.706
5033,-0.7491,0.0298,1.4757,2.2856
5034,1.8024,0.8193,-0.9804,-0.7261
5035,-0.5347,0.5472,1.0357,0.0847
5036,-0.3949,0.6589,1.2034,-0.3145
5037,1.2561,0.8005,-0.1734,-0.2252
5038,2.1654,0.6461,-0.8542,-1.1525
5039,-0.8734,1.0003,0.5079,0.1286
5040,-1.0324,-0.2286,0.7782,0.9548
5041,-0.0995,-0.6238,-0.441,0.1294
5042,-1.1539,0.5536,-0.3945,0.6866
5043,-0.2118,0.1217,0.5599,0.1112
5044,-1.4382,0.185,1.1643,1.0422
5045,-0.8035,0.608,0.8707,0.1618
5046,-0.1557,0.6058,-0.8786,0.0185
5047,-0.6875,-0.4288,-0.1384,0.4601
5048,-0.9001,0.9305,0.9985,-0.5786
5049,0.9957,1.0628,1.2809,-0.7421
5050,-0.747,1.143,1.2195,0.1942
5051,-0.1033,0.3305,1.2575,-0.6673
5052,-0.8072,0.0707,-0.1728,0.4916
5053,-0.759,0.9205,0.5476,-0.3402
5054,-0.6513,0.3218,1.0669,-0.0206
5055,0.5005,0.7559,0.5488,-0.6716
5056,1.5854,0.609,0.8309,1.208
5057,0.697,0.403,0.7636,0.3973
5058,-0.0425,-1.9173,0.7109,0.0669
5059,-0.3875,0.2444,1.5258,-0.2424
5060,-0.1429,0.6572,-0.9768,1.132
5061,-1.1459,0.5865,-0.3822,1.1557
5062,-0.5649,0.05,-0.2054,1.3468
5063,0.5376,0.375,1.0145,-0.3066
5064,-1.4262,0.5034,0.6384,-0.5298
5065,-0.3629,-0.3094,-0.0294,0.391
5066,-0.5916,1.023,0.365,-0.3412
5067,-1.0256,0.4629,0.9784,-0.6412
5068,-1.2611,0.7477,0.7386,0.3172
5069,-0.8802,0.9818,1.1486,0.0817
5070,-0.5372,0.0535,-0.7406,0.2522
5071,-0.5606,0.575,0.177,-0.786
5072,-0.6904,1.1272,0.7944,0.5234
5073,-0.8278,0.7728,1.174,-0.0782
5074,-0.2968,-0.2074,-0.4601,0.1004
5075,-0.5838,-0.0061,1.0327,0.7825
5076,1.1179,-1.369,-1.0189,0.6366
5077,-0.7768,0.6151,1.1201,-0.0747
5078,-1.2847,0.2982,0.6187,-0.0122
5079,0.7381,0.6357,-2.0294,0.3528
5080,-0.8862,0.647,0.6384,-0.0576
5081,-0.9902,0.3198,0.555,0.8236
5082,0.0094,-1.0032,-1.0057,1.1601
5083,1.6737,0.7216,0.5662,-0.9731
5084,-0.5943,0.4011,1.2133,0.1281
5085,-0.6827,0.5165,1.4369,-0.1674
5086,-0.3711,1.1572,1.927,0.2297
5087,-1.3572,0.4019,-0.6231,1.0013
5088,-1.2846,0.0818,0.4881,0.026
5089,1.6301,0.548,1.1305,-0.7422
5090,-0.6872,0.6034,0.3754,0.3232
5091,0.3599,-1.2598,-0.5975,0.9089
5092,-0.2247,0.7293,-0.6123,0.9909
5093,-1.0015,0.7481,-0.384,1.5441
5094,-0.491,0.4706,1.0957,-0.4252
5095,0.0856,0.4061,0.7444,-1.1064
5096,-0.6528,0.6807,-1.4176,0.3117
5097,0.9844,-0.6406,0.4398,0.7814
5098,-1.079,0.7348,1.1984,0.0335
5099,-0.1807,0.8441,0.5915,0.1104
5100,-0.473,-3.3296,0.6282,0.5177
5101,0.0534,0.9041,0.9871,0.0453
5102,1.6468,0.7058,-0.7662,0.005
5103,-0.6568,1.0565,1.0613,-0.2472
5104,0.527,0.098,0.0395,0.2445
5105,-1.1876,0.5292,-0.0576,-0.1364
5106,-1.059,-0.1599,-0.5936,0.343
5107,-0.7126,-0.5682,0.6087,0.4668
5108,-1.124,0.3673,1.2452,0.1213
5109,1.2446,-1.7954,0.3444,0.9156
5110,-0.6307,1.3264,1.1506,1.2707
5111,-0.726,0.9302,0.5293,0.0592
5112,-0.744,0.2385,-0.4911,0.1764
5113,0.2149,0.7476,0.9285,-0.1094
5114,0.1244,-0.0018,-1.0676,0.289
5115,0.4476,0.2951,0.8546,-0.8175
5116,1.3811,-0.7865,0.4507,0.8533
5117,1.874,0.6509,0.7596,-1.4947
5118,0.5254,0.5691,-1.5472,1.3649
5119,-0.5251,1.1363,1.282,-0.3431
5120,0.9824,0.0889,-0.9621,0.5886
5121,0.4789,0.8266,1.1672,-0.5918
5122,-0.5169,1.2575,0.12,0.1913
5123,-1.1239,-0.3052,1.2602,1.1724
5124,-1.1831,-0.2591,-0.2994,-0.4714
5125,-0.5601,0.309,0.9753,-0.3822
5126,-1.2736,-0.6281,-1.4057,1.2055
5127,-0.8289,0.6101,0.8695,-0.0766
5128,-0.7993,0.2163,-0.8572,1.2494
5129,0.4352,0.7012,-0.743,1.0378
5130,1.2753,0.8615,0.639,-0.2174
5131,-0.1799,0.7578,1.5694,-0.894
5132,0.8712,1.0285,-1.6613,1.2251
5133,-0.7784,-0.1567,1.5977,-0.0177
5134,-0.0088,1.0363,-0.5571,0.2717
5135,-0.5358,0.4991,0.6464,-0.5135
5136,-1.3327,0.1992,-0.3199,1.1742
5137,0.4371,0.7284,-0.3803,0.5269
5138,-0.5518,1.1116,0.682,0.2044
5139,-0.8529,0.6556,1.3782,-0.7211
5140,-0.1374,-0.9767,0.5574,-0.4836
5141,-0.2655,0.8719,0.3698,-0.1237
5142,-0.7977,-0.0464,-1.2944,1.044
5143,-0.9429,0.2509,-0.2174,-0.3332
5144,-0.8847,0.6877,1.7927,-0.1406
5145,-0.8978,1.1256,1.3344,-0.9261
5146,-0.8605,0.2771,1.3918,0.2127
5147,0.2304,0.4769,0.7914,0.3385
5148,-0.2069,0.9034,-0.9768,0.6458
5149,0.3168,0.083,0.2325,-0.4351
5150,-1.0766,0.2433,0.2932,-0.6644
5151,0.5166,-2.5663,1.0487,0.0882
5152,0.4932,0.6336,0.7424,0.4129
5153,0.1242,0.5241,1.6332,0.9595
5154,0.458,0.929,0.4589,0.2922
5155,-0.3351,0.1748,0.5084,0.2154
5156,-0.8667,-1.1743,1.9252,0.9546
5157,0.2502,-0.8479,-0.8934,0.5456
5158,0.3652,0.4833,-1.2434,0.5201
5159,-0.3143,0.823,-1.6373,-0.0284
5160,0.1678,0.7396,-0.1002,-0.2613
5161,0.1364,0.4331,-0.9828,0.6266
5162,1.2148,0.693,-1.5322,0.3324
5163,-0.5276,-2.6526,0.8142,1.2345
5164,-0.6029,0.7057,0.8876,-0.3376
5165,-0.6114,1.481,1.1792,-0.0033
5166,-0.6357,0.1119,0.781,0.1203
5167,0.7893,-0.0645,1.4444,-0.6287
5168,-0.8266,-1.1316,0.924,1.5367
5169,-0.0103,0.2674,0.2412,-0.8897
5170,-0.8667,0.0144,1.1628,-1.4581
5171,1.0298,0.2116,1.3802,-0.2929
5172,1.0574,-0.176,0.6249,-0.8905
5173,0.195,0.1604,-0.2359,-0.4938
5174,1.056,1.1708,0.817,-0.8253
5175,0.8079,0.9178,0.8673,0.0374
5176,-0.3035,1.0076,0.8608,0.7667
5177,0.9225,-2.4553,0.948,0.1372
5178,-0.4995,0.2492,0.3946,-0.3062
5179,0.7145,0.8977,0.0788,-0.5684
5180,-0.8993,0.9639,0.9183,-0.1598
5181,-1.038,0.5814,0.5792,-0.1013
5182,1.425,0.5348,1.3176,-0.9536
5183,-1.0531,-0.5952,0.801,1.5499
5184,1.2519,0.9661,0.5122,-0.4259
5185,0.3528,-0.0083,0.6655,0.823
5186,1.0381,0.5704,1.4842,-0.6136
5187,0.9915,1.0586,-0.9682,-0.8085
5188,-0.4785,-0.3481,1.4018,1.2832
5189,-0.5942,0.683,1.1881,-0.3293
5190,-0.265,0.7144,1.6786,-0.9405
5191,-1.0785,0.61,1.0277,1.6435
5192,-0.8363,1.1394,-1.527,0.4318
5193,1.5489,0.138,0.4233,0.605
5194,-0.4927,0.8711,0.9982,-0.098
5195,1.1127,0.943,1.0104,-0.5289
5196,-0.7297,0.8878,0.8311,-1.4773
5197,-1.1693,0.1294,0.8738,-0.0671
5198,0.6054,0.656,1.0097,0.4018
5199,-0.8837,0.3788,-0.9633,0.4331
5200,0.9931,0.5124,0.7527,-0.6824
5201,-0.2812,0.4931,1.1456,-0.9804
5202,1.9161,0.6051,-0.4954,-0.7353
5203,-1.1373,-0.4845,1.1851,0.9255
5204,-0.6896,0.5026,0.9616,-0.5732
5205,-0.451,0.6859,1.1057,0.0539
5206,-0.7589,-0.102,0.9949,-0.6446
5207,-1.06,-0.9872,-1.2041,2.4056
5208,0.9733,1.0803,-1.4464,-0.3406
5209,-0.5272,0.328,-1.577,-0.0683
5210,-0.6548,-0.1853,1.3048,0.5706
5211,-0.8677,1.3765,0.7582,-0.3605
5212,-0.9206,1.4769,0.5867,-0.0455
5213,-0.6133,0.5865,1.3217,-0.658
5214,-0.1654,1.0907,0.2531,-0.1155
5215,-0.0874,0.5569,0.0465,0.2226
5216,0.1765,0.7179,1.1124,-0.4926
5217,1.1057,0.533,-1.4724,-0.6617
5218,-0.0764,-0.3399,-0.4364,0.8968
5219,1.1135,0.6358,0.0707,-1.0925
5220,0.9949,0.9771,0.4469,-0.1147
5221,-0.016,0.6306,1.075,-0.0034
5222,-0.4555,0.4913,1.371,-0.2124
5223,-0.6434,0.709,1.6518,-0.1695
5224,-0.8502,0.9908,1.2166,0.5793
5225,-0.9189,0.6214,1.8028,-0.2329
5226,-1.3595,0.8799,1.6569,-0.1306
5227,-0.8666,0.4212,-0.2618,1.4012
5228,0.0319,-0.3763,1.4035,0.2339
5229,0.7116,1.0059,1.5534,0.7671
5230,0.2986,0.5264,1.273,1e-04
5231,-0.4636,1.0213,0.0166,-0.1485
5232,-1.564,0.0328,1.3972,1.8354
5233,-0.8204,0.3315,0.9613,-0.4067
5234,-0.2381,-1.2611,1.3353,0.7571
5235,-0.9272,0.4586,0.814,-0.2145
5236,-1.0269,0.1431,0.4033,0.8861
5237,-0.7329,-0.5123,-1.3615,1.6156
5238,0.9534,0.541,0.7333,-0.6705
5239,-0.7639,0.4572,0.1215,0.0232
5240,0.872,0.2287,0.9745,-0.2989
5241,1.2037,0.7543,0.4949,-1.1829
5242,0.4086,-1.02,-0.7653,1.2313
5243,1.158,0.8843,0.2304,-0.6003
5244,-0.811,0.3986,-1.2597,-0.2131
5245,-0.6426,-0.1431,0.1653,-1.2375
5246,0.9631,0.6342,0.2617,-0.004
5247,-0.9069,0.8276,1.4985,0.7637
5248,0.2345,0.3944,1.3796,-0.731
5249,0.5301,0.6892,-1.3792,0.7709
5250,0.6084,0.2992,-0.7763,0.0749
5251,-0.9648,1.3626,0.8048,-0.2742
5252,1.1896,0.3563,1.0563,-1.5714
5253,0.0273,0.5157,-0.2543,0.5301
5254,-1.1929,0.5009,0.2209,-0.5235
5255,0.4246,-1.0216,1.0997,0.3493
5256,0.4191,0.3529,0.4448,-0.3739
5257,1.6368,0.5438,0.2909,-1.1465
5258,-0.0418,0.9473,1.4425,-0.1679
5259,1.4548,0.7926,0.6634,-0.81
5260,-0.66,-0.7437,-0.2589,0.978
5261,-0.6258,1.0993,1.691,-0.286
5262,-0.907,0.77,1.1039,-0.8745
5263,-0.3919,-0.1879,-0.9314,0.2615
5264,0.3827,0.8374,0.8272,-0.5602
5265,-0.4341,0.5207,0.6115,-0.3338
5266,-0.8016,0.0262,0.2061,0.6675
5267,0.6032,0.712,-0.173,-0.8435
5268,-1.1072,0.6388,1.1144,0.6487
5269,-0.755,-0.6469,-0.6502,0.8993
5270,-0.9849,0.904,1.5043,0.6194
5271,-0.8834,0.662,0.5951,-0.0977
5272,-1.1488,0.8184,0.0727,0.1807
5273,-0.4868,0.7039,-0.4589,1.4582
5274,-0.9473,0.3837,1.4868,-0.1178
5275,0.3217,0.8177,-0.4367,-0.3663
5276,-0.7646,0.1975,0.9384,0.181
5277,-1.2555,-0.967,1.3441,-0.8655
5278,-0.1649,0.6422,1.0997,0.0562
5279,-0.1031,-1.1921,0.3698,0.8852
5280,0.1111,0.3475,-0.1889,-0.429
5281,-0.1377,-2.2465,0.0198,0.5006
5282,0.275,1.557,-0.235,0.8085
5283,1.0719,-0.7211,1.1398,-0.105
5284,1.5441,-0.851,-0.5947,1.4641
5285,-1.0369,0.2939,-0.182,1.2229
5286,0.9336,1.1984,-1.5497,-0.1205
5287,-0.832,0.9933,1.0478,0.4981
5288,-0.8191,0.2854,1.0062,0.6137
5289,-0.5701,-0.7209,-0.6021,0.3092
5290,0.684,-3.177,0.7021,0.5826
5291,-0.2024,0.8765,-1.3854,0.1898
5292,-1.1853,0.6771,1.4943,0.2511
5293,0.3007,0.6203,0.6409,-0.22
5294,-0.7417,0.2191,1.5282,-0.6956
5295,-1.1485,0.5886,-1.2409,-0.674
5296,-1.505,0.7048,1.0357,-0.7349
5297,-0.7716,1.1777,0.3693,-0.2175
5298,-1.0167,-0.4327,-1.5811,0.9743
5299,1.2232,0.6797,-0.7847,-0.8311
5300,1.2662,0.7035,-1.3507,0.0125
5301,-0.8292,0.8462,0.8323,0.2844
5302,1.8816,1.0304,-1.5082,0.06
5303,-0.9596,0.7239,-1.2155,0.5717
5304,-0.8154,1.0108,1.3677,0.6535
5305,0.5789,1.1132,-1.0495,-0.4457
5306,-0.7034,0.8638,-1.4312,1.2428
5307,-0.6317,0.5568,0.3706,-0.5086
5308,-0.4852,0.1683,-1.7289,-0.2985
5309,1.5396,0.7377,1.4974,-1.1219
5310,-0.1672,0.8048,-0.4556,-1.3357
5311,0.6667,1.0688,-1.177,-0.655
5312,-0.8979,-1.6046,-0.512,0.3976
5313,-0.1442,0.5136,-1.9668,1.9736
5314,-1.2928,0.5109,0.7781,0.2408
5315,-0.6298,0.2134,0.7648,0.3292
5316,1.8811,0.5533,1.1721,-1.0019
5317,-1.0322,-0.0274,1.3771,0.2716
5318,-0.996,0.909,0.5516,-1.508
5319,-0.3059,0.4913,0.3297,-0.6636
5320,-0.8851,-0.0779,1.4655,0.8521
5321,-1.2363,0.1357,0.337,0.6134
5322,-1.5019,-0.0649,-0.0675,0.6002
5323,-0.97,-0.2263,1.0521,1.2321
5324,-1.3645,0.6933,0.2603,-0.3494
5325,-0.8107,1.1722,0.6122,-0.1567
5326,-0.891,1.1492,1.074,0.7308
5327,-0.8906,1.2083,-0.5563,-0.239
5328,-1.0313,0.9617,-0.2882,0.084
5329,0.7536,0.9629,1.3132,0.5142
5330,-0.9896,0.8295,0.8708,0.715
5331,-0.5399,-0.2105,1.3578,0.4873
5332,0.9334,0.7922,-0.7113,0.6029
5333,-0.7155,-0.1966,1.323,1.1274
5334,0.6814,0.7531,-1.3107,0.1915
5335,-0.4711,-1.775,-0.7408,0.0982
5336,-1.5455,0.0141,1.0252,1.3272
5337,0.0756,0.9799,0.8642,-0.3349
5338,-0.8372,0.6042,0.8205,-0.7643
5339,-0.3691,-0.85,1.0588,0.3762
5340,-1.0619,0.2044,0.9358,0.1562
5341,1.0938,-0.8167,0.1256,-0.6861
5342,-0.4472,0.2756,0.5136,0.8347
5343,-0.5663,1.1616,1.4322,-0.4017
5344,-0.9222,0.4505,0.496,-0.1272
5345,-0.114,-0.9705,0.769,0.8806
5346,0.4818,0.941,-1.4709,-0.4101
5347,1.101,0.7115,1.3322,-0.4939
5348,-1.2277,-0.3222,0.6337,0.1732
5349,0.5903,0.7437,0.5438,0.0444
5350,-0.2245,-1.57,1.184,0.1959
5351,-1.1576,0.3489,0.4552,1.3122
5352,-0.7498,0.8244,1.2297,0.6266
5353,1.2909,0.9654,0.5334,-1.0832
5354,-0.3672,0.4175,0.3496,-0.0013
5355,-0.4369,0.6048,0.8122,-0.058
5356,-0.9117,1.0644,-1.0892,0.382
5357,0.5287,0.8392,1.2556,-1.6202
5358,1.9972,0.7956,-1.6027,-0.8134
5359,1.2669,0.2459,1.0245,0.1635
5360,-0.8578,0.7732,0.1445,0.0132
5361,-0.9067,-1.6846,-1.3143,1.619
5362,1.5493,0.7019,1.2967,1.3456
5363,0.5963,-0.0555,-0.2092,0.0405
5364,-1.2467,-0.426,1.1378,0.4999
5365,1.8439,0.859,1.6512,-1.1823
5366,0.1092,0.5819,-0.1185,-0.7613
5367,-0.3436,0.664,0.5808,-0.4608
5368,-0.4187,-0.2694,0.7865,0.9173
5369,0.7244,1.0792,1.1495,-0.0999
5370,0.3878,0.1115,0.442,-0.3165
5371,-0.8446,1.7847,0.6133,-0.6617
5372,0.1695,0.6881,0.2935,1.0986
5373,-0.057,0.4727,-0.2005,0.5732
5374,-0.7545,0.9579,-1.0179,-0.2799
5375,-0.4912,0.4986,0.4143,-0.9268
5376,-0.5541,0.6305,1.6283,-0.4766
5377,-1.1002,0.8956,1.6858,0.2755
5378,0.3585,0.7905,-0.6514,-0.9272
5379,-0.4091,0.3492,0.836,-0.2864
5380,-0.1795,0.6817,1.0627,-0.868
5381,-0.6973,1.6281,0.2169,-0.2431
5382,-0.8013,-0.3404,-1.1877,0.7059
5383,-0.4032,0.7769,-0.0097,-0.478
5384,-0.8113,0.019,-1.4347,0.9041
5385,0.4329,0.8245,1.3886,-0.9297
5386,1.224,0.6913,1.8141,-0.2227
5387,-0.5756,0.2085,-0.5627,0.1651
5388,-0.6818,0.412,1.5505,-0.2502
5389,2.0389,0.6775,-0.0991,-0.8299
5390,-0.9316,-0.6155,-0.485,1.8182
5391,1.1921,0.7302,-1.5955,0.2174
5392,-0.8255,0.8171,0.4973,1.8888
5393,-0.526,0.6684,-0.074,1.5541
5394,-0.4762,0.6752,0.3635,0.0985
5395,-0.7627,0.1579,1.2112,-0.5947
5396,-0.4275,-0.5155,-0.2665,-0.57
5397,-0.6069,0.4457,0.6902,-0.7402
5398,-0.0556,-0.1499,0.5957,0.799
5399,-0.9916,0.3557,0.5077,0.7336
5400,-0.9606,0.1571,0.8827,-0.172
5401,-0.6904,0.8092,2.1102,-0.1921
5402,-0.771,0.9787,1.0873,-0.3203
5403,0.8526,1.2855,-0.5591,-0.4116
5404,-1.1403,0.3957,0.4642,-0.1063
5405,-0.1379,0.6963,-0.0655,0.0457
5406,-0.7948,-0.2215,1.789,0.2077
5407,-0.4753,0.6165,1.177,-0.9778
5408,0.6145,0.6022,1.2351,-0.2492
5409,-1.251,0.3537,0.7168,1.3865
5410,1.629,0.6254,0.8704,-0.8396
5411,-0.0362,-2.1931,0.6378,0.717
5412,-0.9763,-2.3465,0.6876,-0.0937
5413,0.4896,0.7344,0.2339,-0.722
5414,-0.4938,0.9655,1.429,-0.4693
5415,-1.024,0.4538,0.8102,-0.3248
5416,0.3085,0.0192,-0.0245,-0.0399
5417,-0.4843,0.2926,-1.2634,0.5131
5418,-1.0587,0.6291,0.7773,0.2986
5419,-0.9131,0.7953,1.5783,-1.0487
5420,1.075,0.5481,1.7398,-0.1287
5421,0.1242,-0.041,0.2182,2.1123
5422,-0.5303,0.7872,1.0901,0.4169
5423,0.2661,0.741,-1.4269,0.8788
5424,-0.8969,-0.2047,-1.5812,0.7135
5425,-0.0953,0.9094,1.3866,-1.0155
5426,0.7996,0.8206,0.3705,-0.6397
5427,-0.345,1.2482,1.7019,-0.086
5428,-0.6207,1.4351,1.364,0.8371
5429,1.262,0.4407,1.3239,-1.1258
5430,1.4372,0.5652,0.7896,-0.0657
5431,-0.9635,0.9731,1.1245,0.9539
5432,-0.82,0.7769,-0.0033,-0.7562
5433,1.5966,0.7232,-1.4012,-0.5839
5434,0.3083,-0.0174,-1.3464,0.7221
5435,-0.9405,0.4309,-1.1146,0.0975
5436,-0.8616,0.2333,1.1275,-0.5228
5437,-0.9132,1.1046,0.9943,0.1149
5438,-1.0041,0.362,-0.3174,-0.2504
5439,0.7239,0.0482,0.0075,0.4535
5440,-0.7992,0.4819,-0.3357,0.1714
5441,-0.417,1.1296,0.7782,0.4151
5442,-0.589,0.495,0.0363,0.0809
5443,-0.3696,0.8761,1.4544,-0.5583
5444,-0.6191,-2.044,0.3236,-0.5748
5445,0.1911,0.9779,1.4357,0.1664
5446,-0.032,0.3359,1.2581,0.3834
5447,-0.8211,1.5483,-0.6319,0.2803
5448,0.1674,-0.5742,-1.1337,1.1396
5449,1.1243,1.072,-0.2153,-0.2029
5450,-0.273,0.4144,-0.5652,0.0926
5451,-0.5382,-0.001,-0.5886,0.8321
5452,-0.5225,0.5251,-0.514,-0.6207
5453,-0.1919,1.3544,-1.7321,0.8207
5454,0.0301,1.064,0.9917,-0.8289
5455,-0.6965,1.1618,1.6194,0.0491
5456,-1.1423,0.4082,1.0015,1.319
5457,-0.9244,0.0225,0.2062,1.5583
5458,-0.4945,0.7868,1.2559,-0.2866
5459,-1.1294,0.8543,1.2379,0.3173
5460,-1.1966,-0.5915,-1.5354,1.2305
5461,-1.0641,0.0974,-1.2779,-0.2993
5462,-0.6965,0.4968,0.9126,-0.1279
5463,0.9963,0.7139,1.892,-0.0648
5464,-1.0138,0.9921,0.7039,-0.385
5465,-0.3489,1.145,-2.0418,0.1138
5466,1.9308,0.461,1.0797,-1.0413
5467,1.0259,-1.2107,-0.2039,1.66
5468,-0.831,0.7078,-0.4227,-0.0214
5469,-0.8306,0.9607,1.1598,0.5515
5470,-0.5767,-0.246,0.2013,0.3503
5471,0.7565,1.0684,1.1122,-0.3715
5472,1.1878,1.1524,-1.1863,-0.4811
5473,0.6807,-0.3367,-1.7968,1.8763
5474,-0.1203,0.8045,-0.1454,0.2526
5475,-1.2927,0.3554,-1.5489,1.5151
5476,1.3722,0.8856,1.2442,-0.923
5477,-0.5949,0.7312,0.7983,-0.6786
5478,-0.0151,0.2591,-0.8614,0.1431
5479,-0.0045,1.0646,0.931,0.0168
5480,0.2912,1.2992,0.7245,1.2003
5481,0.2288,0.666,1.4197,0.1495
5482,-0.5067,0.6216,0.7545,0.2254
5483,-1.178,0.7136,0.6329,0.6087
5484,-0.3663,0.9306,0.7038,0.1271
5485,1.8736,0.4327,0.1373,-0.4128
5486,-0.9886,-0.6922,-0.741,0.2352
5487,-0.9845,1.1568,1.5023,0.4098
5488,-0.0236,0.6915,-0.9089,0.4249
5489,1.0633,0.6991,0.4243,0.9814
5490,-0.4597,0.4615,1.5014,0.7866
5491,1.3617,-0.915,0.702,0.1337
5492,2.5099,0.6545,1.3022,-1.1325
5493,-0.6899,-2.7976,-1.2214,0.0788
5494,1.2492,0.0361,-1.671,-0.1141
5495,0.9461,0.304,1.6628,-1.0088
5496,-0.6139,0.288,0.8728,-0.2777
5497,0.4395,0.7538,-1.432,-0.073
5498,-0.6459,0.6073,1.5937,0.3528
5499,-0.5412,0.8411,-0.9411,0.5819
5500,-0.9718,-0.023,0.5794,0.8422
5501,1.3016,0.8979,1.278,-0.1467
5502,0.9607,0.3017,0.5846,0.7179
5503,-0.9645,0.1838,1.255,-0.3877
5504,-0.5757,0.3734,0.6784,0.7311
5505,-1.184,0.4143,1.5024,0.0955
5506,0.0771,1.2041,-0.0788,0.1976
5507,1.0571,0.9047,-1.5163,-0.2584
5508,0.7924,0.6871,0.4828,-0.3732
5509,-0.5204,0.3661,0.1571,-0.6952
5510,-0.1681,-0.1844,0.2601,0.4346
5511,-0.3369,0.837,-0.8126,1.2456
5512,-0.7406,0.7391,1.4856,-0.6413
5513,-0.1661,0.8267,0.9642,0.1039
5514,-0.5027,0.7415,-0.7545,0.7833
5515,-0.4952,1.2084,0.7213,-0.0996
5516,-0.921,0.1998,-0.0178,0.0075
5517,0.4912,0.6465,-1.6557,0.5102
5518,-0.448,-0.0478,0.2839,1.4032
5519,-0.2889,0.6626,0.5015,-0.6319
5520,1.3024,0.1917,-1.0066,0.6372
5521,1.0181,0.4366,1.023,-0.1295
5522,-0.7999,0.3914,-1.2035,0.4701
5523,-0.6933,0.7115,1.4417,-0.701
5524,-0.8308,0.6192,0.8173,1.0833
5525,1.3784,0.2345,-0.1604,-0.4004
5526,-0.9972,0.5715,1.1226,-0.0774
5527,-0.4886,0.0869,-0.8212,0.812
5528,2.3368,0.8621,-0.7076,-0.3055
5529,-0.0821,0.5749,1.5816,-0.6106
5530,-0.6949,-0.1214,0.5889,1.0299
5531,-1.217,0.3841,0.6369,-0.8129
5532,0.8129,0.3144,1.0699,-0.9039
5533,-0.7789,0.159,1.2276,-0.6155
5534,-0.0077,0.3175,-1.4066,0.1199
5535,0.4906,-2.183,-0.0635,0.0906
5536,-0.6173,-0.5277,0.7221,0.1947
5537,0.8157,0.5554,-1.0396,0.4746
5538,-0.621,0.2903,1.2788,-0.9843
5539,-0.8828,0.7733,-0.3054,0.5925
5540,-0.8673,0.8434,1.0341,-0.5421
5541,-0.9927,-0.6656,-0.1064,1.1217
5542,0.2595,0.5676,0.872,0.1281
5543,-0.6463,0.8545,0.4401,-0.9274
5544,-0.1048,0.7983,0.8595,-0.6122
5545,-0.3885,-0.9814,0.2335,0.8807
5546,0.265,1.3966,1.5741,-0.0236
5547,0.138,-1.9164,-0.01,0.0855
5548,1.0756,-0.556,1.187,0.5788
5549,-0.6279,-0.6123,-0.2173,-0.6547
5550,1.7883,0.5518,-1.2634,-0.759
5551,-0.912,1.142,-1.475,0.5516
5552,0.6886,0.3709,0.0006,0.3069
5553,-1.0555,-0.352,-0.9691,0.5035
5554,0.5021,0.3901,-1.176,0.1523
5555,0.1419,0.8362,0.8955,1.1563
5556,-1.0098,0.1221,0.9054,0.4564
5557,1.0631,0.5577,-0.6752,-0.6757
5558,-0.5493,1.5434,1.5094,0.7362
5559,0.0582,-0.5758,-1.6924,0.9862
5560,1.0109,0.7428,0.9599,-1.1371
5561,-0.8052,0.1467,1.2092,0.4459
5562,-0.6904,1.2123,1.1417,-0.0283
5563,0.3996,0.8613,1.4208,0.1574
5564,-0.8305,1.3061,1.0505,-0.3852
5565,-1.1944,0.7335,1.2652,0.551
5566,-0.0164,-0.2803,-0.1424,0.9513
5567,0.1629,0.7102,0.9903,-0.4274
5568,-0.5253,0.6479,1.0606,-0.4718
5569,0.7443,-0.1281,0.3256,-0.0562
5570,-0.505,0.6194,1.1079,1.1395
5571,-1.2738,-0.0884,0.5152,-0.1968
5572,1.4164,-1.4621,1.1677,0.1709
5573,-0.2228,0.7867,1.0127,0.1506
5574,-0.2211,0.6565,1.1958,-0.3947
5575,-0.1589,0.3549,1.1956,-0.6782
5576,1.6084,0.9113,0.1361,-0.286
5577,-0.5577,0.1895,0.2526,0.6011
5578,-1.1218,0.6678,0.6874,-0.7589
5579,-0.6189,0.8137,0.1275,-0.1804
5580,-0.7905,0.3355,0.1609,0.1478
5581,-0.671,1.0878,1.6231,0.589
5582,-0.8069,0.5054,-0.3369,0.2462
5583,0.5922,-1.8909,1.4789,0.0237
5584,-1.489,-0.14,-0.8607,-0.7007
5585,0.5827,-2.8902,0.3587,0.7972
5586,-0.7696,0.4407,1.0185,-0.3127
5587,0.7279,0.4629,-1.3967,0.1652
5588,-0.7091,0.0505,0.5679,-0.5657
5589,-1.2268,0.7513,1.0398,0.2169
5590,-0.9975,0.9005,0.6349,0.0211
5591,1.7849,0.9604,-1.1779,-0.9047
5592,-1.5082,0.8152,1.0996,-0.8563
5593,-0.7581,0.2527,1.1791,1.3012
5594,-0.6235,-0.4898,1.4847,1.0046
5595,-0.6702,0.3192,1.4408,1.6159
5596,0.0399,0.3293,0.6578,0.3329
5597,-1.3409,-0.4148,0.0627,0.3852
5598,0.8299,0.7851,-1.7202,0.7599
