input_data,output_data
"Represent below as a Python list.

neural net of 512 * 512 input image, conv layer (output is 510 x 510), conv layer (output: 508 x 508 feature map), and then average pooling layer, 3x3 conv layer, 2 x 2 max pooling layer, conv layer (output is 124 x 124), then 2 x 2 pooling layer, then conv layer, and then 3 * 3 conv layer, 2x2 max pooling layer, then 3 x 3 conv layer, and 3*3 convolutional layer, 2 x 2 pooling layer, 3x3 conv layer, then 2*2 max pooling layer, 1024 64 nodes in 2 intermediate layers, and 2 output size in the following format.

At this time, each node is represented in the format of Python list ""[node No.,
X position (px), Y position (px), shape (rectangle, round rectangle or circle),
width (px), height (px), connection line shape (solid or dashed), background color,
connection line color, list of node No. s of other nodes pointed to by the connection line]"".

At this time, the color is represented in the format of tuple (R, G, B), between 0 and 255, and
X position range is 0-1000 and Y position range is 0-600.

It is important to draw a representation of high readability.","[0, 50, 300, 'rectangle', 26, 324, 'solid line', (224, 240, 232), (32, 64, 48), [1]]
[1, 100, 300, 'round rectangle', 26, 323, 'solid line', (192, 192, 224), (96, 64, 128), [2]]
[2, 150, 300, 'round rectangle', 26, 323, 'solid line', (192, 192, 224), (96, 64, 128), [3]]
[3, 200, 300, 'rectangle', 26, 287, 'solid line', (255, 255, 255), (96, 96, 96), [4]]
[4, 250, 300, 'round rectangle', 26, 287, 'solid line', (192, 192, 224), (96, 64, 128), [5]]
[5, 300, 300, 'rectangle', 26, 251, 'solid line', (255, 255, 255), (96, 96, 96), [6]]
[6, 350, 300, 'round rectangle', 26, 250, 'solid line', (192, 192, 224), (96, 64, 128), [7]]
[7, 400, 300, 'rectangle', 26, 215, 'solid line', (255, 255, 255), (96, 96, 96), [8]]
[8, 450, 300, 'round rectangle', 26, 213, 'solid line', (192, 192, 224), (96, 64, 128), [9]]
[9, 500, 300, 'round rectangle', 26, 211, 'solid line', (192, 192, 224), (96, 64, 128), [10]]
[10, 550, 300, 'rectangle', 26, 176, 'solid line', (255, 255, 255), (96, 96, 96), [11]]
[11, 600, 300, 'round rectangle', 26, 173, 'solid line', (192, 192, 224), (96, 64, 128), [12]]
[12, 650, 300, 'round rectangle', 26, 169, 'solid line', (192, 192, 224), (96, 64, 128), [13]]
[13, 700, 300, 'rectangle', 26, 133, 'solid line', (255, 255, 255), (96, 96, 96), [14]]
[14, 750, 300, 'round rectangle', 26, 124, 'solid line', (192, 192, 224), (96, 64, 128), [15]]
[15, 800, 300, 'rectangle', 26, 93, 'solid line', (255, 255, 255), (96, 96, 96), [16]]
[16, 850, 300, 'round rectangle', 26, 360, 'solid line', (240, 240, 240), (96, 64, 128), [17]]
[17, 900, 300, 'round rectangle', 26, 216, 'solid line', (240, 240, 240), (96, 64, 128), [18]]
[18, 950, 300, 'round rectangle', 26, 57, 'solid line', (208, 208, 208), (32, 64, 48), []]
"
"Represent below as a Python list.

machine learning model that contains, 
- deep learning model that handle data storage, and outputs table
- python code that handle experiment result, and outputs tokens
- CNN model that inputs string, and outputs sentence
- inputs data storage and process it with LLM.in the following format.

At this time, each node is represented in the format of Python list ""[node No.,
X position (px), Y position (px), shape (rectangle, round rectangle or circle),
width (px), height (px), connection line shape (solid or dashed), background color,
connection line color, list of node No. s of other nodes pointed to by the connection line]"".

At this time, the color is represented in the format of tuple (R, G, B), between 0 and 255, and
X position range is 0-1000 and Y position range is 0-600.

It is important to draw a representation of high readability.","[0, 71, 300, 'circle', 74, 74, 'solid arrow', (232, 224, 240), (96, 96, 96), [1, 7]]
[1, 214, 150, 'circle', 22, 22, 'solid arrow', (224, 224, 240), (32, 32, 32), [2]]
[2, 357, 300, 'round rectangle', 74, 74, 'solid arrow', (232, 224, 240), (96, 64, 128), [3]]
[3, 500, 300, 'round rectangle', 22, 22, 'solid arrow', (255, 255, 255), (32, 32, 32), [4]]
[4, 642, 300, 'rectangle', 44, 44, 'solid arrow', (224, 224, 224), (64, 64, 128), [5]]
[5, 785, 300, 'circle', 22, 22, 'solid arrow', (224, 224, 240), (32, 32, 32), [6]]
[6, 928, 300, 'rectangle', 44, 44, 'dashed line', (224, 224, 224), (64, 64, 128), []]
[7, 214, 450, 'circle', 22, 22, 'solid arrow', (224, 224, 240), (32, 32, 32), []]
"
"Represent below as a Python list.

CNN model consist of 2 input size, and 3 nodes in hiddens, and 1 output nodes in the following format.

At this time, each node is represented in the format of Python list ""[node No.,
X position (px), Y position (px), shape (rectangle, round rectangle or circle),
width (px), height (px), connection line shape (solid or dashed), background color,
connection line color, list of node No. s of other nodes pointed to by the connection line]"".

At this time, the color is represented in the format of tuple (R, G, B), between 0 and 255, and
X position range is 0-1000 and Y position range is 0-600.

It is important to draw a representation of high readability.","[0, 401, 150, 'circle', 148, 100, 'solid arrow', (240, 240, 240), (64, 64, 128), [2, 3, 4]]
[1, 599, 150, 'circle', 148, 100, 'solid arrow', (240, 240, 240), (64, 64, 128), [2, 3, 4]]
[2, 312, 300, 'circle', 125, 100, 'solid arrow', (208, 192, 224), (96, 64, 128), [5]]
[3, 500, 300, 'circle', 125, 100, 'solid arrow', (208, 192, 224), (96, 64, 128), [5]]
[4, 687, 300, 'circle', 125, 100, 'solid arrow', (208, 192, 224), (96, 64, 128), [5]]
[5, 500, 450, 'circle', 187, 100, 'solid arrow', (192, 224, 208), (32, 32, 32), []]
"
"Represent below as a Python list.

machine learning model that consists of 
* PCA that, with graph as input, and picture, graph as output
* processing that, with picture as input, and graph as output
* inputs line chart and process it with CNN model
* inputs pandas dataframe, and outputs graph and process them with LLM
* LLM that with chart as output
* a PCA converts figure into pandas dataframe
* processing that with pandas dataframe as output
* deep learning model that with pandas dataframe as output

in the following format.

At this time, each node is represented in the format of Python list ""[node No.,
X position (px), Y position (px), shape (rectangle, round rectangle or circle),
width (px), height (px), connection line shape (solid or dashed), background color,
connection line color, list of node No. s of other nodes pointed to by the connection line]"".

At this time, the color is represented in the format of tuple (R, G, B), between 0 and 255, and
X position range is 0-1000 and Y position range is 0-600.

It is important to draw a representation of high readability.","[0, 500, 50, 'round rectangle', 80, 80, 'solid arrow', (255, 255, 255), (128, 96, 64), [1]]
[1, 99, 150, 'rectangle', 24, 24, 'solid arrow', (224, 224, 224), (32, 32, 32), [2, 6]]
[2, 200, 250, 'rectangle', 80, 80, 'solid arrow', (255, 255, 255), (0, 0, 0), [3]]
[3, 300, 350, 'rectangle', 24, 24, 'solid arrow', (224, 224, 224), (32, 32, 32), [4]]
[4, 500, 450, 'round rectangle', 80, 80, 'solid arrow', (255, 255, 255), (128, 96, 64), [5]]
[5, 500, 550, 'circle', 24, 24, 'solid arrow', (232, 224, 240), (64, 128, 96), []]
[6, 400, 250, 'round rectangle', 80, 80, 'dashed line', (255, 255, 255), (128, 96, 64), []]
[7, 500, 350, 'circle', 24, 24, 'solid arrow', (232, 224, 240), (64, 128, 96), [4]]
[8, 700, 350, 'circle', 24, 24, 'solid arrow', (232, 224, 240), (64, 128, 96), [4]]
[9, 600, 250, 'round rectangle', 48, 48, 'solid arrow', (208, 192, 224), (0, 0, 0), [7]]
[10, 300, 150, 'rectangle', 80, 80, 'dashed line', (255, 255, 255), (0, 0, 0), [9, 11]]
[11, 800, 250, 'round rectangle', 48, 48, 'dashed line', (208, 192, 224), (0, 0, 0), []]
[12, 500, 150, 'rectangle', 24, 24, 'solid arrow', (224, 224, 224), (32, 32, 32), [11]]
[13, 700, 150, 'circle', 24, 24, 'solid arrow', (232, 224, 240), (64, 128, 96), [11]]
[14, 900, 150, 'round rectangle', 48, 48, 'dashed line', (192, 224, 208), (96, 96, 96), [11]]
"
"Represent below as a Python list.

RAG process that includes, 
- python code that with DB as output
- inputs data storage, matrix, text, and outputs jpg file and process them with process
- python code that inputs figure, and outputs picture
- a pre-processing converts picture into picture
- python code that, with picture as input
- inputs data storage and process it with AI model
- a feature engineering converts data storage into buffer
- inputs figure, tensors, and outputs data storage and process them with language model

in the following format.

At this time, each node is represented in the format of Python list ""[node No.,
X position (px), Y position (px), shape (rectangle, round rectangle or circle),
width (px), height (px), connection line shape (solid or dashed), background color,
connection line color, list of node No. s of other nodes pointed to by the connection line]"".

At this time, the color is represented in the format of tuple (R, G, B), between 0 and 255, and
X position range is 0-1000 and Y position range is 0-600.

It is important to draw a representation of high readability.","[0, 55, 100, 'rectangle', 18, 18, 'solid arrow', (208, 208, 208), (64, 64, 64), [1]]
[1, 166, 200, 'circle', 62, 62, 'dashed line', (192, 192, 224), (32, 32, 64), [2]]
[2, 277, 100, 'circle', 62, 62, 'solid arrow', (192, 192, 224), (32, 32, 64), [3, 9, 10]]
[3, 388, 100, 'round rectangle', 18, 18, 'solid arrow', (232, 224, 240), (96, 96, 96), [4]]
[4, 500, 300, 'rectangle', 62, 62, 'solid arrow', (192, 224, 208), (64, 64, 128), [5]]
[5, 611, 300, 'rectangle', 18, 18, 'solid arrow', (208, 208, 208), (64, 64, 64), [6]]
[6, 722, 300, 'rectangle', 62, 62, 'dashed line', (192, 224, 208), (64, 64, 128), [7]]
[7, 833, 300, 'rectangle', 62, 62, 'solid arrow', (192, 224, 208), (64, 64, 128), [8]]
[8, 944, 300, 'rectangle', 18, 18, 'solid arrow', (208, 208, 208), (64, 64, 64), []]
[9, 388, 300, 'circle', 18, 18, 'solid arrow', (224, 240, 232), (32, 32, 64), []]
[10, 388, 499, 'round rectangle', 37, 37, 'dashed line', (192, 224, 208), (32, 32, 64), []]
[11, 166, 400, 'circle', 18, 18, 'solid arrow', (224, 240, 232), (32, 32, 64), [2]]
[12, 55, 300, 'rectangle', 62, 62, 'solid arrow', (192, 224, 208), (64, 64, 128), [11]]
[13, 55, 499, 'round rectangle', 37, 37, 'solid arrow', (192, 224, 208), (32, 32, 64), [11]]
[14, 277, 300, 'round rectangle', 37, 37, 'solid arrow', (192, 224, 208), (32, 32, 64), [3]]
[15, 277, 499, 'round rectangle', 37, 37, 'solid arrow', (240, 232, 224), (128, 96, 64), [3]]
"
"Represent below as a Python list.

process that contains, 
* a processing converts data store into tensorflow tensor
* a feature engineering converts buffers into histogram
* a PCA converts histogram into histogram
* inputs histogram and data storage, and outputs data storage and process them with CNN model
* inputs data store and process it with AI model

in the following format.

At this time, each node is represented in the format of Python list ""[node No.,
X position (px), Y position (px), shape (rectangle, round rectangle or circle),
width (px), height (px), connection line shape (solid or dashed), background color,
connection line color, list of node No. s of other nodes pointed to by the connection line]"".

At this time, the color is represented in the format of tuple (R, G, B), between 0 and 255, and
X position range is 0-1000 and Y position range is 0-600.

It is important to draw a representation of high readability.","[0, 71, 300, 'circle', 74, 74, 'dashed line', (192, 192, 224), (64, 128, 96), [1]]
[1, 214, 300, 'rectangle', 44, 44, 'dashed line', (240, 240, 240), (96, 96, 96), [2]]
[2, 357, 300, 'round rectangle', 74, 74, 'dashed line', (240, 232, 224), (32, 64, 48), [3]]
[3, 500, 150, 'round rectangle', 74, 74, 'solid arrow', (240, 232, 224), (32, 64, 48), [4]]
[4, 642, 300, 'circle', 22, 22, 'solid arrow', (192, 224, 208), (64, 64, 64), [5]]
[5, 785, 300, 'circle', 74, 74, 'solid arrow', (192, 192, 224), (64, 128, 96), [6]]
[6, 928, 300, 'circle', 22, 22, 'solid arrow', (192, 224, 208), (64, 64, 64), []]
[7, 500, 450, 'circle', 74, 74, 'solid arrow', (192, 192, 224), (64, 128, 96), [4]]
"
"Represent below as a Python list.

LLM process that consists of 
* PCA that, with tensors as input, and data storage and numpy array as output
* code file that, with DB, data storage as input, and pytorch tensor as output
* inputs pytorch tensor, and outputs experiment result and process them with AI model
* NN that, with experiment result as input, and tokens as output
* inputs string, and outputs picture and process them with NN
* function that, with data storage as input
* outputs data storage and process it with code file.in the following format.

At this time, each node is represented in the format of Python list ""[node No.,
X position (px), Y position (px), shape (rectangle, round rectangle or circle),
width (px), height (px), connection line shape (solid or dashed), background color,
connection line color, list of node No. s of other nodes pointed to by the connection line]"".

At this time, the color is represented in the format of tuple (R, G, B), between 0 and 255, and
X position range is 0-1000 and Y position range is 0-600.

It is important to draw a representation of high readability.","[0, 45, 300, 'rectangle', 30, 30, 'solid arrow', (255, 255, 255), (64, 64, 64), [1]]
[1, 136, 200, 'round rectangle', 15, 15, 'solid arrow', (192, 192, 224), (64, 64, 128), [2, 11]]
[2, 227, 100, 'circle', 50, 50, 'solid arrow', (240, 232, 224), (32, 64, 48), [3]]
[3, 318, 200, 'round rectangle', 15, 15, 'solid arrow', (208, 192, 224), (64, 128, 96), [4]]
[4, 409, 300, 'rectangle', 30, 30, 'solid arrow', (255, 255, 255), (64, 64, 64), [5]]
[5, 500, 300, 'circle', 15, 15, 'solid arrow', (208, 208, 208), (64, 128, 96), [6]]
[6, 590, 300, 'rectangle', 50, 50, 'solid arrow', (240, 240, 240), (96, 96, 96), [7]]
[7, 681, 300, 'circle', 15, 15, 'solid arrow', (208, 208, 208), (64, 128, 96), [8]]
[8, 772, 300, 'round rectangle', 30, 30, 'solid arrow', (232, 224, 240), (48, 32, 64), [9]]
[9, 863, 300, 'circle', 15, 15, 'solid arrow', (208, 208, 208), (64, 128, 96), [10]]
[10, 954, 300, 'round rectangle', 50, 50, 'dashed line', (208, 208, 208), (64, 48, 32), []]
[11, 227, 300, 'rectangle', 30, 30, 'dashed line', (255, 255, 255), (64, 64, 64), []]
[12, 227, 499, 'circle', 50, 50, 'solid arrow', (240, 232, 224), (32, 64, 48), [3, 13]]
[13, 318, 400, 'round rectangle', 15, 15, 'solid arrow', (208, 192, 224), (64, 128, 96), []]
[14, 136, 400, 'round rectangle', 15, 15, 'solid arrow', (208, 192, 224), (64, 128, 96), [12]]
"
"Represent below as a Python list.

data pre-processing algorithm that includes, first, PCA that, with sentence as input, and matrices and database as output, and a processing converts tensors into graph, and then a pre-processing converts table into experiment result, and inputs table, and outputs data storage and process them with processing, and processing that handle DB, and outputs table, and then a python code converts line chart into buffers, and inputs text and process it with processing
in the following format.

At this time, each node is represented in the format of Python list ""[node No.,
X position (px), Y position (px), shape (rectangle, round rectangle or circle),
width (px), height (px), connection line shape (solid or dashed), background color,
connection line color, list of node No. s of other nodes pointed to by the connection line]"".

At this time, the color is represented in the format of tuple (R, G, B), between 0 and 255, and
X position range is 0-1000 and Y position range is 0-600.

It is important to draw a representation of high readability.","[0, 50, 300, 'rectangle', 33, 33, 'solid arrow', (208, 208, 208), (64, 48, 32), [1, 10]]
[1, 150, 150, 'round rectangle', 16, 16, 'solid arrow', (255, 255, 255), (128, 96, 64), [2, 11]]
[2, 250, 150, 'rectangle', 33, 33, 'dashed line', (255, 255, 255), (32, 32, 32), [3]]
[3, 350, 300, 'rectangle', 56, 56, 'dashed line', (192, 192, 224), (64, 48, 32), [4]]
[4, 450, 300, 'rectangle', 56, 56, 'solid arrow', (192, 192, 224), (64, 48, 32), [5]]
[5, 550, 300, 'round rectangle', 16, 16, 'solid arrow', (255, 255, 255), (128, 96, 64), [6]]
[6, 650, 300, 'circle', 56, 56, 'solid arrow', (208, 208, 208), (32, 64, 48), [7]]
[7, 750, 300, 'round rectangle', 16, 16, 'solid arrow', (255, 255, 255), (128, 96, 64), [8]]
[8, 850, 300, 'rectangle', 56, 56, 'dashed line', (192, 192, 224), (64, 48, 32), [9]]
[9, 950, 300, 'rectangle', 33, 33, 'dashed line', (255, 255, 255), (32, 32, 32), []]
[10, 150, 450, 'round rectangle', 16, 16, 'solid arrow', (255, 255, 255), (128, 96, 64), []]
[11, 250, 450, 'circle', 56, 56, 'dashed line', (208, 208, 208), (32, 64, 48), []]
"
"Represent below as a Python list.

Convolutional neural network with 5 input elements, 7 and 5 nodes in the hiddens, and 2 output nodes in the following format.

At this time, each node is represented in the format of Python list ""[node No.,
X position (px), Y position (px), shape (rectangle, round rectangle or circle),
width (px), height (px), connection line shape (solid or dashed), background color,
connection line color, list of node No. s of other nodes pointed to by the connection line]"".

At this time, the color is represented in the format of tuple (R, G, B), between 0 and 255, and
X position range is 0-1000 and Y position range is 0-600.

It is important to draw a representation of high readability.","[0, 284, 120, 'circle', 64, 75, 'solid arrow', (224, 240, 232), (48, 32, 64), [5, 6, 7, 8, 9, 10, 11]]
[1, 392, 120, 'circle', 64, 75, 'solid arrow', (224, 240, 232), (48, 32, 64), [5, 6, 7, 8, 9, 10, 11]]
[2, 500, 120, 'circle', 64, 75, 'solid arrow', (224, 240, 232), (48, 32, 64), [5, 6, 7, 8, 9, 10, 11]]
[3, 607, 120, 'circle', 64, 75, 'solid arrow', (224, 240, 232), (48, 32, 64), [5, 6, 7, 8, 9, 10, 11]]
[4, 715, 120, 'circle', 64, 75, 'solid arrow', (224, 240, 232), (48, 32, 64), [5, 6, 7, 8, 9, 10, 11]]
[5, 218, 240, 'circle', 53, 75, 'solid arrow', (240, 232, 224), (32, 32, 64), [12, 13, 14, 15, 16]]
[6, 312, 240, 'circle', 53, 75, 'solid arrow', (240, 232, 224), (32, 32, 64), [12, 13, 14, 15, 16]]
[7, 406, 240, 'circle', 53, 75, 'solid arrow', (240, 232, 224), (32, 32, 64), [12, 13, 14, 15, 16]]
[8, 500, 240, 'circle', 53, 75, 'solid arrow', (240, 232, 224), (32, 32, 64), [12, 13, 14, 15, 16]]
[9, 593, 240, 'circle', 53, 75, 'solid arrow', (240, 232, 224), (32, 32, 64), [12, 13, 14, 15, 16]]
[10, 687, 240, 'circle', 53, 75, 'solid arrow', (240, 232, 224), (32, 32, 64), [12, 13, 14, 15, 16]]
[11, 781, 240, 'circle', 53, 75, 'solid arrow', (240, 232, 224), (32, 32, 64), [12, 13, 14, 15, 16]]
[12, 284, 360, 'circle', 64, 75, 'solid arrow', (240, 232, 224), (32, 32, 64), [17, 18]]
[13, 392, 360, 'circle', 64, 75, 'solid arrow', (240, 232, 224), (32, 32, 64), [17, 18]]
[14, 500, 360, 'circle', 64, 75, 'solid arrow', (240, 232, 224), (32, 32, 64), [17, 18]]
[15, 607, 360, 'circle', 64, 75, 'solid arrow', (240, 232, 224), (32, 32, 64), [17, 18]]
[16, 715, 360, 'circle', 64, 75, 'solid arrow', (240, 232, 224), (32, 32, 64), [17, 18]]
[17, 434, 480, 'circle', 99, 75, 'solid arrow', (224, 208, 192), (128, 96, 64), []]
[18, 566, 480, 'circle', 99, 75, 'solid arrow', (224, 208, 192), (128, 96, 64), []]
"
"Represent below as a Python list.

algorithm that includes, first, a feature engineering converts experiment result into database, and then NN that, with database as input, and sentence as output, and python file that handle sentence, and outputs buffers and matrix and pandas dataframe, and then inputs matrix, and outputs sentence and process them with model, and then outputs sentence, tensors and process them with pre-processing, and outputs sentence and process it with machine learning model, and then a PCA converts tensors into pandas dataframe, and then machine learning model that, with matrix as input.in the following format.

At this time, each node is represented in the format of Python list ""[node No.,
X position (px), Y position (px), shape (rectangle, round rectangle or circle),
width (px), height (px), connection line shape (solid or dashed), background color,
connection line color, list of node No. s of other nodes pointed to by the connection line]"".

At this time, the color is represented in the format of tuple (R, G, B), between 0 and 255, and
X position range is 0-1000 and Y position range is 0-600.

It is important to draw a representation of high readability.","[0, 62, 300, 'round rectangle', 68, 68, 'dashed line', (192, 192, 224), (96, 64, 128), [1]]
[1, 187, 300, 'circle', 68, 68, 'solid arrow', (208, 208, 208), (32, 32, 64), [2]]
[2, 312, 100, 'circle', 20, 20, 'solid arrow', (240, 240, 240), (32, 64, 48), [3]]
[3, 437, 200, 'rectangle', 40, 40, 'solid arrow', (224, 208, 192), (64, 48, 32), [4]]
[4, 562, 300, 'round rectangle', 20, 20, 'solid arrow', (192, 224, 208), (0, 0, 0), [5, 11, 12]]
[5, 687, 100, 'rectangle', 40, 40, 'solid arrow', (208, 208, 208), (128, 96, 64), [6, 13, 14]]
[6, 812, 100, 'circle', 20, 20, 'solid arrow', (240, 240, 240), (32, 64, 48), [7]]
[7, 937, 300, 'rectangle', 40, 40, 'dashed line', (224, 208, 192), (64, 48, 32), []]
[8, 312, 300, 'round rectangle', 20, 20, 'solid arrow', (192, 224, 208), (96, 96, 96), [3, 10]]
[9, 312, 499, 'circle', 20, 20, 'solid arrow', (240, 240, 240), (32, 64, 48), [3]]
[10, 437, 400, 'rectangle', 40, 40, 'dashed line', (208, 208, 208), (128, 96, 64), []]
[11, 687, 300, 'rectangle', 40, 40, 'dashed line', (208, 208, 208), (128, 96, 64), []]
[12, 687, 499, 'rectangle', 40, 40, 'dashed line', (224, 208, 192), (64, 48, 32), []]
[13, 812, 300, 'rectangle', 40, 40, 'dashed line', (224, 208, 192), (64, 48, 32), []]
[14, 812, 499, 'circle', 20, 20, 'solid arrow', (240, 240, 240), (32, 64, 48), []]
"
"Represent below as a Python list.

algorithm that includes, 
- function that outputs figure
- inputs figure, and outputs experiment result and process them with function
- inputs experiment result, and outputs figure, numeric values and process them with function
- a process converts png file into figure
- inputs figure, and outputs table and process them with deep learning model
- PCA that handle numeric values, and outputs data store
- outputs numeric values, buffers and process them with process
- pre-processing that outputs buffer

in the following format.

At this time, each node is represented in the format of Python list ""[node No.,
X position (px), Y position (px), shape (rectangle, round rectangle or circle),
width (px), height (px), connection line shape (solid or dashed), background color,
connection line color, list of node No. s of other nodes pointed to by the connection line]"".

At this time, the color is represented in the format of tuple (R, G, B), between 0 and 255, and
X position range is 0-1000 and Y position range is 0-600.

It is important to draw a representation of high readability.","[0, 55, 300, 'rectangle', 18, 18, 'solid arrow', (240, 240, 240), (96, 96, 96), [1]]
[1, 166, 300, 'round rectangle', 62, 62, 'solid arrow', (224, 240, 232), (0, 0, 0), [2]]
[2, 277, 300, 'rectangle', 18, 18, 'solid arrow', (240, 240, 240), (96, 96, 96), [3]]
[3, 388, 300, 'round rectangle', 62, 62, 'solid arrow', (240, 240, 240), (32, 64, 48), [4]]
[4, 500, 100, 'rectangle', 18, 18, 'solid arrow', (240, 240, 240), (96, 96, 96), [5, 9]]
[5, 611, 100, 'round rectangle', 62, 62, 'dashed line', (224, 240, 232), (0, 0, 0), [6]]
[6, 722, 200, 'round rectangle', 62, 62, 'solid arrow', (224, 240, 232), (0, 0, 0), [7]]
[7, 833, 200, 'circle', 18, 18, 'solid arrow', (192, 192, 224), (0, 0, 0), [8]]
[8, 944, 300, 'round rectangle', 62, 62, 'dashed line', (240, 240, 240), (32, 64, 48), []]
[9, 611, 300, 'round rectangle', 37, 37, 'solid arrow', (224, 240, 232), (64, 48, 32), [10]]
[10, 722, 400, 'rectangle', 18, 18, 'solid arrow', (255, 255, 255), (32, 64, 48), [14]]
[11, 500, 300, 'rectangle', 18, 18, 'solid arrow', (255, 255, 255), (32, 64, 48), [9, 12]]
[12, 611, 499, 'round rectangle', 37, 37, 'dashed line', (224, 240, 232), (64, 48, 32), []]
[13, 500, 499, 'rectangle', 18, 18, 'solid arrow', (255, 255, 255), (32, 64, 48), [12]]
[14, 833, 400, 'circle', 62, 62, 'dashed line', (224, 208, 192), (96, 64, 128), []]
"
"Represent below as a Python list.

DL model of 28 x 28 input image, 3 * 3 convolutional layer, conv layer, and then pooling layer, then conv layer, then 3 x 3 convolutional layer, and then 2x2 average pooling layer, then and 64 nodes in hidden layers, and 2 output elements in the following format.

At this time, each node is represented in the format of Python list ""[node No.,
X position (px), Y position (px), shape (rectangle, round rectangle or circle),
width (px), height (px), connection line shape (solid or dashed), background color,
connection line color, list of node No. s of other nodes pointed to by the connection line]"".

At this time, the color is represented in the format of tuple (R, G, B), between 0 and 255, and
X position range is 0-1000 and Y position range is 0-600.

It is important to draw a representation of high readability.","[0, 100, 300, 'round rectangle', 55, 290, 'solid arrow', (240, 240, 240), (0, 0, 0), [1]]
[1, 200, 300, 'rectangle', 55, 284, 'solid arrow', (240, 232, 224), (32, 32, 32), [2]]
[2, 300, 300, 'rectangle', 55, 277, 'solid arrow', (240, 232, 224), (32, 32, 32), [3]]
[3, 400, 300, 'round rectangle', 55, 221, 'solid arrow', (208, 208, 208), (96, 64, 128), [4]]
[4, 500, 300, 'rectangle', 55, 206, 'solid arrow', (240, 232, 224), (32, 32, 32), [5]]
[5, 600, 300, 'rectangle', 55, 189, 'solid arrow', (240, 232, 224), (32, 32, 32), [6]]
[6, 700, 300, 'round rectangle', 55, 138, 'solid arrow', (208, 208, 208), (96, 64, 128), [7]]
[7, 800, 300, 'rectangle', 55, 360, 'solid arrow', (208, 192, 224), (64, 48, 32), [8]]
[8, 900, 300, 'round rectangle', 55, 94, 'solid arrow', (192, 224, 208), (64, 128, 96), []]
"
"Represent below as a Python list.

process that contains, 
* outputs string and process it with python code
* a pre-processing converts tokens into figure
* inputs figure, and outputs string and process them with CNN model
* python code that handle pandas dataframe and jpg file, and outputs line chart
* function that inputs tensorflow tensor
* inputs data storage, and outputs tensorflow tensor and process them with model
* inputs jpg file, and outputs matrices and process them with code file

in the following format.

At this time, each node is represented in the format of Python list ""[node No.,
X position (px), Y position (px), shape (rectangle, round rectangle or circle),
width (px), height (px), connection line shape (solid or dashed), background color,
connection line color, list of node No. s of other nodes pointed to by the connection line]"".

At this time, the color is represented in the format of tuple (R, G, B), between 0 and 255, and
X position range is 0-1000 and Y position range is 0-600.

It is important to draw a representation of high readability.","[0, 55, 300, 'rectangle', 18, 18, 'solid arrow', (224, 240, 232), (32, 64, 48), [1]]
[1, 166, 300, 'rectangle', 37, 37, 'dashed line', (192, 192, 224), (32, 32, 64), [2]]
[2, 277, 300, 'round rectangle', 62, 62, 'solid arrow', (224, 224, 224), (32, 64, 48), [3]]
[3, 388, 300, 'circle', 18, 18, 'solid arrow', (224, 240, 232), (0, 0, 0), [4]]
[4, 500, 200, 'rectangle', 37, 37, 'solid arrow', (192, 192, 224), (32, 32, 64), [5]]
[5, 611, 100, 'rectangle', 18, 18, 'solid arrow', (224, 240, 232), (32, 64, 48), [6]]
[6, 722, 100, 'rectangle', 62, 62, 'dashed line', (192, 224, 208), (96, 96, 96), [7]]
[7, 833, 300, 'rectangle', 37, 37, 'solid arrow', (232, 224, 240), (32, 32, 32), [8]]
[8, 944, 300, 'rectangle', 18, 18, 'solid arrow', (224, 240, 232), (32, 64, 48), []]
[9, 500, 400, 'round rectangle', 62, 62, 'solid arrow', (224, 224, 224), (32, 64, 48), [5]]
[10, 722, 300, 'circle', 18, 18, 'solid arrow', (224, 240, 232), (0, 0, 0), [7]]
[11, 722, 499, 'rectangle', 18, 18, 'solid arrow', (224, 240, 232), (32, 64, 48), [7]]
[12, 611, 300, 'round rectangle', 62, 62, 'solid arrow', (224, 224, 224), (32, 64, 48), [11]]
[13, 611, 499, 'circle', 62, 62, 'solid arrow', (240, 232, 224), (32, 32, 64), [10]]
"
