{'loss': 0.4184, 'grad_norm': 0.6823576092720032, 'learning_rate': 0.00019964285714285716, 'epoch': 0.0}
{'loss': 0.0848, 'grad_norm': 0.2130730003118515, 'learning_rate': 0.00011607142857142858, 'epoch': 0.84}
{'loss': 0.1497, 'grad_norm': 0.35987383127212524, 'learning_rate': 0.00011571428571428574, 'epoch': 0.84}
{'loss': 0.107, 'grad_norm': 0.2755041718482971, 'learning_rate': 0.00011535714285714285, 'epoch': 0.85}
{'loss': 0.1193, 'grad_norm': 0.3022288680076599, 'learning_rate': 0.00011499999999999999, 'epoch': 0.85}
{'loss': 0.1101, 'grad_norm': 0.31709998846054077, 'learning_rate': 0.00011464285714285714, 'epoch': 0.85}
{'loss': 0.154, 'grad_norm': 0.47345981001853943, 'learning_rate': 0.00011428571428571428, 'epoch': 0.86}
{'loss': 0.1283, 'grad_norm': 0.35539117455482483, 'learning_rate': 0.00011392857142857142, 'epoch': 0.86}
{'loss': 0.1029, 'grad_norm': 0.2609047293663025, 'learning_rate': 0.00011357142857142858, 'epoch': 0.86}
{'loss': 0.1492, 'grad_norm': 0.3615071773529053, 'learning_rate': 0.00011321428571428572, 'epoch': 0.87}
{'loss': 0.1227, 'grad_norm': 0.26275134086608887, 'learning_rate': 0.00011285714285714286, 'epoch': 0.87}
{'loss': 0.153, 'grad_norm': 0.3244895339012146, 'learning_rate': 0.00011250000000000001, 'epoch': 0.88}
{'loss': 0.1534, 'grad_norm': 0.29146310687065125, 'learning_rate': 0.00011214285714285715, 'epoch': 0.88}
{'loss': 0.0915, 'grad_norm': 0.198663130402565, 'learning_rate': 0.00011178571428571429, 'epoch': 0.88}
{'loss': 0.1418, 'grad_norm': 0.24647614359855652, 'learning_rate': 0.00011142857142857144, 'epoch': 0.89}
{'loss': 0.1262, 'grad_norm': 0.2527278959751129, 'learning_rate': 0.00011107142857142858, 'epoch': 0.89}
{'loss': 0.1356, 'grad_norm': 0.38029757142066956, 'learning_rate': 0.00011071428571428572, 'epoch': 0.89}
{'loss': 0.1339, 'grad_norm': 0.30616194009780884, 'learning_rate': 0.00011035714285714286, 'epoch': 0.9}
{'loss': 0.1064, 'grad_norm': 0.25282278656959534, 'learning_rate': 0.00011000000000000002, 'epoch': 0.9}
{'loss': 0.1408, 'grad_norm': 0.29613277316093445, 'learning_rate': 0.00010964285714285716, 'epoch': 0.9}
{'loss': 0.117, 'grad_norm': 0.21277263760566711, 'learning_rate': 0.00010928571428571428, 'epoch': 0.91}
{'loss': 0.1387, 'grad_norm': 0.3739340007305145, 'learning_rate': 0.00010892857142857142, 'epoch': 0.91}
{'loss': 0.142, 'grad_norm': 0.3058238625526428, 'learning_rate': 0.00010857142857142856, 'epoch': 0.91}
{'loss': 0.114, 'grad_norm': 0.2884225845336914, 'learning_rate': 0.00010821428571428572, 'epoch': 0.92}
{'loss': 0.1843, 'grad_norm': 0.49815210700035095, 'learning_rate': 0.00010785714285714286, 'epoch': 0.92}
{'loss': 0.0773, 'grad_norm': 0.24778863787651062, 'learning_rate': 0.0001075, 'epoch': 0.93}
{'loss': 0.1186, 'grad_norm': 0.33410847187042236, 'learning_rate': 0.00010714285714285715, 'epoch': 0.93}
{'loss': 0.1311, 'grad_norm': 0.4744741916656494, 'learning_rate': 0.00010678571428571429, 'epoch': 0.93}
{'loss': 0.1203, 'grad_norm': 0.3379552960395813, 'learning_rate': 0.00010642857142857143, 'epoch': 0.94}
{'loss': 0.1341, 'grad_norm': 0.2798782289028168, 'learning_rate': 0.00010607142857142857, 'epoch': 0.94}
{'loss': 0.1095, 'grad_norm': 0.2933777868747711, 'learning_rate': 0.00010571428571428572, 'epoch': 0.94}
{'loss': 0.1056, 'grad_norm': 0.26536306738853455, 'learning_rate': 0.00010535714285714286, 'epoch': 0.95}
{'loss': 0.098, 'grad_norm': 0.24505560100078583, 'learning_rate': 0.000105, 'epoch': 0.95}
{'loss': 0.1717, 'grad_norm': 0.46035274863243103, 'learning_rate': 0.00010464285714285716, 'epoch': 0.95}
{'loss': 0.1249, 'grad_norm': 0.27771708369255066, 'learning_rate': 0.0001042857142857143, 'epoch': 0.96}
{'loss': 0.1064, 'grad_norm': 0.22013124823570251, 'learning_rate': 0.00010392857142857144, 'epoch': 0.96}
{'loss': 0.1043, 'grad_norm': 0.24642176926136017, 'learning_rate': 0.00010357142857142859, 'epoch': 0.96}
{'loss': 0.186, 'grad_norm': 0.5538424849510193, 'learning_rate': 0.00010321428571428573, 'epoch': 0.97}
{'loss': 0.0983, 'grad_norm': 0.22600044310092926, 'learning_rate': 0.00010285714285714286, 'epoch': 0.97}
{'loss': 0.1567, 'grad_norm': 0.3911440372467041, 'learning_rate': 0.0001025, 'epoch': 0.97}
{'loss': 0.0903, 'grad_norm': 0.23815815150737762, 'learning_rate': 0.00010214285714285714, 'epoch': 0.98}
{'loss': 0.0856, 'grad_norm': 0.20013147592544556, 'learning_rate': 0.00010178571428571428, 'epoch': 0.98}
{'loss': 0.1525, 'grad_norm': 0.5665269494056702, 'learning_rate': 0.00010142857142857143, 'epoch': 0.99}
{'loss': 0.1096, 'grad_norm': 0.2577233612537384, 'learning_rate': 0.00010107142857142857, 'epoch': 0.99}
{'loss': 0.0817, 'grad_norm': 0.2305547595024109, 'learning_rate': 0.00010071428571428571, 'epoch': 0.99}
{'loss': 0.1083, 'grad_norm': 0.20900174975395203, 'learning_rate': 0.00010035714285714286, 'epoch': 1.0}
{'loss': 0.1275, 'grad_norm': 0.22216689586639404, 'learning_rate': 0.0001, 'epoch': 1.0}
{'loss': 0.0773, 'grad_norm': 0.1855597198009491, 'learning_rate': 9.964285714285714e-05, 'epoch': 1.0}
{'loss': 0.1052, 'grad_norm': 0.2620077431201935, 'learning_rate': 9.92857142857143e-05, 'epoch': 1.01}
{'loss': 0.1436, 'grad_norm': 0.31377965211868286, 'learning_rate': 9.892857142857144e-05, 'epoch': 1.01}
{'loss': 0.0804, 'grad_norm': 0.2119123339653015, 'learning_rate': 9.857142857142858e-05, 'epoch': 1.01}
{'loss': 0.1574, 'grad_norm': 0.4524613618850708, 'learning_rate': 9.821428571428572e-05, 'epoch': 1.02}
{'loss': 0.0881, 'grad_norm': 0.2596152424812317, 'learning_rate': 9.785714285714286e-05, 'epoch': 1.02}
{'loss': 0.1307, 'grad_norm': 0.32790321111679077, 'learning_rate': 9.75e-05, 'epoch': 1.02}
{'loss': 0.122, 'grad_norm': 0.4716907739639282, 'learning_rate': 9.714285714285715e-05, 'epoch': 1.03}
{'loss': 0.0994, 'grad_norm': 0.21629422903060913, 'learning_rate': 9.678571428571429e-05, 'epoch': 1.03}
{'loss': 0.1118, 'grad_norm': 0.27902260422706604, 'learning_rate': 9.642857142857143e-05, 'epoch': 1.04}
{'loss': 0.0827, 'grad_norm': 0.25977039337158203, 'learning_rate': 9.607142857142859e-05, 'epoch': 1.04}
{'loss': 0.0747, 'grad_norm': 0.24462459981441498, 'learning_rate': 9.571428571428573e-05, 'epoch': 1.04}
{'loss': 0.0663, 'grad_norm': 0.2697727680206299, 'learning_rate': 9.535714285714287e-05, 'epoch': 1.05}
{'loss': 0.0994, 'grad_norm': 0.2646311819553375, 'learning_rate': 9.5e-05, 'epoch': 1.05}
{'loss': 0.1347, 'grad_norm': 0.35703444480895996, 'learning_rate': 9.464285714285715e-05, 'epoch': 1.05}
{'loss': 0.1171, 'grad_norm': 0.369342178106308, 'learning_rate': 9.428571428571429e-05, 'epoch': 1.06}
{'loss': 0.137, 'grad_norm': 0.3547202944755554, 'learning_rate': 9.392857142857144e-05, 'epoch': 1.06}
{'loss': 0.1164, 'grad_norm': 0.3395463824272156, 'learning_rate': 9.357142857142858e-05, 'epoch': 1.06}
{'loss': 0.1532, 'grad_norm': 0.4702690541744232, 'learning_rate': 9.321428571428572e-05, 'epoch': 1.07}
{'loss': 0.0824, 'grad_norm': 0.29072463512420654, 'learning_rate': 9.285714285714286e-05, 'epoch': 1.07}
{'loss': 0.0877, 'grad_norm': 0.28148552775382996, 'learning_rate': 9.250000000000001e-05, 'epoch': 1.07}
{'loss': 0.1303, 'grad_norm': 0.3023589253425598, 'learning_rate': 9.214285714285714e-05, 'epoch': 1.08}
{'loss': 0.1091, 'grad_norm': 0.31357473134994507, 'learning_rate': 9.178571428571429e-05, 'epoch': 1.08}
{'loss': 0.0809, 'grad_norm': 0.3261668384075165, 'learning_rate': 9.142857142857143e-05, 'epoch': 1.09}
{'loss': 0.1357, 'grad_norm': 0.2766948342323303, 'learning_rate': 9.107142857142857e-05, 'epoch': 1.09}
{'loss': 0.1364, 'grad_norm': 0.3500773310661316, 'learning_rate': 9.071428571428571e-05, 'epoch': 1.09}
{'loss': 0.1145, 'grad_norm': 0.4402269423007965, 'learning_rate': 9.035714285714287e-05, 'epoch': 1.1}
{'loss': 0.1302, 'grad_norm': 0.2779066562652588, 'learning_rate': 9e-05, 'epoch': 1.1}
{'loss': 0.1341, 'grad_norm': 0.2740291357040405, 'learning_rate': 8.964285714285715e-05, 'epoch': 1.1}
{'loss': 0.0968, 'grad_norm': 0.2748137414455414, 'learning_rate': 8.92857142857143e-05, 'epoch': 1.11}
{'loss': 0.075, 'grad_norm': 0.27545568346977234, 'learning_rate': 8.892857142857143e-05, 'epoch': 1.11}
{'loss': 0.0866, 'grad_norm': 0.4218405485153198, 'learning_rate': 8.857142857142857e-05, 'epoch': 1.11}
{'loss': 0.0955, 'grad_norm': 0.23515702784061432, 'learning_rate': 8.821428571428572e-05, 'epoch': 1.12}
{'loss': 0.1066, 'grad_norm': 0.38503897190093994, 'learning_rate': 8.785714285714286e-05, 'epoch': 1.12}
{'loss': 0.1139, 'grad_norm': 0.4346095025539398, 'learning_rate': 8.75e-05, 'epoch': 1.12}
{'loss': 0.1189, 'grad_norm': 0.47765055298805237, 'learning_rate': 8.714285714285715e-05, 'epoch': 1.13}
{'loss': 0.1166, 'grad_norm': 0.29942336678504944, 'learning_rate': 8.678571428571429e-05, 'epoch': 1.13}
{'loss': 0.163, 'grad_norm': 0.8024822473526001, 'learning_rate': 8.642857142857143e-05, 'epoch': 1.14}
{'loss': 0.1098, 'grad_norm': 0.2780719995498657, 'learning_rate': 8.607142857142859e-05, 'epoch': 1.14}
{'loss': 0.1159, 'grad_norm': 0.28815117478370667, 'learning_rate': 8.571428571428571e-05, 'epoch': 1.14}
{'loss': 0.0912, 'grad_norm': 0.23366540670394897, 'learning_rate': 8.535714285714285e-05, 'epoch': 1.15}
{'loss': 0.1428, 'grad_norm': 0.5126070380210876, 'learning_rate': 8.5e-05, 'epoch': 1.15}
{'loss': 0.0775, 'grad_norm': 0.2791629731655121, 'learning_rate': 8.464285714285715e-05, 'epoch': 1.15}
{'loss': 0.1364, 'grad_norm': 0.3496704399585724, 'learning_rate': 8.428571428571429e-05, 'epoch': 1.16}
{'loss': 0.1379, 'grad_norm': 0.3817189335823059, 'learning_rate': 8.392857142857144e-05, 'epoch': 1.16}
{'loss': 0.134, 'grad_norm': 0.2811332046985626, 'learning_rate': 8.357142857142858e-05, 'epoch': 1.16}
{'loss': 0.0778, 'grad_norm': 0.2653888463973999, 'learning_rate': 8.321428571428572e-05, 'epoch': 1.17}
{'loss': 0.1391, 'grad_norm': 0.35280656814575195, 'learning_rate': 8.285714285714287e-05, 'epoch': 1.17}
{'loss': 0.1302, 'grad_norm': 0.5166480541229248, 'learning_rate': 8.25e-05, 'epoch': 1.18}
{'loss': 0.1154, 'grad_norm': 0.2319856733083725, 'learning_rate': 8.214285714285714e-05, 'epoch': 1.18}
{'loss': 0.1657, 'grad_norm': 0.4766259491443634, 'learning_rate': 8.178571428571429e-05, 'epoch': 1.18}
{'loss': 0.1286, 'grad_norm': 0.3327273726463318, 'learning_rate': 8.142857142857143e-05, 'epoch': 1.19}
{'loss': 0.0893, 'grad_norm': 0.17615605890750885, 'learning_rate': 8.107142857142857e-05, 'epoch': 1.19}
{'loss': 0.0963, 'grad_norm': 0.28280484676361084, 'learning_rate': 8.071428571428573e-05, 'epoch': 1.19}
{'loss': 0.0841, 'grad_norm': 0.2811683714389801, 'learning_rate': 8.035714285714287e-05, 'epoch': 1.2}
{'loss': 0.1366, 'grad_norm': 0.35221025347709656, 'learning_rate': 8e-05, 'epoch': 1.2}
{'loss': 0.1295, 'grad_norm': 0.32155758142471313, 'learning_rate': 7.964285714285715e-05, 'epoch': 1.2}
{'loss': 0.1413, 'grad_norm': 0.3561485707759857, 'learning_rate': 7.928571428571429e-05, 'epoch': 1.21}
{'loss': 0.0957, 'grad_norm': 0.26887667179107666, 'learning_rate': 7.892857142857143e-05, 'epoch': 1.21}
{'loss': 0.1562, 'grad_norm': 0.3930044174194336, 'learning_rate': 7.857142857142858e-05, 'epoch': 1.21}
{'loss': 0.0998, 'grad_norm': 0.2738855183124542, 'learning_rate': 7.821428571428572e-05, 'epoch': 1.22}
{'loss': 0.0683, 'grad_norm': 0.2851986885070801, 'learning_rate': 7.785714285714286e-05, 'epoch': 1.22}
{'loss': 0.1293, 'grad_norm': 0.3864266872406006, 'learning_rate': 7.75e-05, 'epoch': 1.23}
{'loss': 0.1224, 'grad_norm': 0.3118908107280731, 'learning_rate': 7.714285714285715e-05, 'epoch': 1.23}
{'loss': 0.08, 'grad_norm': 0.28464293479919434, 'learning_rate': 7.67857142857143e-05, 'epoch': 1.23}
{'loss': 0.125, 'grad_norm': 0.3405691683292389, 'learning_rate': 7.642857142857143e-05, 'epoch': 1.24}
{'loss': 0.1191, 'grad_norm': 0.2890172600746155, 'learning_rate': 7.607142857142857e-05, 'epoch': 1.24}
{'loss': 0.0836, 'grad_norm': 0.27875906229019165, 'learning_rate': 7.571428571428571e-05, 'epoch': 1.24}
{'loss': 0.0768, 'grad_norm': 0.3250134289264679, 'learning_rate': 7.535714285714285e-05, 'epoch': 1.25}
{'loss': 0.0809, 'grad_norm': 0.2775207757949829, 'learning_rate': 7.500000000000001e-05, 'epoch': 1.25}
{'loss': 0.0824, 'grad_norm': 0.2471519559621811, 'learning_rate': 7.464285714285715e-05, 'epoch': 1.25}
{'loss': 0.094, 'grad_norm': 0.29593321681022644, 'learning_rate': 7.428571428571429e-05, 'epoch': 1.26}
{'loss': 0.0957, 'grad_norm': 0.23406584560871124, 'learning_rate': 7.392857142857144e-05, 'epoch': 1.26}
{'loss': 0.097, 'grad_norm': 0.2774556279182434, 'learning_rate': 7.357142857142858e-05, 'epoch': 1.26}
{'loss': 0.1258, 'grad_norm': 0.39900824427604675, 'learning_rate': 7.321428571428571e-05, 'epoch': 1.27}
{'loss': 0.1629, 'grad_norm': 0.601696789264679, 'learning_rate': 7.285714285714286e-05, 'epoch': 1.27}
{'loss': 0.1252, 'grad_norm': 0.2893020510673523, 'learning_rate': 7.25e-05, 'epoch': 1.27}
{'loss': 0.1338, 'grad_norm': 0.38923516869544983, 'learning_rate': 7.214285714285714e-05, 'epoch': 1.28}
{'loss': 0.0722, 'grad_norm': 0.24104352295398712, 'learning_rate': 7.17857142857143e-05, 'epoch': 1.28}
{'loss': 0.0695, 'grad_norm': 0.267302542924881, 'learning_rate': 7.142857142857143e-05, 'epoch': 1.29}
{'loss': 0.0967, 'grad_norm': 0.2730690836906433, 'learning_rate': 7.107142857142857e-05, 'epoch': 1.29}
{'loss': 0.09, 'grad_norm': 0.2548367381095886, 'learning_rate': 7.071428571428573e-05, 'epoch': 1.29}
{'loss': 0.1359, 'grad_norm': 0.3109303414821625, 'learning_rate': 7.035714285714287e-05, 'epoch': 1.3}
{'loss': 0.1502, 'grad_norm': 0.31815725564956665, 'learning_rate': 7e-05, 'epoch': 1.3}
{'loss': 0.0746, 'grad_norm': 0.16901257634162903, 'learning_rate': 6.964285714285715e-05, 'epoch': 1.3}
{'loss': 0.0605, 'grad_norm': 0.17702822387218475, 'learning_rate': 6.928571428571429e-05, 'epoch': 1.31}
{'loss': 0.1489, 'grad_norm': 0.30499035120010376, 'learning_rate': 6.892857142857143e-05, 'epoch': 1.31}
{'loss': 0.1059, 'grad_norm': 0.3079168200492859, 'learning_rate': 6.857142857142858e-05, 'epoch': 1.31}
{'loss': 0.1071, 'grad_norm': 0.38442090153694153, 'learning_rate': 6.821428571428572e-05, 'epoch': 1.32}
{'loss': 0.0716, 'grad_norm': 0.20140740275382996, 'learning_rate': 6.785714285714286e-05, 'epoch': 1.32}
{'loss': 0.0971, 'grad_norm': 0.3094940781593323, 'learning_rate': 6.750000000000001e-05, 'epoch': 1.32}
{'loss': 0.0897, 'grad_norm': 0.31379398703575134, 'learning_rate': 6.714285714285714e-05, 'epoch': 1.33}
{'loss': 0.1018, 'grad_norm': 0.3828275799751282, 'learning_rate': 6.678571428571428e-05, 'epoch': 1.33}
{'loss': 0.122, 'grad_norm': 0.3524530529975891, 'learning_rate': 6.642857142857143e-05, 'epoch': 1.34}
{'loss': 0.0987, 'grad_norm': 0.26643431186676025, 'learning_rate': 6.607142857142857e-05, 'epoch': 1.34}
{'loss': 0.0782, 'grad_norm': 0.2941582500934601, 'learning_rate': 6.571428571428571e-05, 'epoch': 1.34}
{'loss': 0.1273, 'grad_norm': 0.2998508810997009, 'learning_rate': 6.535714285714287e-05, 'epoch': 1.35}
{'loss': 0.1098, 'grad_norm': 0.32027798891067505, 'learning_rate': 6.500000000000001e-05, 'epoch': 1.35}
{'loss': 0.1482, 'grad_norm': 0.3406747281551361, 'learning_rate': 6.464285714285715e-05, 'epoch': 1.35}
{'loss': 0.1335, 'grad_norm': 0.3144017159938812, 'learning_rate': 6.428571428571429e-05, 'epoch': 1.36}
{'loss': 0.1106, 'grad_norm': 0.2701585292816162, 'learning_rate': 6.392857142857143e-05, 'epoch': 1.36}
{'loss': 0.0928, 'grad_norm': 0.21650825440883636, 'learning_rate': 6.357142857142857e-05, 'epoch': 1.36}
{'loss': 0.1204, 'grad_norm': 0.31090179085731506, 'learning_rate': 6.321428571428572e-05, 'epoch': 1.37}
{'loss': 0.1176, 'grad_norm': 0.3337398171424866, 'learning_rate': 6.285714285714286e-05, 'epoch': 1.37}
{'loss': 0.1038, 'grad_norm': 0.3130646347999573, 'learning_rate': 6.25e-05, 'epoch': 1.38}
{'loss': 0.0969, 'grad_norm': 0.3768311142921448, 'learning_rate': 6.214285714285714e-05, 'epoch': 1.38}
{'loss': 0.0898, 'grad_norm': 0.27763819694519043, 'learning_rate': 6.17857142857143e-05, 'epoch': 1.38}
{'loss': 0.1484, 'grad_norm': 0.41449058055877686, 'learning_rate': 6.142857142857143e-05, 'epoch': 1.39}
{'loss': 0.1385, 'grad_norm': 0.33149951696395874, 'learning_rate': 6.107142857142857e-05, 'epoch': 1.39}
{'loss': 0.0918, 'grad_norm': 0.25115853548049927, 'learning_rate': 6.0714285714285715e-05, 'epoch': 1.39}
{'loss': 0.0873, 'grad_norm': 0.2772737741470337, 'learning_rate': 6.0357142857142855e-05, 'epoch': 1.4}
{'loss': 0.1407, 'grad_norm': 0.33374419808387756, 'learning_rate': 6e-05, 'epoch': 1.4}
{'loss': 0.1477, 'grad_norm': 0.49894607067108154, 'learning_rate': 5.964285714285714e-05, 'epoch': 1.4}
{'loss': 0.0992, 'grad_norm': 0.3605536222457886, 'learning_rate': 5.928571428571429e-05, 'epoch': 1.41}
{'loss': 0.112, 'grad_norm': 0.2832268178462982, 'learning_rate': 5.8928571428571435e-05, 'epoch': 1.41}
{'loss': 0.1006, 'grad_norm': 0.298442006111145, 'learning_rate': 5.8571428571428575e-05, 'epoch': 1.41}
{'loss': 0.0932, 'grad_norm': 0.26801416277885437, 'learning_rate': 5.821428571428572e-05, 'epoch': 1.42}
{'loss': 0.1158, 'grad_norm': 0.3882460296154022, 'learning_rate': 5.785714285714287e-05, 'epoch': 1.42}
{'loss': 0.1272, 'grad_norm': 0.31974053382873535, 'learning_rate': 5.7499999999999995e-05, 'epoch': 1.43}
{'loss': 0.1103, 'grad_norm': 0.32292264699935913, 'learning_rate': 5.714285714285714e-05, 'epoch': 1.43}
{'loss': 0.1029, 'grad_norm': 0.24925707280635834, 'learning_rate': 5.678571428571429e-05, 'epoch': 1.43}
{'loss': 0.1169, 'grad_norm': 0.2339814305305481, 'learning_rate': 5.642857142857143e-05, 'epoch': 1.44}
{'loss': 0.1249, 'grad_norm': 0.3258424997329712, 'learning_rate': 5.6071428571428575e-05, 'epoch': 1.44}
{'loss': 0.0738, 'grad_norm': 0.2353079915046692, 'learning_rate': 5.571428571428572e-05, 'epoch': 1.44}
{'loss': 0.1178, 'grad_norm': 0.2621499001979828, 'learning_rate': 5.535714285714286e-05, 'epoch': 1.45}
{'loss': 0.0937, 'grad_norm': 0.3283330202102661, 'learning_rate': 5.500000000000001e-05, 'epoch': 1.45}
{'loss': 0.071, 'grad_norm': 0.23230068385601044, 'learning_rate': 5.464285714285714e-05, 'epoch': 1.45}
{'loss': 0.1272, 'grad_norm': 0.2793083190917969, 'learning_rate': 5.428571428571428e-05, 'epoch': 1.46}
{'loss': 0.081, 'grad_norm': 0.19395291805267334, 'learning_rate': 5.392857142857143e-05, 'epoch': 1.46}
{'loss': 0.0648, 'grad_norm': 0.2301785945892334, 'learning_rate': 5.3571428571428575e-05, 'epoch': 1.46}
{'loss': 0.1226, 'grad_norm': 0.33886849880218506, 'learning_rate': 5.3214285714285715e-05, 'epoch': 1.47}
{'loss': 0.1212, 'grad_norm': 0.23124797642230988, 'learning_rate': 5.285714285714286e-05, 'epoch': 1.47}
{'loss': 0.0992, 'grad_norm': 0.26475176215171814, 'learning_rate': 5.25e-05, 'epoch': 1.48}
{'loss': 0.1374, 'grad_norm': 0.3287014067173004, 'learning_rate': 5.214285714285715e-05, 'epoch': 1.48}
{'loss': 0.0533, 'grad_norm': 0.31955668330192566, 'learning_rate': 5.1785714285714296e-05, 'epoch': 1.48}
{'loss': 0.1395, 'grad_norm': 0.3847552537918091, 'learning_rate': 5.142857142857143e-05, 'epoch': 1.49}
{'loss': 0.0967, 'grad_norm': 0.22684572637081146, 'learning_rate': 5.107142857142857e-05, 'epoch': 1.49}
{'loss': 0.0796, 'grad_norm': 0.19288517534732819, 'learning_rate': 5.0714285714285716e-05, 'epoch': 1.49}
{'loss': 0.0934, 'grad_norm': 0.31365513801574707, 'learning_rate': 5.0357142857142856e-05, 'epoch': 1.5}
{'loss': 0.0925, 'grad_norm': 0.27405494451522827, 'learning_rate': 5e-05, 'epoch': 1.5}
{'loss': 0.1138, 'grad_norm': 0.27220088243484497, 'learning_rate': 4.964285714285715e-05, 'epoch': 1.5}
{'loss': 0.1295, 'grad_norm': 0.6338030695915222, 'learning_rate': 4.928571428571429e-05, 'epoch': 1.51}
{'loss': 0.14, 'grad_norm': 0.3995625376701355, 'learning_rate': 4.892857142857143e-05, 'epoch': 1.51}
{'loss': 0.1311, 'grad_norm': 0.3541969656944275, 'learning_rate': 4.8571428571428576e-05, 'epoch': 1.51}
{'loss': 0.0852, 'grad_norm': 0.21658970415592194, 'learning_rate': 4.8214285714285716e-05, 'epoch': 1.52}
{'loss': 0.1347, 'grad_norm': 0.36573752760887146, 'learning_rate': 4.785714285714286e-05, 'epoch': 1.52}
{'loss': 0.2077, 'grad_norm': 1.1104222536087036, 'learning_rate': 4.75e-05, 'epoch': 1.52}
{'loss': 0.1191, 'grad_norm': 0.3309066593647003, 'learning_rate': 4.714285714285714e-05, 'epoch': 1.53}
{'loss': 0.1195, 'grad_norm': 0.24978846311569214, 'learning_rate': 4.678571428571429e-05, 'epoch': 1.53}
{'loss': 0.1089, 'grad_norm': 0.3366502821445465, 'learning_rate': 4.642857142857143e-05, 'epoch': 1.54}
{'loss': 0.0811, 'grad_norm': 0.26866650581359863, 'learning_rate': 4.607142857142857e-05, 'epoch': 1.54}
{'loss': 0.105, 'grad_norm': 0.2542595863342285, 'learning_rate': 4.5714285714285716e-05, 'epoch': 1.54}
{'loss': 0.1189, 'grad_norm': 0.35497549176216125, 'learning_rate': 4.5357142857142856e-05, 'epoch': 1.55}
{'loss': 0.1289, 'grad_norm': 0.2792324721813202, 'learning_rate': 4.5e-05, 'epoch': 1.55}
{'loss': 0.0491, 'grad_norm': 0.2468428611755371, 'learning_rate': 4.464285714285715e-05, 'epoch': 1.55}
{'loss': 0.0812, 'grad_norm': 0.31851068139076233, 'learning_rate': 4.428571428571428e-05, 'epoch': 1.56}
{'loss': 0.126, 'grad_norm': 0.31804370880126953, 'learning_rate': 4.392857142857143e-05, 'epoch': 1.56}
{'loss': 0.1015, 'grad_norm': 0.3363319933414459, 'learning_rate': 4.3571428571428576e-05, 'epoch': 1.56}
{'loss': 0.0911, 'grad_norm': 0.3060292899608612, 'learning_rate': 4.3214285714285716e-05, 'epoch': 1.57}
{'loss': 0.1077, 'grad_norm': 0.29316699504852295, 'learning_rate': 4.2857142857142856e-05, 'epoch': 1.57}
{'loss': 0.1253, 'grad_norm': 0.32662874460220337, 'learning_rate': 4.25e-05, 'epoch': 1.57}
{'loss': 0.0802, 'grad_norm': 0.22901803255081177, 'learning_rate': 4.214285714285714e-05, 'epoch': 1.58}
{'loss': 0.0912, 'grad_norm': 0.32538312673568726, 'learning_rate': 4.178571428571429e-05, 'epoch': 1.58}
{'loss': 0.0833, 'grad_norm': 0.31589996814727783, 'learning_rate': 4.1428571428571437e-05, 'epoch': 1.59}
{'loss': 0.1101, 'grad_norm': 0.4388926029205322, 'learning_rate': 4.107142857142857e-05, 'epoch': 1.59}
{'loss': 0.1414, 'grad_norm': 0.3776248097419739, 'learning_rate': 4.0714285714285717e-05, 'epoch': 1.59}
{'loss': 0.0996, 'grad_norm': 0.2644232511520386, 'learning_rate': 4.035714285714286e-05, 'epoch': 1.6}
{'loss': 0.1159, 'grad_norm': 0.33304715156555176, 'learning_rate': 4e-05, 'epoch': 1.6}
{'loss': 0.1528, 'grad_norm': 0.4702390134334564, 'learning_rate': 3.964285714285714e-05, 'epoch': 1.6}
{'loss': 0.0723, 'grad_norm': 0.21685092151165009, 'learning_rate': 3.928571428571429e-05, 'epoch': 1.61}
{'loss': 0.121, 'grad_norm': 0.33490148186683655, 'learning_rate': 3.892857142857143e-05, 'epoch': 1.61}
{'loss': 0.1187, 'grad_norm': 0.40387463569641113, 'learning_rate': 3.857142857142858e-05, 'epoch': 1.61}
{'loss': 0.0612, 'grad_norm': 0.22242598235607147, 'learning_rate': 3.821428571428572e-05, 'epoch': 1.62}
{'loss': 0.1216, 'grad_norm': 0.3625020980834961, 'learning_rate': 3.785714285714286e-05, 'epoch': 1.62}
{'loss': 0.0954, 'grad_norm': 0.3722638487815857, 'learning_rate': 3.7500000000000003e-05, 'epoch': 1.62}
{'loss': 0.13, 'grad_norm': 0.3533996343612671, 'learning_rate': 3.7142857142857143e-05, 'epoch': 1.63}
{'loss': 0.0941, 'grad_norm': 0.4269140064716339, 'learning_rate': 3.678571428571429e-05, 'epoch': 1.63}
{'loss': 0.1065, 'grad_norm': 0.7231128811836243, 'learning_rate': 3.642857142857143e-05, 'epoch': 1.64}
{'loss': 0.0975, 'grad_norm': 0.29223865270614624, 'learning_rate': 3.607142857142857e-05, 'epoch': 1.64}
{'loss': 0.1256, 'grad_norm': 0.3008017838001251, 'learning_rate': 3.571428571428572e-05, 'epoch': 1.64}
{'loss': 0.0934, 'grad_norm': 0.362850546836853, 'learning_rate': 3.5357142857142864e-05, 'epoch': 1.65}
{'loss': 0.1121, 'grad_norm': 0.2628852128982544, 'learning_rate': 3.5e-05, 'epoch': 1.65}
{'loss': 0.1254, 'grad_norm': 0.2691982686519623, 'learning_rate': 3.4642857142857144e-05, 'epoch': 1.65}
{'loss': 0.1187, 'grad_norm': 0.26081639528274536, 'learning_rate': 3.428571428571429e-05, 'epoch': 1.66}
{'loss': 0.1337, 'grad_norm': 0.3523215055465698, 'learning_rate': 3.392857142857143e-05, 'epoch': 1.66}
