{'loss': 0.6846, 'grad_norm': 1.8736966848373413, 'learning_rate': 0.0001999107142857143, 'epoch': 0.0}                                                                                                                            
{'loss': 0.1835, 'grad_norm': 0.49845191836357117, 'learning_rate': 0.00017767857142857141, 'epoch': 0.45}                                                                                                                          
{'loss': 0.0905, 'grad_norm': 0.37878817319869995, 'learning_rate': 0.00017758928571428572, 'epoch': 0.45}                                                                                                                          
{'loss': 0.1329, 'grad_norm': 0.3398226499557495, 'learning_rate': 0.0001775, 'epoch': 0.45}                                                                                                                                        
{'loss': 0.1168, 'grad_norm': 0.24442963302135468, 'learning_rate': 0.00017741071428571429, 'epoch': 0.45}                                                                                                                          
{'loss': 0.1645, 'grad_norm': 0.5115253925323486, 'learning_rate': 0.00017732142857142857, 'epoch': 0.45}                                                                                                                           
{'loss': 0.153, 'grad_norm': 0.45980384945869446, 'learning_rate': 0.00017723214285714288, 'epoch': 0.46}                                                                                                                           
{'loss': 0.1817, 'grad_norm': 0.6073030829429626, 'learning_rate': 0.00017714285714285713, 'epoch': 0.46}                                                                                                                           
{'loss': 0.171, 'grad_norm': 0.374168336391449, 'learning_rate': 0.00017705357142857144, 'epoch': 0.46}                                                                                                                             
{'loss': 0.086, 'grad_norm': 0.22051648795604706, 'learning_rate': 0.00017696428571428572, 'epoch': 0.46}                                                                                                                           
{'loss': 0.1336, 'grad_norm': 0.37447190284729004, 'learning_rate': 0.000176875, 'epoch': 0.46}                                                                                                                                     
{'loss': 0.1224, 'grad_norm': 0.3878101706504822, 'learning_rate': 0.00017678571428571428, 'epoch': 0.46}                                                                                                                           
{'loss': 0.1018, 'grad_norm': 0.2558991014957428, 'learning_rate': 0.0001766964285714286, 'epoch': 0.47}                                                                                                                            
{'loss': 0.0993, 'grad_norm': 0.2975185215473175, 'learning_rate': 0.00017660714285714285, 'epoch': 0.47}                                                                                                                           
{'loss': 0.1522, 'grad_norm': 0.4263298511505127, 'learning_rate': 0.00017651785714285716, 'epoch': 0.47}                                                                                                                           
{'loss': 0.1937, 'grad_norm': 0.37897995114326477, 'learning_rate': 0.00017642857142857144, 'epoch': 0.47}                                                                                                                          
{'loss': 0.1064, 'grad_norm': 0.26006579399108887, 'learning_rate': 0.00017633928571428572, 'epoch': 0.47}                                                                                                                          
{'loss': 0.0981, 'grad_norm': 0.23431523144245148, 'learning_rate': 0.00017625, 'epoch': 0.47}                                                                                                                                      
{'loss': 0.1514, 'grad_norm': 0.3536384403705597, 'learning_rate': 0.0001761607142857143, 'epoch': 0.48}                                                                                                                            
{'loss': 0.208, 'grad_norm': 0.4486387073993683, 'learning_rate': 0.00017607142857142856, 'epoch': 0.48}                                                                                                                            
{'loss': 0.1841, 'grad_norm': 0.5317801237106323, 'learning_rate': 0.00017598214285714287, 'epoch': 0.48}                                                                                                                           
{'loss': 0.1686, 'grad_norm': 0.3807080388069153, 'learning_rate': 0.00017589285714285716, 'epoch': 0.48}                                                                                                                           
{'loss': 0.0861, 'grad_norm': 0.2447248250246048, 'learning_rate': 0.00017580357142857144, 'epoch': 0.48}                                                                                                                           
{'loss': 0.1192, 'grad_norm': 0.2903704345226288, 'learning_rate': 0.00017571428571428572, 'epoch': 0.49}                                                                                                                           
{'loss': 0.1869, 'grad_norm': 0.4717954397201538, 'learning_rate': 0.00017562500000000003, 'epoch': 0.49}                                                                                                                           
{'loss': 0.1275, 'grad_norm': 0.3438889980316162, 'learning_rate': 0.00017553571428571428, 'epoch': 0.49}                                                                                                                           
{'loss': 0.1771, 'grad_norm': 0.4558556377887726, 'learning_rate': 0.0001754464285714286, 'epoch': 0.49}                                                                                                                            
{'loss': 0.1579, 'grad_norm': 0.37897735834121704, 'learning_rate': 0.00017535714285714287, 'epoch': 0.49}                                                                                                                          
{'loss': 0.1434, 'grad_norm': 0.3856521248817444, 'learning_rate': 0.00017526785714285715, 'epoch': 0.49}                                                                                                                           
{'loss': 0.1789, 'grad_norm': 0.35399019718170166, 'learning_rate': 0.00017517857142857144, 'epoch': 0.5}                                                                                                                           
{'loss': 0.0907, 'grad_norm': 0.25252699851989746, 'learning_rate': 0.00017508928571428574, 'epoch': 0.5}                                                                                                                           
{'loss': 0.1545, 'grad_norm': 0.3883644938468933, 'learning_rate': 0.000175, 'epoch': 0.5}                                                                                                                                          
{'loss': 0.1517, 'grad_norm': 0.6225138306617737, 'learning_rate': 0.00017491071428571428, 'epoch': 0.5}                                                                                                                            
{'loss': 0.1308, 'grad_norm': 0.28738799691200256, 'learning_rate': 0.0001748214285714286, 'epoch': 0.5}                                                                                                                            
{'loss': 0.1377, 'grad_norm': 0.2759793698787689, 'learning_rate': 0.00017473214285714284, 'epoch': 0.51}                                                                                                                           
{'loss': 0.0892, 'grad_norm': 0.38535192608833313, 'learning_rate': 0.00017464285714285715, 'epoch': 0.51}                                                                                                                          
{'loss': 0.1689, 'grad_norm': 0.47954750061035156, 'learning_rate': 0.00017455357142857143, 'epoch': 0.51}                                                                                                                          
{'loss': 0.1731, 'grad_norm': 0.42604371905326843, 'learning_rate': 0.00017446428571428571, 'epoch': 0.51}                                                                                                                          
{'loss': 0.1676, 'grad_norm': 0.40800485014915466, 'learning_rate': 0.000174375, 'epoch': 0.51}                                                                                                                                     
{'loss': 0.1409, 'grad_norm': 0.34701842069625854, 'learning_rate': 0.0001742857142857143, 'epoch': 0.51}                                                                                                                           
{'loss': 0.1458, 'grad_norm': 0.3257890045642853, 'learning_rate': 0.00017419642857142856, 'epoch': 0.52}                                                                                                                           
{'loss': 0.1305, 'grad_norm': 0.3470408618450165, 'learning_rate': 0.00017410714285714287, 'epoch': 0.52}                                                                                                                           
{'loss': 0.1276, 'grad_norm': 0.29933157563209534, 'learning_rate': 0.00017401785714285715, 'epoch': 0.52}                                                                                                                          
{'loss': 0.119, 'grad_norm': 0.3173222839832306, 'learning_rate': 0.00017392857142857143, 'epoch': 0.52}                                                                                                                            
{'loss': 0.1422, 'grad_norm': 0.49479883909225464, 'learning_rate': 0.0001738392857142857, 'epoch': 0.52}                                                                                                                           
{'loss': 0.0679, 'grad_norm': 0.22520947456359863, 'learning_rate': 0.00017375000000000002, 'epoch': 0.53}                                                                                                                          
{'loss': 0.1417, 'grad_norm': 0.45468321442604065, 'learning_rate': 0.00017366071428571428, 'epoch': 0.53}                                                                                                                          
{'loss': 0.106, 'grad_norm': 0.4001150131225586, 'learning_rate': 0.00017357142857142859, 'epoch': 0.53}                                                                                                                            
{'loss': 0.1511, 'grad_norm': 0.3265240788459778, 'learning_rate': 0.00017348214285714287, 'epoch': 0.53}                                                                                                                           
{'loss': 0.1148, 'grad_norm': 0.47326916456222534, 'learning_rate': 0.00017339285714285715, 'epoch': 0.53}                                                                                                                          
{'loss': 0.1812, 'grad_norm': 1.000379204750061, 'learning_rate': 0.00017330357142857143, 'epoch': 0.53}                                                                                                                            
{'loss': 0.0879, 'grad_norm': 0.3823740780353546, 'learning_rate': 0.00017321428571428574, 'epoch': 0.54}                                                                                                                           
{'loss': 0.1163, 'grad_norm': 0.27246764302253723, 'learning_rate': 0.000173125, 'epoch': 0.54}                                                                                                                                     
{'loss': 0.0824, 'grad_norm': 0.2749468684196472, 'learning_rate': 0.0001730357142857143, 'epoch': 0.54}                                                                                                                            
{'loss': 0.1252, 'grad_norm': 0.35790547728538513, 'learning_rate': 0.00017294642857142858, 'epoch': 0.54}                                                                                                                          
{'loss': 0.1308, 'grad_norm': 0.3375498950481415, 'learning_rate': 0.00017285714285714287, 'epoch': 0.54}                                                                                                                           
{'loss': 0.0877, 'grad_norm': 0.27412930130958557, 'learning_rate': 0.00017276785714285715, 'epoch': 0.54}                                                                                                                          
{'loss': 0.0856, 'grad_norm': 0.3095703721046448, 'learning_rate': 0.00017267857142857146, 'epoch': 0.55}                                                                                                                           
{'loss': 0.1368, 'grad_norm': 0.4356888234615326, 'learning_rate': 0.0001725892857142857, 'epoch': 0.55}                                                                                                                            
{'loss': 0.1265, 'grad_norm': 0.22880806028842926, 'learning_rate': 0.00017250000000000002, 'epoch': 0.55}                                                                                                                          
{'loss': 0.1308, 'grad_norm': 0.41473957896232605, 'learning_rate': 0.0001724107142857143, 'epoch': 0.55}                                                                                                                           
{'loss': 0.1932, 'grad_norm': 0.5131344199180603, 'learning_rate': 0.00017232142857142858, 'epoch': 0.55}                                                                                                                           
{'loss': 0.1506, 'grad_norm': 0.34614449739456177, 'learning_rate': 0.00017223214285714286, 'epoch': 0.56}                                                                                                                          
{'loss': 0.1968, 'grad_norm': 0.8176423907279968, 'learning_rate': 0.00017214285714285717, 'epoch': 0.56}                                                                                                                           
{'loss': 0.1582, 'grad_norm': 0.4738644063472748, 'learning_rate': 0.00017205357142857143, 'epoch': 0.56}                                                                                                                           
{'loss': 0.1041, 'grad_norm': 0.34283632040023804, 'learning_rate': 0.00017196428571428574, 'epoch': 0.56}                                                                                                                          
{'loss': 0.1872, 'grad_norm': 0.38856080174446106, 'learning_rate': 0.00017187500000000002, 'epoch': 0.56}                                                                                                                          
{'loss': 0.1433, 'grad_norm': 0.2679719626903534, 'learning_rate': 0.00017178571428571427, 'epoch': 0.56}                                                                                                                           
{'loss': 0.1068, 'grad_norm': 0.28577131032943726, 'learning_rate': 0.00017169642857142858, 'epoch': 0.57}                                                                                                                          
{'loss': 0.1426, 'grad_norm': 0.3717520236968994, 'learning_rate': 0.00017160714285714286, 'epoch': 0.57}                                                                                                                           
{'loss': 0.1216, 'grad_norm': 0.3067253828048706, 'learning_rate': 0.00017151785714285714, 'epoch': 0.57}                                                                                                                           
{'loss': 0.1632, 'grad_norm': 0.9344385862350464, 'learning_rate': 0.00017142857142857143, 'epoch': 0.57}                                                                                                                           
{'loss': 0.1458, 'grad_norm': 0.30648425221443176, 'learning_rate': 0.00017133928571428573, 'epoch': 0.57}                                                                                                                          
{'loss': 0.1425, 'grad_norm': 0.2873493432998657, 'learning_rate': 0.00017125, 'epoch': 0.57}                                                                                                                                       
{'loss': 0.1351, 'grad_norm': 0.26182812452316284, 'learning_rate': 0.0001711607142857143, 'epoch': 0.58}                                                                                                                           
{'loss': 0.1615, 'grad_norm': 0.6206456422805786, 'learning_rate': 0.00017107142857142858, 'epoch': 0.58}                                                                                                                           
{'loss': 0.1562, 'grad_norm': 0.40082892775535583, 'learning_rate': 0.00017098214285714286, 'epoch': 0.58}                                                                                                                          
{'loss': 0.1627, 'grad_norm': 0.5389916300773621, 'learning_rate': 0.00017089285714285714, 'epoch': 0.58}                                                                                                                           
{'loss': 0.1364, 'grad_norm': 0.24811509251594543, 'learning_rate': 0.00017080357142857145, 'epoch': 0.58}                                                                                                                          
{'loss': 0.17, 'grad_norm': 0.3479376435279846, 'learning_rate': 0.0001707142857142857, 'epoch': 0.59}                                                                                                                              
{'loss': 0.0911, 'grad_norm': 0.2443164438009262, 'learning_rate': 0.00017062500000000001, 'epoch': 0.59}                                                                                                                           
{'loss': 0.1595, 'grad_norm': 0.37175247073173523, 'learning_rate': 0.0001705357142857143, 'epoch': 0.59}                                                                                                                           
{'loss': 0.1819, 'grad_norm': 0.8105106353759766, 'learning_rate': 0.00017044642857142858, 'epoch': 0.59}                                                                                                                           
{'loss': 0.1419, 'grad_norm': 0.41789382696151733, 'learning_rate': 0.00017035714285714286, 'epoch': 0.59}                                                                                                                          
{'loss': 0.1378, 'grad_norm': 0.3544580042362213, 'learning_rate': 0.00017026785714285717, 'epoch': 0.59}                                                                                                                           
{'loss': 0.1244, 'grad_norm': 0.42853933572769165, 'learning_rate': 0.00017017857142857142, 'epoch': 0.6}                                                                                                                           
{'loss': 0.1316, 'grad_norm': 0.40216806530952454, 'learning_rate': 0.00017008928571428573, 'epoch': 0.6}                                                                                                                           
{'loss': 0.1771, 'grad_norm': 0.551907479763031, 'learning_rate': 0.00017, 'epoch': 0.6}                                                                                                                                            
{'loss': 0.0909, 'grad_norm': 0.252224326133728, 'learning_rate': 0.0001699107142857143, 'epoch': 0.6}                                                                                                                              
{'loss': 0.137, 'grad_norm': 0.41144806146621704, 'learning_rate': 0.00016982142857142858, 'epoch': 0.6}                                                                                                                            
{'loss': 0.1281, 'grad_norm': 0.33881276845932007, 'learning_rate': 0.00016973214285714288, 'epoch': 0.61}                                                                                                                          
{'loss': 0.1264, 'grad_norm': 0.415601521730423, 'learning_rate': 0.00016964285714285714, 'epoch': 0.61}                                                                                                                            
{'loss': 0.1097, 'grad_norm': 0.36630821228027344, 'learning_rate': 0.00016955357142857145, 'epoch': 0.61}                                                                                                                          
{'loss': 0.141, 'grad_norm': 0.4145031273365021, 'learning_rate': 0.00016946428571428573, 'epoch': 0.61}                                                                                                                            
{'loss': 0.1117, 'grad_norm': 0.3725888431072235, 'learning_rate': 0.000169375, 'epoch': 0.61}                                                                                                                                      
{'loss': 0.1329, 'grad_norm': 0.3256978690624237, 'learning_rate': 0.0001692857142857143, 'epoch': 0.61}                                                                                                                            
{'loss': 0.1599, 'grad_norm': 0.5352663397789001, 'learning_rate': 0.0001691964285714286, 'epoch': 0.62}                                                                                                                            
{'loss': 0.0815, 'grad_norm': 0.21071510016918182, 'learning_rate': 0.00016910714285714286, 'epoch': 0.62}                                                                                                                          
{'loss': 0.2035, 'grad_norm': 0.5132636427879333, 'learning_rate': 0.00016901785714285716, 'epoch': 0.62}                                                                                                                           
{'loss': 0.1041, 'grad_norm': 0.2577379047870636, 'learning_rate': 0.00016892857142857145, 'epoch': 0.62}                                                                                                                           
{'loss': 0.1288, 'grad_norm': 0.3977448344230652, 'learning_rate': 0.00016883928571428573, 'epoch': 0.62}                                                                                                                           
{'loss': 0.1334, 'grad_norm': 0.31478339433670044, 'learning_rate': 0.00016875, 'epoch': 0.62}                                                                                                                                      
{'loss': 0.1369, 'grad_norm': 0.3745705485343933, 'learning_rate': 0.0001686607142857143, 'epoch': 0.63}                                                                                                                            
{'loss': 0.1998, 'grad_norm': 0.5946390628814697, 'learning_rate': 0.00016857142857142857, 'epoch': 0.63}                                                                                                                           
{'loss': 0.1123, 'grad_norm': 0.22293025255203247, 'learning_rate': 0.00016848214285714285, 'epoch': 0.63}                                                                                                                          
{'loss': 0.1805, 'grad_norm': 0.5299361944198608, 'learning_rate': 0.00016839285714285716, 'epoch': 0.63}                                                                                                                           
{'loss': 0.0793, 'grad_norm': 0.3110266625881195, 'learning_rate': 0.00016830357142857142, 'epoch': 0.63}                                                                                                                           
{'loss': 0.1318, 'grad_norm': 0.27657026052474976, 'learning_rate': 0.00016821428571428573, 'epoch': 0.64}                                                                                                                          
{'loss': 0.1825, 'grad_norm': 0.4575372338294983, 'learning_rate': 0.000168125, 'epoch': 0.64}                                                                                                                                      
{'loss': 0.1449, 'grad_norm': 0.32711246609687805, 'learning_rate': 0.0001680357142857143, 'epoch': 0.64}                                                                                                                           
{'loss': 0.1447, 'grad_norm': 0.46753931045532227, 'learning_rate': 0.00016794642857142857, 'epoch': 0.64}                                                                                                                          
{'loss': 0.1499, 'grad_norm': 0.39719119668006897, 'learning_rate': 0.00016785714285714288, 'epoch': 0.64}                                                                                                                          
{'loss': 0.1534, 'grad_norm': 0.3892233669757843, 'learning_rate': 0.00016776785714285713, 'epoch': 0.64}                                                                                                                           
{'loss': 0.1303, 'grad_norm': 0.3602142035961151, 'learning_rate': 0.00016767857142857144, 'epoch': 0.65}                                                                                                                           
{'loss': 0.1446, 'grad_norm': 0.4368833005428314, 'learning_rate': 0.00016758928571428572, 'epoch': 0.65}                                                                                                                           
{'loss': 0.1387, 'grad_norm': 0.3743327856063843, 'learning_rate': 0.0001675, 'epoch': 0.65}                                                                                                                                        
{'loss': 0.0712, 'grad_norm': 0.20271730422973633, 'learning_rate': 0.0001674107142857143, 'epoch': 0.65}                                                                                                                           
{'loss': 0.0728, 'grad_norm': 0.19857315719127655, 'learning_rate': 0.0001673214285714286, 'epoch': 0.65}                                                                                                                           
{'loss': 0.136, 'grad_norm': 0.4197899401187897, 'learning_rate': 0.00016723214285714285, 'epoch': 0.66}                                                                                                                            
{'loss': 0.1769, 'grad_norm': 0.5407019257545471, 'learning_rate': 0.00016714285714285716, 'epoch': 0.66}                                                                                                                           
{'loss': 0.1667, 'grad_norm': 0.4484488368034363, 'learning_rate': 0.00016705357142857144, 'epoch': 0.66}                                                                                                                           
{'loss': 0.1063, 'grad_norm': 0.2701769173145294, 'learning_rate': 0.00016696428571428572, 'epoch': 0.66}                                                                                                                           
{'loss': 0.1535, 'grad_norm': 0.5252837538719177, 'learning_rate': 0.000166875, 'epoch': 0.66}                                                                                                                                      
{'loss': 0.1983, 'grad_norm': 0.4711739718914032, 'learning_rate': 0.0001667857142857143, 'epoch': 0.66}                                                                                                                            
{'loss': 0.0933, 'grad_norm': 0.21962113678455353, 'learning_rate': 0.00016669642857142857, 'epoch': 0.67}                                                                                                                          
{'loss': 0.1416, 'grad_norm': 0.4277861416339874, 'learning_rate': 0.00016660714285714288, 'epoch': 0.67}                                                                                                                           
{'loss': 0.1496, 'grad_norm': 0.34750789403915405, 'learning_rate': 0.00016651785714285716, 'epoch': 0.67}                                                                                                                          
{'loss': 0.1136, 'grad_norm': 0.25348398089408875, 'learning_rate': 0.00016642857142857144, 'epoch': 0.67}                                                                                                                          
{'loss': 0.1521, 'grad_norm': 0.2705795466899872, 'learning_rate': 0.00016633928571428572, 'epoch': 0.67}                                                                                                                           
{'loss': 0.1293, 'grad_norm': 0.2981117367744446, 'learning_rate': 0.00016625000000000003, 'epoch': 0.68}                                                                                                                           
{'loss': 0.1771, 'grad_norm': 0.4054511487483978, 'learning_rate': 0.00016616071428571428, 'epoch': 0.68}                                                                                                                           
{'loss': 0.1207, 'grad_norm': 0.34921759366989136, 'learning_rate': 0.0001660714285714286, 'epoch': 0.68}                                                                                                                           
{'loss': 0.142, 'grad_norm': 0.37399211525917053, 'learning_rate': 0.00016598214285714287, 'epoch': 0.68}                                                                                                                           
{'loss': 0.1315, 'grad_norm': 0.2573835551738739, 'learning_rate': 0.00016589285714285716, 'epoch': 0.68}                                                                                                                           
{'loss': 0.1685, 'grad_norm': 0.35323888063430786, 'learning_rate': 0.00016580357142857144, 'epoch': 0.68}                                                                                                                          
{'loss': 0.0913, 'grad_norm': 0.22668999433517456, 'learning_rate': 0.00016571428571428575, 'epoch': 0.69}                                                                                                                          
{'loss': 0.1727, 'grad_norm': 0.44720327854156494, 'learning_rate': 0.000165625, 'epoch': 0.69}                                                                                                                                     
{'loss': 0.1151, 'grad_norm': 0.31345653533935547, 'learning_rate': 0.00016553571428571428, 'epoch': 0.69}                                                                                                                          
{'loss': 0.091, 'grad_norm': 0.5627659559249878, 'learning_rate': 0.0001654464285714286, 'epoch': 0.69}                                                                                                                             
{'loss': 0.1305, 'grad_norm': 0.26403188705444336, 'learning_rate': 0.00016535714285714285, 'epoch': 0.69}                                                                                                                          
{'loss': 0.1258, 'grad_norm': 0.2583398222923279, 'learning_rate': 0.00016526785714285715, 'epoch': 0.69}                                                                                                                           
{'loss': 0.146, 'grad_norm': 0.28691837191581726, 'learning_rate': 0.00016517857142857144, 'epoch': 0.7}                                                                                                                            
{'loss': 0.0839, 'grad_norm': 0.2602730095386505, 'learning_rate': 0.00016508928571428572, 'epoch': 0.7}                                                                                                                            
{'loss': 0.1245, 'grad_norm': 0.5323063731193542, 'learning_rate': 0.000165, 'epoch': 0.7}                                                                                                                                          
{'loss': 0.1425, 'grad_norm': 0.31432461738586426, 'learning_rate': 0.0001649107142857143, 'epoch': 0.7}                                                                                                                            
{'loss': 0.136, 'grad_norm': 0.31114456057548523, 'learning_rate': 0.00016482142857142856, 'epoch': 0.7}                                                                                                                            
{'loss': 0.1462, 'grad_norm': 0.305806040763855, 'learning_rate': 0.00016473214285714287, 'epoch': 0.71}                                                                                                                            
{'loss': 0.1281, 'grad_norm': 0.36875995993614197, 'learning_rate': 0.00016464285714285715, 'epoch': 0.71}                                                                                                                          
{'loss': 0.1575, 'grad_norm': 0.33695533871650696, 'learning_rate': 0.00016455357142857143, 'epoch': 0.71}                                                                                                                          
{'loss': 0.1094, 'grad_norm': 0.27342769503593445, 'learning_rate': 0.00016446428571428572, 'epoch': 0.71}                                                                                                                          
{'loss': 0.1599, 'grad_norm': 0.41245001554489136, 'learning_rate': 0.00016437500000000002, 'epoch': 0.71}                                                                                                                          
{'loss': 0.1402, 'grad_norm': 0.4217531681060791, 'learning_rate': 0.00016428571428571428, 'epoch': 0.71}                                                                                                                           
{'loss': 0.1457, 'grad_norm': 0.34912270307540894, 'learning_rate': 0.0001641964285714286, 'epoch': 0.72}                                                                                                                           
{'loss': 0.1562, 'grad_norm': 0.40714800357818604, 'learning_rate': 0.00016410714285714287, 'epoch': 0.72}                                                                                                                          
{'loss': 0.1251, 'grad_norm': 0.2813239097595215, 'learning_rate': 0.00016401785714285715, 'epoch': 0.72}                                                                                                                           
{'loss': 0.0838, 'grad_norm': 0.22455619275569916, 'learning_rate': 0.00016392857142857143, 'epoch': 0.72}                                                                                                                          
{'loss': 0.0718, 'grad_norm': 0.2637650668621063, 'learning_rate': 0.00016383928571428574, 'epoch': 0.72}                                                                                                                           
{'loss': 0.1546, 'grad_norm': 0.3354046642780304, 'learning_rate': 0.00016375, 'epoch': 0.72}                                                                                                                                       
{'loss': 0.0724, 'grad_norm': 0.20823019742965698, 'learning_rate': 0.0001636607142857143, 'epoch': 0.73}                                                                                                                           
{'loss': 0.1142, 'grad_norm': 0.3100146949291229, 'learning_rate': 0.00016357142857142859, 'epoch': 0.73}                                                                                                                           
{'loss': 0.1226, 'grad_norm': 0.39702004194259644, 'learning_rate': 0.00016348214285714287, 'epoch': 0.73}                                                                                                                          
{'loss': 0.1601, 'grad_norm': 0.3479901850223541, 'learning_rate': 0.00016339285714285715, 'epoch': 0.73}                                                                                                                           
{'loss': 0.0963, 'grad_norm': 0.307828813791275, 'learning_rate': 0.00016330357142857146, 'epoch': 0.73}                                                                                                                            
{'loss': 0.0912, 'grad_norm': 0.31652042269706726, 'learning_rate': 0.0001632142857142857, 'epoch': 0.74}                                                                                                                           
{'loss': 0.1437, 'grad_norm': 0.29665642976760864, 'learning_rate': 0.00016312500000000002, 'epoch': 0.74}                                                                                                                          
{'loss': 0.0908, 'grad_norm': 0.39713913202285767, 'learning_rate': 0.0001630357142857143, 'epoch': 0.74}                                                                                                                           
{'loss': 0.1099, 'grad_norm': 0.25005242228507996, 'learning_rate': 0.00016294642857142858, 'epoch': 0.74}                                                                                                                          
{'loss': 0.1286, 'grad_norm': 0.40937089920043945, 'learning_rate': 0.00016285714285714287, 'epoch': 0.74}                                                                                                                          
{'loss': 0.1289, 'grad_norm': 0.3783995807170868, 'learning_rate': 0.00016276785714285715, 'epoch': 0.74}                                                                                                                           
{'loss': 0.1251, 'grad_norm': 0.36687397956848145, 'learning_rate': 0.00016267857142857143, 'epoch': 0.75}                                                                                                                          
{'loss': 0.1252, 'grad_norm': 0.405520498752594, 'learning_rate': 0.00016258928571428574, 'epoch': 0.75}                                                                                                                            
{'loss': 0.1308, 'grad_norm': 0.5808217525482178, 'learning_rate': 0.00016250000000000002, 'epoch': 0.75}                                                                                                                           
{'loss': 0.1485, 'grad_norm': 0.3491697907447815, 'learning_rate': 0.00016241071428571427, 'epoch': 0.75}                                                                                                                           
{'loss': 0.1058, 'grad_norm': 0.7656401991844177, 'learning_rate': 0.00016232142857142858, 'epoch': 0.75}                                                                                                                           
{'loss': 0.1421, 'grad_norm': 0.6691083312034607, 'learning_rate': 0.00016223214285714286, 'epoch': 0.76}                                                                                                                           
{'loss': 0.0889, 'grad_norm': 0.22563548386096954, 'learning_rate': 0.00016214285714285715, 'epoch': 0.76}                                                                                                                          
{'loss': 0.0869, 'grad_norm': 0.24920853972434998, 'learning_rate': 0.00016205357142857143, 'epoch': 0.76}                                                                                                                          
{'loss': 0.1003, 'grad_norm': 0.4129715859889984, 'learning_rate': 0.00016196428571428574, 'epoch': 0.76}                                                                                                                           
{'loss': 0.1533, 'grad_norm': 0.3233972489833832, 'learning_rate': 0.000161875, 'epoch': 0.76}                                                                                                                                      
{'loss': 0.0927, 'grad_norm': 0.1907539814710617, 'learning_rate': 0.0001617857142857143, 'epoch': 0.76}                                                                                                                            
{'loss': 0.1309, 'grad_norm': 0.3023698925971985, 'learning_rate': 0.00016169642857142858, 'epoch': 0.77}                                                                                                                           
{'loss': 0.1764, 'grad_norm': 0.40217235684394836, 'learning_rate': 0.00016160714285714286, 'epoch': 0.77}                                                                                                                          
{'loss': 0.0716, 'grad_norm': 0.16157220304012299, 'learning_rate': 0.00016151785714285714, 'epoch': 0.77}                                                                                                                          
{'loss': 0.0839, 'grad_norm': 0.2714090049266815, 'learning_rate': 0.00016142857142857145, 'epoch': 0.77}                                                                                                                           
{'loss': 0.1385, 'grad_norm': 0.41774168610572815, 'learning_rate': 0.0001613392857142857, 'epoch': 0.77}                                                                                                                           
{'loss': 0.1239, 'grad_norm': 0.21236564218997955, 'learning_rate': 0.00016125000000000002, 'epoch': 0.78}                                                                                                                          
{'loss': 0.1481, 'grad_norm': 0.3172364830970764, 'learning_rate': 0.0001611607142857143, 'epoch': 0.78}                                                                                                                            
{'loss': 0.0876, 'grad_norm': 0.26071542501449585, 'learning_rate': 0.00016107142857142858, 'epoch': 0.78}                                                                                                                          
{'loss': 0.129, 'grad_norm': 0.21419976651668549, 'learning_rate': 0.00016098214285714286, 'epoch': 0.78}                                                                                                                           
{'loss': 0.1564, 'grad_norm': 0.30623817443847656, 'learning_rate': 0.00016089285714285714, 'epoch': 0.78}                                                                                                                          
{'loss': 0.107, 'grad_norm': 0.23564070463180542, 'learning_rate': 0.00016080357142857142, 'epoch': 0.78}                                                                                                                           
{'loss': 0.1305, 'grad_norm': 0.2502971291542053, 'learning_rate': 0.00016071428571428573, 'epoch': 0.79}                                                                                                                           
{'loss': 0.1484, 'grad_norm': 0.31326448917388916, 'learning_rate': 0.00016062500000000001, 'epoch': 0.79}                                                                                                                          
{'loss': 0.1188, 'grad_norm': 0.27097365260124207, 'learning_rate': 0.0001605357142857143, 'epoch': 0.79}                                                                                                                           
{'loss': 0.0842, 'grad_norm': 0.20862655341625214, 'learning_rate': 0.00016044642857142858, 'epoch': 0.79}                                                                                                                          
{'loss': 0.1335, 'grad_norm': 0.31669536232948303, 'learning_rate': 0.00016035714285714286, 'epoch': 0.79}                                                                                                                          
{'loss': 0.1415, 'grad_norm': 0.30726930499076843, 'learning_rate': 0.00016026785714285714, 'epoch': 0.79}                                                                                                                          
{'loss': 0.1819, 'grad_norm': 0.48846855759620667, 'learning_rate': 0.00016017857142857145, 'epoch': 0.8}                                                                                                                           
