,epoch,idx,d_loss,g_loss,g_train_count,real_scores_mean,fake_scores_mean,real_fake_auroc,mean_gender_score,mean_quality_score,mean_age_score,mean_glass_score
260,18,250,1.324,1.1019,1,0.5907,-0.4074,0.875,0.9815,0.9959,0.0317,0.0182
261,18,300,1.1144,1.169,1,0.8436,-1.0561,0.9688,0.9742,0.9818,0.0231,0.0187
262,18,350,1.305,0.913,1,0.5822,-0.3066,0.9219,0.989,0.9876,0.0177,0.015
263,18,400,1.3213,0.8175,1,0.459,-0.5178,0.8438,0.96,0.9755,0.0279,0.021
264,18,450,1.55,1.1619,1,0.3813,-0.0693,0.6094,0.9689,0.9871,0.014,0.0075
265,18,500,1.3519,0.9603,1,0.3945,-0.5281,0.8906,0.9711,0.9951,0.0178,0.0384
266,18,550,1.4084,0.9024,1,0.6345,-0.3258,0.7969,0.9493,0.9776,0.0132,0.0158
267,18,600,1.3902,0.9699,1,0.4524,-0.3114,0.8438,0.9542,0.9732,0.0185,0.0252
268,19,0,1.5289,0.9517,1,0.1713,-0.2389,0.7656,0.9652,0.9901,0.0178,0.0065
269,19,50,1.2651,0.8448,1,0.4552,-0.5006,0.9375,0.975,0.9941,0.0181,0.009
270,19,100,1.317,0.8462,1,0.3795,-0.4766,0.9531,0.9605,0.9884,0.0182,0.0099
271,19,150,1.1707,1.0557,1,0.306,-1.1434,1.0,0.9776,0.997,0.0202,0.0073
272,19,200,1.2777,1.1829,1,0.3259,-0.7705,0.9062,0.9676,0.9872,0.022,0.0152
273,19,250,1.2338,0.6074,1,0.551,-0.6366,0.9688,0.9737,0.9905,0.0236,0.0201
274,19,300,1.2749,0.6862,1,0.4128,-0.5415,0.9688,0.987,0.9928,0.0198,0.0193
275,19,350,1.478,1.0696,1,0.1469,-0.3221,0.8125,0.9196,0.988,0.0225,0.0358
276,19,400,1.3915,0.8833,1,0.7682,0.0435,0.9375,0.9528,0.9882,0.0159,0.0186
277,19,450,1.5181,0.8456,1,0.1449,-0.3135,0.7812,0.9508,0.9958,0.0228,0.0187
278,19,500,1.3248,1.1689,1,0.6352,-0.3561,0.9062,0.9497,0.9882,0.0194,0.0153
279,19,550,1.3409,1.0487,1,0.7675,-0.1769,0.9219,0.9788,0.9758,0.0163,0.0104
280,19,600,1.3864,0.9291,1,0.3569,-0.3008,0.9688,0.9495,0.9939,0.0242,0.0107
281,20,0,1.6814,0.7824,1,-0.0971,-0.202,0.5312,0.9651,0.9822,0.0215,0.0147
282,20,50,1.4419,1.4524,1,-0.1183,-0.8161,0.8281,0.9624,0.9883,0.0263,0.0093
283,20,100,1.3843,1.3995,1,0.5143,-0.2429,0.875,0.9758,0.9832,0.0167,0.0072
284,20,150,1.5064,1.0155,1,0.3646,-0.0063,0.7656,0.9748,0.9812,0.0305,0.0256
285,20,200,1.5018,0.985,1,0.5343,-0.3905,0.7344,0.9805,0.9956,0.0179,0.0166
286,20,250,1.4508,1.0019,1,0.0107,-0.6479,0.7812,0.9673,0.9898,0.0165,0.0248
287,20,300,1.6267,1.0348,1,-0.0767,-0.3187,0.625,0.9602,0.9908,0.0186,0.0278
288,20,350,1.4966,0.8198,1,0.4222,-0.0893,0.8438,0.9591,0.9964,0.0221,0.0156
289,20,400,1.7234,1.2125,1,-0.064,0.0105,0.4219,0.9736,0.9889,0.0201,0.0233
290,20,450,1.4615,0.9602,1,0.5079,-0.1159,0.7969,0.9561,0.9878,0.0203,0.0065
291,20,500,1.3783,1.0047,1,0.8634,-0.1291,0.9375,0.9695,0.9843,0.0135,0.0194
292,20,550,1.5115,0.9483,1,0.2337,-0.4112,0.7031,0.9737,0.9966,0.0144,0.0326
293,20,600,1.3886,1.118,1,0.1969,-0.4281,0.9062,0.9786,0.9985,0.0354,0.0257
294,21,0,1.5331,0.9325,1,0.2743,-0.1784,0.6406,0.9436,0.9988,0.0279,0.0356
295,21,50,1.5383,0.9188,1,0.2089,-0.2467,0.6562,0.9643,0.9884,0.0293,0.0115
296,21,100,1.0681,1.0363,1,0.6702,-0.8783,0.9844,0.9533,0.9889,0.0142,0.0064
297,21,150,1.366,0.9198,1,0.2448,-0.4352,0.8438,0.9733,0.9742,0.0218,0.0061
298,21,200,1.5289,0.9055,1,0.1885,-0.3744,0.7188,0.9855,0.9854,0.0151,0.0185
299,21,250,1.3963,0.8927,1,0.4204,-0.1801,0.8438,0.9669,0.9941,0.0189,0.0077
300,21,300,1.2851,0.6981,1,0.548,-0.3748,0.9844,0.9836,0.9975,0.021,0.0171
301,21,350,1.473,0.9434,1,0.0023,-0.5339,0.8125,0.9758,0.9967,0.0182,0.0161
302,21,400,1.3724,0.8633,1,0.3239,-0.3944,0.8594,0.9461,0.9873,0.0182,0.0148
303,21,450,1.3467,0.9274,1,0.0336,-0.7568,0.9688,0.9576,0.9965,0.0189,0.0231
304,21,500,1.3014,0.9167,1,0.5368,-0.4004,0.9062,0.9477,0.9957,0.0185,0.0167
305,21,550,1.2365,0.7104,1,0.5901,-0.584,0.8906,0.9755,0.9882,0.0257,0.0158
306,21,600,1.4014,1.085,1,0.434,-0.4245,0.7812,0.9408,0.989,0.0242,0.0182
307,22,0,1.6177,0.6958,1,0.3274,0.1989,0.6406,0.9854,0.995,0.0215,0.0595
308,22,50,1.41,0.9417,1,0.1376,-0.5406,0.8438,0.9777,0.9809,0.0127,0.019
309,22,100,1.4975,1.0566,1,0.1087,-0.3435,0.75,0.9827,0.9911,0.0197,0.0118
310,22,150,1.4982,1.107,1,1.1413,0.2062,0.8125,0.9783,0.9961,0.0336,0.0251
311,22,200,1.5503,1.176,1,0.1472,-0.3052,0.6875,0.9558,0.9961,0.0207,0.0358
312,22,250,1.4204,1.1664,1,0.4733,-0.5043,0.7656,0.9675,0.9837,0.0147,0.0096
313,22,300,1.1815,1.4453,1,0.6069,-0.7701,0.9688,0.9396,0.9972,0.0274,0.0362
314,22,350,1.2343,0.9481,1,0.6805,-0.4358,1.0,0.9784,0.9965,0.0188,0.0183
315,22,400,1.258,0.9548,1,0.608,-0.4445,0.9531,0.9549,0.9837,0.0138,0.0255
316,22,450,1.3568,0.8871,1,0.4107,-0.2466,0.9219,0.9683,0.9906,0.0141,0.0075
317,22,500,1.3883,0.9325,1,0.691,-0.1517,0.8438,0.9847,0.9789,0.0176,0.0145
318,22,550,1.3897,0.8817,1,0.3438,-0.3208,0.8594,0.9878,0.9736,0.0164,0.015
319,22,600,1.4379,1.1178,1,0.393,-0.226,0.8281,0.9862,0.9912,0.0133,0.0227
320,23,0,1.4164,0.6825,1,0.7564,-0.2017,0.8125,0.9716,0.9917,0.0144,0.0078
321,23,50,1.3143,1.0005,1,0.3872,-0.5793,0.9219,0.9698,0.9828,0.0243,0.041
322,23,100,1.478,0.9834,1,0.2194,-0.3805,0.7031,0.9919,0.9932,0.02,0.0281
323,23,150,1.2928,0.9925,1,0.2995,-0.5962,0.9375,0.9858,0.9957,0.0188,0.0271
324,23,200,1.3409,1.07,1,0.5092,-0.3346,0.8906,0.9314,0.9981,0.0188,0.0136
325,23,250,1.5872,0.9911,1,0.6047,-0.2064,0.7656,0.9812,0.9968,0.017,0.0296
326,23,300,1.1496,0.8072,1,0.8698,-0.5305,0.9531,0.9482,0.9904,0.0177,0.0161
327,23,350,1.2715,0.8418,1,0.3173,-0.7879,0.9375,0.9693,0.9985,0.0195,0.0168
328,23,400,1.3806,0.9491,1,0.1677,-0.526,0.8281,0.9751,0.9963,0.0172,0.0178
329,23,450,1.3965,1.2913,1,0.4204,-0.3023,0.8438,0.9329,0.9962,0.0228,0.0317
330,23,500,1.2271,0.7706,1,0.5179,-0.5286,0.9531,0.969,0.9904,0.0204,0.0081
331,23,550,1.4924,1.2668,1,0.231,-0.1164,0.7812,0.9726,0.9844,0.0187,0.0156
332,23,600,1.5615,0.7654,1,0.4823,0.0422,0.6719,0.9681,0.9768,0.0156,0.0051
333,24,0,1.2142,0.9196,1,0.3536,-0.7678,0.875,0.9858,0.9904,0.0208,0.0167
334,24,50,1.1239,1.0594,1,1.188,-0.3606,1.0,0.9814,0.985,0.0159,0.0228
335,24,100,1.3064,1.0906,1,0.2338,-0.6412,1.0,0.9583,0.9748,0.017,0.0235
336,24,150,1.178,0.9271,1,0.5063,-0.7401,1.0,0.9581,0.9967,0.0123,0.0213
337,24,200,1.3814,1.0345,1,0.3211,-0.4475,0.7812,0.9625,0.9885,0.0205,0.0168
338,24,250,1.4234,1.1237,1,0.4608,-0.1688,0.7812,0.9717,0.981,0.0201,0.0212
339,24,300,1.2671,1.0376,1,0.3248,-0.557,0.9688,0.9628,0.9964,0.0187,0.023
340,24,350,1.5539,0.9115,1,-0.4447,-0.9502,0.7344,0.9688,0.9899,0.0246,0.0113
341,24,400,1.2629,0.7065,1,0.7316,-0.313,0.875,0.9529,0.9772,0.0136,0.0333
342,24,450,1.4246,0.8617,1,-0.0486,-0.7225,0.7969,0.9706,0.9834,0.023,0.0194
343,24,500,1.4468,1.0632,1,0.1145,-0.3734,0.75,0.9684,0.9807,0.0203,0.0293
344,24,550,1.3607,0.9641,1,0.5099,-0.251,0.8125,0.9816,0.9976,0.0129,0.0063
345,24,600,1.3534,0.7903,1,0.1368,-0.6723,0.9062,0.9912,0.9913,0.0138,0.0074
346,25,0,1.1517,0.8334,1,0.738,-0.6579,0.9844,0.9716,0.994,0.0179,0.0119
347,25,50,1.3092,1.0368,1,0.4268,-0.5391,0.8281,0.9677,0.9927,0.0143,0.0208
348,25,100,1.4133,1.0899,1,0.4295,-0.1943,0.7656,0.9731,0.9834,0.0194,0.0068
349,25,150,1.3099,0.9337,1,0.1832,-0.6919,0.8906,0.9837,0.9848,0.0174,0.0063
350,25,200,1.3352,1.1163,1,0.5837,-0.4,0.8438,0.9824,0.9791,0.0172,0.0151
351,25,250,1.5807,0.9037,1,0.4466,0.0325,0.625,0.983,0.9913,0.0242,0.0086
352,25,300,1.5009,0.99,1,0.1011,-0.3723,0.7031,0.9781,0.9886,0.0198,0.03
353,25,350,1.4701,1.3648,1,0.3098,-0.2017,0.7656,0.9736,0.9771,0.0253,0.0139
354,25,400,1.5964,1.0535,1,0.0403,-0.1633,0.7031,0.9772,0.995,0.0156,0.0155
355,25,450,1.2937,0.8167,1,0.7363,-0.2208,0.9062,0.9728,0.998,0.0149,0.0191
356,25,500,1.3802,0.683,1,0.6469,-0.1426,0.8594,0.9917,0.983,0.0178,0.0113
357,25,550,1.4111,0.9253,1,0.6039,-0.0177,0.9219,0.982,0.9939,0.0162,0.0263
358,25,600,1.4616,0.6785,1,0.0927,-0.3966,0.8125,0.9857,0.9956,0.0185,0.015
359,26,0,1.1699,1.0083,1,0.4325,-0.8953,0.9688,0.9462,0.9976,0.0215,0.0143
360,26,50,1.5706,0.8801,1,0.0724,-0.2417,0.625,0.9705,0.9975,0.0174,0.0187
361,26,100,1.4643,1.0903,1,0.0985,-0.3634,0.8125,0.9674,0.9914,0.0168,0.0064
362,26,150,1.2793,0.83,1,0.2618,-0.7214,0.9219,0.9555,0.9823,0.0148,0.0176
363,26,200,1.198,0.8864,1,0.7305,-0.576,0.9531,0.961,0.9979,0.0183,0.0125
364,26,250,1.6385,0.9681,1,-0.0202,-0.1391,0.5469,0.9966,0.9939,0.0257,0.0079
365,26,300,1.3734,1.0267,1,0.3767,-0.3695,0.7812,0.983,0.9939,0.0187,0.0155
366,26,350,1.6335,1.052,1,-0.1773,-0.3004,0.5625,0.9828,0.9864,0.0206,0.0249
367,26,400,1.1614,0.8222,1,0.6639,-0.5945,0.9375,0.9426,0.9955,0.022,0.0338
368,26,450,1.398,0.8366,1,0.5855,-0.3634,0.8906,0.9775,0.99,0.0211,0.0075
369,26,500,1.3651,0.978,1,0.1477,-0.5574,0.9688,0.9955,0.9898,0.0162,0.0302
370,26,550,1.3808,1.0916,1,0.4249,-0.3847,0.8281,0.9641,0.9889,0.013,0.0177
371,26,600,1.283,0.9631,1,0.9002,-0.1573,0.9688,0.9649,0.9939,0.0199,0.0172
372,27,0,1.4083,0.9279,1,0.1554,-0.4884,0.7656,0.945,0.998,0.0182,0.0249
373,27,50,1.3174,1.095,1,0.845,-0.1226,0.8438,0.9789,0.9938,0.0163,0.0068
374,27,100,1.3837,1.0921,1,0.1159,-0.6788,0.7969,0.959,0.9908,0.0194,0.0254
375,27,150,1.3041,0.7933,1,0.7938,-0.1013,0.9531,0.9608,0.9961,0.0178,0.0081
376,27,200,1.5533,0.8361,1,0.0777,-0.282,0.6875,0.9886,0.9942,0.0177,0.0065
377,27,250,1.4397,0.7362,1,0.354,-0.3432,0.7344,0.9915,0.9903,0.0223,0.0098
378,27,300,1.208,0.9661,1,0.349,-0.7997,0.9688,0.9798,0.9955,0.0155,0.0073
379,27,350,1.3775,0.7877,1,0.1437,-0.438,0.8438,0.9668,0.9987,0.0154,0.0065
380,27,400,1.1222,0.7708,1,0.6282,-0.73,0.9844,0.9686,0.9985,0.0185,0.0172
381,27,450,1.2952,0.8923,1,0.518,-0.3438,0.8594,0.9946,0.9916,0.0178,0.0149
382,27,500,1.5153,1.0774,1,0.0589,-0.3142,0.7656,0.9514,0.9971,0.0313,0.0162
383,27,550,1.4828,0.8446,1,0.0767,-0.6369,0.7031,0.9786,0.9765,0.0208,0.0186
384,27,600,1.3606,0.8017,1,0.4843,-0.2966,0.9219,0.9743,0.9987,0.0156,0.0067
385,28,0,1.1801,0.8071,1,0.5769,-0.7157,0.9844,0.9866,0.99,0.0133,0.0176
386,28,50,1.4311,0.8935,1,0.2481,-0.3566,0.75,0.9787,0.9964,0.015,0.0189
387,28,100,1.5201,1.0082,1,0.3108,-0.1696,0.8438,0.9922,0.9827,0.0262,0.0206
388,28,150,1.3484,1.0553,1,0.2838,-0.3887,0.9062,0.9405,0.9923,0.0226,0.0142
389,28,200,1.3318,1.0731,1,0.4383,-0.3844,0.7969,0.9782,0.9967,0.0169,0.009
390,28,250,1.401,0.863,1,0.4331,-0.2278,0.7812,0.988,0.9982,0.02,0.0113
391,28,300,1.318,1.045,1,0.8034,-0.1701,0.8438,0.9818,0.9878,0.017,0.0119
392,28,350,1.4013,0.8479,1,0.3651,-0.2617,0.7656,0.9905,0.9863,0.0184,0.012
393,28,400,1.2704,0.921,1,0.361,-0.4661,0.9375,0.9772,0.9963,0.0192,0.0298
394,28,450,1.1608,1.1603,1,1.0204,-0.3697,0.9688,0.9799,0.9895,0.0125,0.0174
395,28,500,1.3095,0.9611,1,0.4318,-0.3696,0.8594,0.9484,0.9807,0.0172,0.0142
396,28,550,1.355,0.934,1,0.2603,-0.5512,0.8281,0.9727,0.9919,0.026,0.0074
397,28,600,1.2494,0.8902,1,0.6186,-0.5775,0.9688,0.9603,0.989,0.0245,0.0181
398,29,0,1.461,0.7198,1,0.2602,-0.238,0.7031,0.9761,0.9956,0.0155,0.026
399,29,50,1.4758,0.8691,1,0.1884,-0.4889,0.7344,0.962,0.9964,0.0185,0.0078
400,29,100,1.4156,0.9563,1,0.3156,-0.2836,0.7969,0.9658,0.9987,0.0242,0.0196
401,29,150,1.4368,1.1388,1,0.5369,-0.0149,0.7812,0.9645,0.998,0.0204,0.0058
402,29,200,1.2723,0.9309,1,0.8698,-0.2268,0.9531,0.963,0.9895,0.0273,0.0133
403,29,250,1.2536,0.9198,1,0.6086,-0.4528,0.9375,0.9874,0.9916,0.0145,0.007
404,29,300,1.4667,1.0394,1,0.4626,0.0715,0.8594,0.9719,0.9948,0.0198,0.0161
405,29,350,1.5883,0.7612,1,-0.1792,-0.5071,0.6406,0.9746,0.9946,0.0196,0.0233
406,29,400,1.2435,0.9426,1,0.522,-0.628,0.9375,0.9841,0.9933,0.0154,0.008
407,29,450,1.2403,0.7509,1,0.4514,-0.6535,0.9844,0.9742,0.9964,0.0169,0.0055
408,29,500,1.3697,0.8556,1,0.4647,-0.3116,0.8125,0.9658,0.9794,0.0218,0.0084
409,29,550,1.4218,1.1395,1,0.4487,-0.2188,0.7344,0.9753,0.9804,0.0172,0.0149
410,29,600,1.3993,0.9005,1,0.4543,-0.3048,0.6719,0.9595,0.9966,0.0259,0.0166
411,30,0,1.3129,0.8501,1,0.4272,-0.3983,0.9062,0.9689,0.9982,0.0236,0.0172
412,30,50,1.286,0.9945,1,0.2377,-0.6662,0.9531,0.9854,0.9975,0.0208,0.0072
413,30,100,1.4933,0.7934,1,0.5624,0.1021,0.875,0.9825,0.9896,0.0209,0.0086
414,30,150,1.2249,0.7862,1,0.3823,-0.5073,0.9844,0.9768,0.994,0.0187,0.0281
415,30,200,1.2211,0.979,1,0.7181,-0.5369,0.9531,0.9798,0.9955,0.0166,0.0154
416,30,250,1.4403,0.7466,1,0.2676,-0.288,0.75,0.9698,0.9899,0.0205,0.0125
417,30,300,1.3564,0.7395,1,0.4664,-0.1876,0.8125,0.9847,0.9915,0.0188,0.016
418,30,350,1.2838,0.7987,1,0.6188,-0.5445,0.8438,0.9801,0.9978,0.0247,0.017
419,30,400,1.2195,0.9426,1,0.6347,-0.4558,1.0,0.9686,0.9972,0.016,0.0098
420,30,450,1.3819,0.996,1,0.1969,-0.5143,0.7969,0.975,0.9924,0.0172,0.0256
421,30,500,1.2419,1.0017,1,0.2123,-0.7549,1.0,0.9772,0.9835,0.0154,0.016
422,30,550,1.1298,1.0809,1,0.336,-1.1966,0.9844,0.9712,0.9803,0.0192,0.0191
423,30,600,1.2289,1.1937,1,0.3005,-0.7828,0.875,0.9626,0.9891,0.0177,0.0135
424,31,0,1.4639,0.8849,1,0.45,-0.1953,0.7188,0.9698,0.997,0.0213,0.0157
425,31,50,1.48,0.8953,1,0.1853,-0.2332,0.75,0.9652,0.9892,0.0183,0.018
426,31,100,1.3164,1.0043,1,0.4111,-0.3843,0.8906,0.9617,0.988,0.0195,0.0279
427,31,150,1.5165,0.9811,1,0.0885,-0.2903,0.7031,0.9755,0.9871,0.0179,0.0065
428,31,200,1.5021,1.1444,1,0.1135,-0.4262,0.7344,0.9723,0.9916,0.0123,0.0064
429,31,250,1.2478,0.7804,1,0.4493,-0.4728,0.9062,0.9522,0.9779,0.0152,0.0187
430,31,300,1.4728,0.9133,1,0.3062,-0.1501,0.7344,0.9817,0.9948,0.0193,0.0096
431,31,350,1.2573,0.7248,1,0.2959,-0.7998,0.875,0.9627,0.996,0.0156,0.0165
432,31,400,1.375,0.7076,1,0.454,-0.1815,0.8594,0.9633,0.9869,0.0181,0.0334
433,31,450,1.4675,1.0083,1,0.3326,-0.322,0.7656,0.9827,0.9915,0.017,0.0127
434,31,500,1.4829,1.1959,1,0.0113,-0.5024,0.625,0.9751,0.9943,0.0165,0.0105
435,31,550,1.3221,1.2078,1,0.2497,-0.5157,0.9375,0.9895,0.9959,0.0201,0.029
436,31,600,1.1558,1.0558,1,0.5497,-0.5968,1.0,0.9728,0.995,0.0216,0.0115
437,32,0,1.3635,0.9801,1,0.3265,-0.4299,0.9062,0.9834,0.9803,0.0168,0.0072
438,32,50,1.3475,0.8013,1,0.8654,0.035,1.0,0.9795,0.9873,0.0135,0.0178
439,32,100,1.4103,1.1136,1,0.1377,-0.4043,0.7656,0.9521,0.9988,0.0202,0.0076
440,32,150,1.2269,1.1382,1,0.5154,-0.602,0.9062,0.9623,0.995,0.015,0.0069
441,32,200,1.2642,0.8975,1,0.2289,-0.7646,0.9375,0.9719,0.994,0.0145,0.0074
442,32,250,1.5044,0.8306,1,0.1507,-0.229,0.7188,0.957,0.9872,0.0148,0.0244
443,32,300,1.4493,1.1475,1,0.1851,-0.2897,0.7656,0.9393,0.9846,0.0228,0.03
444,32,350,1.3913,0.9958,1,0.3904,-0.2727,0.8438,0.9791,0.9912,0.0286,0.0163
445,32,400,1.4001,0.7288,1,0.6732,-0.1113,0.8438,0.9855,0.9921,0.0287,0.0257
446,32,450,1.3304,0.746,1,0.4036,-0.5871,0.8281,0.9911,0.9986,0.0178,0.0203
447,32,500,1.3435,1.0161,1,0.3083,-0.5162,0.8125,0.9737,0.9872,0.0181,0.0177
448,32,550,1.2686,0.9408,1,0.5424,-0.3838,0.9219,0.9969,0.9853,0.015,0.016
449,32,600,1.1781,0.6032,1,0.6959,-0.5223,0.9375,0.9765,0.9898,0.0222,0.0063
450,33,0,1.2876,0.7422,1,0.8782,-0.1126,0.9531,0.9783,0.9958,0.0163,0.0259
451,33,50,1.5413,0.8332,1,0.4099,0.0925,0.7969,0.9655,0.997,0.0234,0.007
452,33,100,1.4395,0.8389,1,0.3675,-0.2981,0.7031,0.991,0.9929,0.0193,0.009
453,33,150,1.3793,0.9275,1,0.2186,-0.408,0.9375,0.972,0.9958,0.0172,0.0109
454,33,200,1.3861,0.9391,1,0.2661,-0.3965,0.7656,0.9544,0.9977,0.0178,0.0056
455,33,250,1.1249,1.4783,1,0.5673,-0.9079,0.9531,0.9857,0.991,0.0162,0.0197
456,33,300,1.4325,1.2749,1,-0.1792,-0.8533,0.7344,0.9825,0.9929,0.0201,0.0167
457,33,350,1.1751,1.0146,1,0.7389,-0.4896,0.9688,0.9891,0.9901,0.0137,0.0114
458,33,400,1.4294,1.153,1,0.3748,-0.0612,0.7969,0.9566,0.998,0.0241,0.0126
459,33,450,1.5937,1.1363,1,-0.1224,-0.3045,0.6094,0.9705,0.9929,0.0139,0.0107
460,33,500,1.3528,1.1424,1,0.3073,-0.4587,0.8438,0.9905,0.9921,0.021,0.0091
461,33,550,1.4381,1.0921,1,0.1177,-0.3868,0.8594,0.9826,0.9859,0.0165,0.0066
462,33,600,1.3957,0.9825,1,0.3853,-0.1885,0.8594,0.9603,0.9983,0.0168,0.0191
463,34,0,1.4075,0.9571,1,0.2292,-0.2869,0.8594,0.9426,0.9956,0.024,0.0382
464,34,50,1.37,0.7714,1,0.4031,-0.2463,0.8281,0.9776,0.988,0.0158,0.0162
465,34,100,1.3206,1.0853,1,0.2967,-0.5982,0.8906,0.9926,0.9851,0.0245,0.0108
466,34,150,1.6265,1.1895,1,-0.0844,-0.1558,0.5781,0.977,0.9791,0.0142,0.0163
467,34,200,1.2567,0.8937,1,0.6202,-0.383,0.8906,0.9442,0.9969,0.0212,0.0246
468,34,250,1.5847,0.834,1,0.2911,0.0873,0.6094,0.9451,0.9872,0.0205,0.0107
469,34,300,1.3321,0.8718,1,0.3515,-0.4663,0.8281,0.9805,0.9963,0.0158,0.0087
470,34,350,1.3559,0.9629,1,0.4206,-0.2902,0.8594,0.9939,0.9873,0.0142,0.0077
471,34,400,1.327,0.8791,1,0.4034,-0.3407,0.9375,0.9834,0.9967,0.017,0.0263
472,34,450,1.4818,0.8044,1,0.2781,-0.0464,0.75,0.9816,0.9901,0.0138,0.0081
473,34,500,1.3964,1.0714,1,0.0502,-0.5916,0.8438,0.9727,0.9859,0.0149,0.0165
474,34,550,1.1732,1.3949,1,0.5485,-0.6702,0.9375,0.9708,0.9907,0.0151,0.0091
475,34,600,1.381,0.7164,1,0.2399,-0.3653,0.8438,0.9883,0.9907,0.0132,0.012
476,35,0,1.4613,0.8226,1,0.239,-0.2861,0.7656,0.9709,0.9947,0.014,0.015
477,35,50,1.4143,1.0328,1,0.315,-0.2688,0.8438,0.9579,0.9894,0.0188,0.0089
478,35,100,1.5038,0.9772,1,0.2458,-0.0428,0.6406,0.9617,0.9875,0.0155,0.0094
479,35,150,1.1876,1.1059,1,0.2611,-0.8672,1.0,0.9628,0.9955,0.0297,0.0148
480,35,200,1.4035,0.926,1,0.468,-0.1383,0.75,0.9565,0.9937,0.0219,0.0056
481,35,250,1.2132,0.9385,1,0.2026,-0.9313,0.9688,0.9825,0.9961,0.0234,0.0065
482,35,300,1.4835,0.8313,1,0.2619,-0.2001,0.6406,0.9676,0.9974,0.0201,0.0066
483,35,350,1.4566,1.0417,1,0.0715,-0.377,0.7812,0.9746,0.99,0.0179,0.0159
484,35,400,1.6559,1.1601,1,-0.1634,-0.2057,0.5312,0.9751,0.9895,0.0188,0.0063
485,35,450,1.2308,1.0645,1,0.2827,-0.7897,0.9531,0.9806,0.9858,0.0258,0.0166
486,35,500,1.3331,0.7642,1,0.4856,-0.2261,0.8594,0.9864,0.9819,0.0149,0.0062
487,35,550,1.3935,0.9013,1,0.3144,-0.2837,0.8438,0.9351,0.9957,0.0135,0.0149
488,35,600,1.2608,1.1615,1,0.6698,-0.3839,0.9375,0.9856,0.9885,0.0222,0.0068
489,36,0,1.2269,0.9717,1,0.708,-0.3626,0.9375,0.9957,0.9932,0.0301,0.015
490,36,50,1.3125,0.779,1,0.7194,-0.1471,0.875,0.964,0.9959,0.0163,0.0267
491,36,100,1.3363,0.9828,1,0.2311,-0.4809,0.8906,0.9951,0.9861,0.0132,0.0079
492,36,150,1.4386,1.1578,1,0.0953,-0.4867,0.8125,0.9745,0.9959,0.0154,0.0067
493,36,200,1.3641,0.981,1,0.5601,-0.127,0.875,0.9769,0.9953,0.0183,0.0417
494,36,250,1.3432,0.8587,1,0.6516,-0.1121,0.9375,0.9814,0.979,0.0163,0.0268
495,36,300,1.2777,0.9643,1,0.5062,-0.3214,0.9219,0.9763,0.9942,0.0126,0.0238
496,36,350,1.163,0.7796,1,0.6964,-0.4934,0.9844,0.98,0.9962,0.0146,0.0117
497,36,400,1.258,0.9588,1,0.5057,-0.3899,1.0,0.9763,0.9972,0.0162,0.0065
498,36,450,1.2353,1.0546,1,0.6845,-0.4223,0.875,0.9788,0.9828,0.0174,0.0259
499,36,500,1.4766,0.7382,1,0.4594,-0.0356,0.7344,0.9881,0.9792,0.0203,0.0093
500,36,550,1.4603,1.0079,1,0.497,0.0378,0.6562,0.9635,0.9958,0.0178,0.006
501,36,600,1.2974,1.1266,1,0.2975,-0.63,0.8594,0.9866,0.9891,0.0129,0.0073
502,37,0,1.2638,0.791,1,0.521,-0.5363,0.9688,0.9873,0.9982,0.0146,0.0147
503,37,50,1.1462,0.8695,1,1.0522,-0.3778,0.9844,0.9749,0.9866,0.0146,0.0175
504,37,100,1.4412,1.1346,1,0.4917,-0.1873,0.6406,0.9786,0.9978,0.0222,0.0141
505,37,150,1.507,0.7595,1,0.4866,0.0807,0.6719,0.9789,0.9877,0.0163,0.03
506,37,200,1.3047,0.8483,1,0.4211,-0.35,0.9062,0.984,0.9828,0.0167,0.0144
507,37,250,1.1807,0.832,1,1.0734,-0.1889,0.9844,0.9627,0.9933,0.0162,0.007
508,37,300,1.1302,1.0118,1,0.4437,-0.8084,1.0,0.9929,0.9988,0.0219,0.0203
509,37,350,1.4378,0.634,1,0.2919,-0.1173,0.75,0.9806,0.9965,0.0207,0.0096
510,37,400,1.1414,0.8297,1,0.8044,-0.5021,0.9844,0.9798,0.9847,0.0162,0.0089
511,37,450,1.4635,1.1264,1,0.1379,-0.2765,0.7344,0.9737,0.9776,0.0139,0.0066
512,37,500,1.2326,0.7175,1,0.898,-0.3886,0.9219,0.979,0.994,0.014,0.0068
513,37,550,1.2291,0.8288,1,0.409,-0.6531,0.9219,0.9635,0.9932,0.0125,0.0176
514,37,600,1.4022,0.9859,1,0.2487,-0.378,0.8125,0.966,0.9956,0.0183,0.0083
515,38,0,1.1395,0.8376,1,1.0651,-0.2759,0.9688,0.9736,0.989,0.021,0.0171
516,38,50,1.2197,1.2302,1,0.5552,-0.5901,0.9219,0.984,0.9988,0.0206,0.008
517,38,100,1.2856,0.9455,1,0.2158,-0.6871,0.875,0.9721,0.9978,0.0188,0.0274
518,38,150,1.4137,1.1065,1,0.4761,-0.035,0.8906,0.9816,0.9971,0.0186,0.0078
519,38,200,1.2883,1.1925,1,0.5715,-0.2719,0.9219,0.9928,0.9868,0.0172,0.0068
520,38,250,1.206,1.4307,1,0.6069,-0.7291,0.9531,0.9818,0.9807,0.0106,0.0075
521,38,300,1.2651,0.8396,1,0.2011,-0.7409,0.9531,0.9954,0.9978,0.0164,0.009
