img_no,hair_color,hair_length,background_score,hairstyle
5979,-0.9365,0.4914,0.2793,-0.0283
5980,-1.0667,0.8396,1.6145,-0.2055
5981,-1.242,0.0068,1.154,0.908
5982,-1.5799,-0.7791,-0.2905,1.4123
5983,-1.0491,0.7837,1.1979,1.1647
5984,0.2453,0.9683,0.7707,0.375
5985,0.1683,0.5982,0.5423,0.8678
5986,0.7092,0.9768,-1.1284,-0.1283
5987,-0.4475,0.1797,1.2176,-0.8647
5988,0.9274,1.2698,1.0771,-0.759
5989,1.1981,-2.549,-1.2481,-0.1941
5990,-0.8013,0.1233,0.8014,-0.4241
5991,-1.0618,0.2804,0.9867,-0.3047
5992,-0.5663,-0.0587,1.2551,0.8786
5993,-1.0228,0.922,-0.2257,0.5849
5994,-1.4049,0.2762,1.2915,-0.3455
5995,0.1929,0.7135,1.0113,0.5923
5996,0.1801,0.2073,-0.1429,0.1329
5997,-0.6245,-0.0965,0.8547,0.5272
5998,-0.5512,-0.3479,-0.9554,0.9378
5999,-1.124,0.2662,0.5781,-0.1917
6000,0.5871,-1.0621,-0.1546,1.2279
6001,-0.4265,0.6392,0.4394,-0.4976
6002,0.1725,0.6841,1.1345,-0.9764
6003,1.5624,0.7564,-1.7743,-0.4188
6004,-1.0085,0.7259,0.419,0.6452
6005,-1.2948,0.2257,-0.7995,0.5957
6006,-0.7478,0.5397,1.3479,0.6796
6007,-0.4956,-0.6536,-0.6697,1.5683
6008,-0.4568,0.5011,1.438,-0.1619
6009,1.0951,-0.0444,0.889,-1.135
6010,-0.5787,0.9523,1.5019,-0.26
6011,-0.6599,-0.263,-1.5299,0.9154
6012,-1.1158,0.41,1.1973,-0.0103
6013,-0.7395,1.4969,0.6383,0.43
6014,-1.1247,0.2074,1.8993,-0.9189
6015,-0.837,0.8788,-1.0698,0.0113
6016,-0.0092,0.691,0.9959,-0.1098
6017,0.4581,0.413,-1.5128,1.0184
6018,0.0465,0.8384,-0.4816,0.8674
6019,-0.4454,0.1737,-0.0803,0.3116
6020,-0.8377,0.9487,1.2194,-0.3013
6021,0.7807,0.8839,-1.4787,0.0263
6022,0.3797,-1.9925,1.4876,0.728
6023,-0.4471,0.2777,1.4735,0.1687
6024,-0.8836,-0.5629,-0.476,0.1845
6025,-0.8158,0.4688,0.9348,-0.0408
6026,-0.9262,0.3737,1.3956,-0.0966
6027,0.0719,0.5645,1.2694,-0.268
6028,1.5755,-0.1219,1.156,-0.302
6029,-0.347,0.5622,0.2864,-0.2512
6030,-0.5617,-2.5464,-0.1251,-0.374
6031,-0.9668,-0.0149,0.9297,1.0511
6032,-0.8353,-0.0946,1.0169,0.3275
6033,-0.9826,0.3112,1.3138,0.1703
6034,-0.3767,-0.4141,0.9931,0.6698
6035,-0.1474,0.6674,1.4753,-0.6186
6036,-1.3051,-0.1503,0.2825,-0.3205
6037,0.0811,0.8703,-0.243,0.4832
6038,-0.2639,0.2838,0.6848,-0.7537
6039,0.3557,0.6473,0.2265,-0.03
6040,-0.5556,-0.0141,1.4987,1.2159
6041,-0.0029,0.8294,1.2242,-0.6237
6042,-0.7859,-0.0324,-1.4549,0.5656
6043,0.0432,0.7426,1.2241,-0.2465
6044,-0.2104,0.3526,-1.4028,1.2344
6045,-0.9212,0.1938,2.0625,0.2786
6046,0.7504,0.6131,1.2906,-1.2099
6047,1.6945,0.1123,-0.5422,-0.2681
6048,-0.8275,0.8517,1.4005,-0.4812
6049,-1.2936,0.7933,1.5158,-0.8073
6050,-0.7241,0.6977,1.1647,-0.2489
6051,0.7689,0.8793,-1.785,0.0061
6052,1.5015,0.9051,-0.128,0.1452
6053,0.2202,-0.3506,-1.2957,1.0164
6054,0.6515,0.9621,1.611,-0.8578
6055,-0.6601,1.3364,1.2177,-0.5921
6056,0.31,-0.5729,-0.5627,0.3455
6057,-0.6793,0.6938,1.0245,-0.1465
6058,-1.0316,0.3253,-0.0422,0.4105
6059,2.0898,1.0472,-1.0669,-0.3318
6060,-0.4623,0.9667,-0.3643,0.3509
6061,-1.1033,1.1399,1.0756,0.4584
6062,-1.2268,0.4918,0.6663,0.0738
6063,-0.5553,-0.0497,-1.3919,-0.7956
6064,-1.201,0.77,-0.6688,0.7804
6065,-1.3546,0.5254,1.0681,1.0394
6066,-0.2511,0.1901,-0.8972,-0.5868
6067,-0.736,0.9987,1.7115,1.0229
6068,0.2386,0.6033,-1.26,0.3953
6069,-0.3086,-0.9914,-0.2368,-0.456
6070,-0.8634,-0.4662,-1.0807,1.8678
6071,-0.2783,-0.0202,-1.1431,-0.0219
6072,-0.2584,-1.5028,-0.8875,0.0695
6073,-0.8053,0.6705,1.4328,0.6361
6074,-0.9416,0.4782,-0.7023,-0.6042
6075,-0.8587,-0.0224,1.3543,0.1351
6076,0.4724,0.9499,0.9027,-1.0265
6077,1.1513,0.5468,1.0825,-1.1191
6078,1.0775,0.8374,1.4016,-0.2986
6079,-0.45,0.824,1.0415,-1.0825
6080,-0.9697,1.2235,1.0606,-0.0069
6081,-0.4374,0.5941,1.1084,0.1076
6082,-0.9428,0.0204,0.4028,0.2671
6083,1.4534,1.0947,-0.8383,-0.3899
6084,-0.571,0.6899,1.0381,-0.0745
6085,-0.9962,1.0357,1.3739,0.0485
6086,2.2327,0.6179,0.8927,-0.8268
6087,0.4602,0.1316,1.5339,-0.8179
6088,-1.2469,0.2646,1.318,0.0155
6089,-0.2122,0.0734,1.6861,-0.264
6090,-0.5373,-0.0446,-1.8967,0.3664
6091,-0.5794,-1.5773,0.6993,1.8066
6092,-0.7756,0.8374,-0.1747,-0.0519
6093,0.3852,-1.0337,0.4262,1.3317
6094,-0.0378,-2.0535,-1.6918,-0.1991
6095,-0.8031,0.6981,-0.6099,0.5043
6096,1.8031,0.1619,0.463,-0.4011
6097,-0.7595,-1.6972,1.2149,1.0825
6098,-1.3493,0.8416,1.2214,-0.3094
6099,0.3869,0.445,1.6114,-0.4282
6100,0.8183,0.7519,-1.4474,0.8486
6101,-0.8055,0.176,1.3299,0.1632
6102,0.6883,0.9154,-0.7747,0.1945
6103,-0.3497,0.377,1.6693,-1.2638
6104,-0.2147,0.3581,1.4173,-0.7338
6105,0.9482,0.8766,1.4683,-0.2244
6106,0.2651,0.894,0.8557,-0.9361
6107,-0.1973,0.4111,1.6439,-0.1147
6108,-0.854,-0.0291,0.2656,-0.0762
6109,1.001,0.2402,-1.1827,1.1842
6110,-0.1595,0.6457,0.7766,-0.2772
6111,-0.6527,0.1715,1.3363,0.5842
6112,0.6415,-0.0204,1.4631,-0.2359
6113,-1.0726,-0.0726,1.0021,0.7007
6114,-0.0282,0.748,1.0019,-0.3592
6115,-0.4034,0.5289,-0.5488,-0.4611
6116,0.1393,0.6698,0.9545,-0.8646
6117,-0.5363,1.1022,1.7517,0.4129
6118,-0.7001,-0.1641,1.0744,0.2045
6119,-0.0248,0.0126,1.0982,-0.352
6120,-1.0367,1.294,1.1713,0.0244
6121,-0.941,0.6514,0.1505,1.0283
6122,1.3875,0.8062,1.0193,-0.4163
6123,1.9837,1.0657,-1.3969,0.6147
6124,0.3786,0.7081,1.3572,-0.4174
6125,0.5376,0.3992,0.8676,-0.8621
6126,0.7173,0.7397,1.6033,0.6183
6127,-0.7886,-0.4485,0.2476,-0.0126
6128,-0.7271,0.752,1.0404,0.1148
6129,-1.1317,0.8839,1.0061,0.1413
6130,-0.6562,0.4995,0.1916,-0.6056
6131,-0.0773,1.1347,1.2406,-0.3398
6132,-0.0627,1.1572,0.7712,-0.1258
6133,-0.9786,0.6866,-0.3045,-0.2537
6134,0.6905,0.7772,0.4213,0.8459
6135,-1.035,1.1433,1.7366,0.1125
6136,-1.2978,0.6383,1.41,0.2268
6137,-1.0582,0.9326,0.8479,0.5333
6138,-0.7179,1.1413,0.7928,-0.0194
6139,-0.491,-0.4308,-0.5104,0.522
6140,0.3287,1.2354,-0.3132,-0.5245
6141,0.3779,0.836,0.7717,-0.3518
6142,-0.4425,0.6135,0.06,0.1911
6143,1.5127,0.6692,-0.5642,-0.9648
6144,0.7897,0.4521,-0.0975,0.7057
6145,-0.3674,-3.5819,0.4649,-0.3309
6146,-1.0379,0.9977,0.2958,-0.7093
6147,-0.376,-2.6639,1.3532,0.5823
6148,-0.8085,0.9082,1.2097,-0.3047
6149,0.1161,0.7894,0.098,-0.6484
6150,-1.0109,0.8481,1.0184,-0.2399
6151,-0.2712,0.5861,-0.6298,-0.0964
6152,-0.4247,0.5179,0.2921,-0.6702
6153,0.5334,-0.1163,0.5456,-1.1372
6154,0.4354,0.8253,-1.1668,0.7802
6155,-0.9803,1.1273,0.6799,0.0493
6156,0.8525,1.0382,-0.3192,0.2815
6157,-0.6904,1.2053,1.5355,1.0474
6158,-0.293,-0.896,0.6768,1.0952
6159,1.0448,0.7438,0.9208,-1.3809
6160,-0.6482,1.0925,-0.7928,-0.1799
6161,-0.7674,0.1026,-0.0046,0.0286
6162,-0.695,0.3467,1.2732,-0.0427
6163,0.0111,0.0196,1.4437,-0.6776
6164,-0.5934,-0.0207,0.9373,1.2179
6165,-0.6911,0.3812,1.5159,0.6514
6166,-0.641,0.7778,1.143,-0.3379
6167,0.23,0.5544,1.0732,-0.7182
6168,0.9793,0.4401,0.6491,-1.4845
6169,-0.607,-0.0572,0.9553,0.3197
6170,0.1283,-0.0396,1.4431,0.0929
6171,-0.3894,0.0627,1.6334,-0.3508
6172,-0.8519,-0.3356,0.4424,0.5845
6173,-0.5393,0.7167,0.6927,-0.049
6174,0.2779,-1.488,1.2084,0.3736
6175,-0.9868,0.1379,1.1321,-1.0966
6176,-0.3304,0.0302,0.4651,-0.6659
6177,-0.9394,-0.5986,1.4915,0.4009
6178,0.7216,-0.1432,0.3062,-0.1268
6179,-0.5789,1.2666,-0.3816,0.9669
6180,-0.5484,0.8026,0.8278,-0.4155
6181,0.9219,1.0287,0.8941,-0.5515
6182,1.2758,0.9588,1.7749,0.1527
6183,-0.069,-1.9663,-0.889,1.3235
6184,-1.0086,0.7885,0.3662,-0.801
6185,-0.2213,0.7569,1.1203,-0.359
6186,-0.9948,0.8854,0.7849,0.0558
6187,-0.1932,-1.062,0.4252,1.0507
6188,-0.5971,0.778,1.7934,-0.114
6189,0.0281,-2.6476,-0.6186,0.6011
6190,1.4662,0.5711,0.6073,-0.4893
6191,0.6825,1.0236,1.8939,-0.5531
6192,-0.4789,0.9534,0.6058,-0.5651
6193,0.3779,0.1229,1.2802,-0.3021
6194,-1.0021,0.5998,0.8535,0.1342
6195,-0.5209,0.3953,-1.1505,1.3279
6196,-0.7666,0.2826,1.4145,0.3844
6197,-0.8839,0.438,1.3109,1.1317
6198,1.1372,0.8333,1.3309,-1.3924
6199,-0.2242,-0.077,1.4911,0.3406
6200,-1.0766,1.3729,1.1212,-0.6103
6201,-0.6909,0.5386,1.1282,0.4025
6202,0.2181,0.6824,0.6223,-0.5572
6203,-1.2323,0.1381,1.0708,1.0752
6204,-0.8366,-0.9459,0.1989,1.6364
6205,-0.5422,0.7923,-0.0754,-0.7337
6206,0.7587,1.1646,0.6231,-0.3094
6207,-0.8287,0.3379,1.2532,-0.3492
6208,-0.9322,0.1397,0.813,0.3918
6209,1.1078,0.4373,1.3024,-1.027
6210,0.7501,0.7506,-1.6003,1.5235
6211,-0.9339,0.7718,0.8871,0.2844
6212,-0.5735,0.8443,1.5353,0.0583
6213,1.6367,0.8935,0.2501,-1.1165
6214,-0.5055,-0.2554,0.3613,-0.3478
6215,-0.645,0.0819,-0.8646,0.0154
6216,-0.4419,0.0961,-0.3377,1.3802
6217,-0.8145,1.2503,1.0962,-0.1497
6218,-0.4633,0.6055,1.1605,-0.5769
6219,-0.9452,-0.0207,0.9981,1.0892
6220,-1.2595,0.0901,0.9452,0.2366
6221,0.9767,0.8454,0.6106,0.6701
6222,-0.7083,0.6882,0.5528,-0.0942
6223,-0.6475,0.5887,1.3716,-0.2452
6224,-0.9509,1.2065,0.9563,-1.518
6225,-0.9257,-0.5915,1.6844,0.3848
6226,1.1439,0.7847,1.1638,0.3996
6227,-0.5582,0.354,-0.4445,-0.0544
6228,-0.3243,0.461,0.3716,0.5501
6229,-0.596,0.8051,0.6874,0.3989
6230,-0.3943,0.6729,1.2627,-0.9977
6231,1.5433,0.4598,1.5346,-2.0503
6232,-0.754,-0.3885,0.3422,0.4441
6233,0.9072,-1.8302,1.1587,-0.6001
6234,-0.4843,0.697,1.0611,1.5104
6235,-0.7748,-0.1202,1.6586,1.6469
6236,-0.7113,0.8783,-0.8801,0.8079
6237,-0.6967,0.5705,0.4099,-0.4763
6238,1.5004,0.4626,0.2352,0.6225
6239,0.4621,0.5097,0.9328,0.9113
6240,-0.4944,-1.5628,1.2197,-0.2454
6241,-0.9464,1.3883,1.4674,-0.1707
6242,-1.4567,0.8166,0.8769,0.0775
6243,0.6429,1.035,1.3988,-0.7514
6244,-0.5556,0.1678,-0.2524,-0.0392
6245,-0.1032,0.5753,1.3253,0.3025
6246,0.5694,0.6606,0.6251,-0.6792
6247,-0.64,-1.2659,0.8968,0.5224
6248,-0.6503,-0.8118,1.2366,1.13
6249,-0.6561,0.947,-0.0867,-0.1499
6250,0.9064,0.5117,-1.5005,0.4883
6251,0.8723,1.0205,-0.8717,-0.0668
6252,0.9499,0.7887,0.582,-0.9435
6253,0.3921,0.8461,1.3731,-1.0042
6254,-0.9211,-1.8443,-1.2461,0.0922
6255,-0.8259,-0.6964,1.4345,1.9368
6256,-0.2144,-1.4663,0.9553,1.537
6257,-0.4514,1.0451,1.5346,0.0462
6258,1.0268,0.5938,-0.3658,-0.9023
6259,-0.8787,-2.1981,1.0465,0.6546
6260,-0.8213,1.6994,-0.0167,-0.5154
6261,-0.3408,0.8713,1.5656,-0.0737
6262,0.766,0.3598,0.5493,-0.6626
6263,-0.3071,0.5884,1.159,-1.25
6264,0.1815,0.7054,1.597,-0.2345
6265,-1.2796,0.4523,0.9914,1.0936
6266,-0.8554,1.3716,0.6075,-0.9824
6267,-0.3588,0.7055,1.2775,-0.5055
6268,1.1223,0.7456,1.5862,-1.9172
6269,-1.82,-2.5492,0.8715,-0.0358
6270,0.0233,0.6817,-1.4037,1.1808
6271,-0.9702,0.5834,1.2396,0.26
6272,-1.1344,-0.8619,0.562,0.8854
6273,-0.916,0.8396,1.4662,0.5166
6274,-0.002,-0.1149,1.6789,0.877
6275,-1.066,0.0085,0.1408,-0.0749
6276,-0.3384,0.1239,-0.9939,-0.1773
6277,-0.6091,-1.6571,-0.0585,0.0178
6278,-0.478,0.5365,1.1855,0.2723
6279,0.7897,1.0843,0.8627,0.1181
6280,-0.6593,0.5956,1.3674,-0.7634
6281,1.0072,0.8174,1.2343,-1.4923
6282,-0.7863,0.2492,-0.5175,0.9555
6283,-1.0584,1.1843,0.1718,-0.0245
6284,-0.3974,0.4181,-1.205,-0.1837
6285,-0.7743,0.7597,1.2035,0.7411
6286,-1.1646,1.025,0.7627,1.1574
6287,0.1593,0.4203,1.0206,-0.6432
6288,-0.9251,1.1958,1.4122,-0.4387
6289,-0.6255,0.5286,1.4096,-0.0854
6290,0.4374,1.208,1.3116,-0.1473
6291,1.8033,-0.4977,0.9446,0.3506
6292,0.7751,0.1172,0.313,0.0458
6293,-0.5417,0.7482,1.1295,-0.2348
6294,-0.6121,-0.6048,-0.8668,1.189
6295,-0.427,0.4453,1.4495,-0.1078
6296,0.0743,1.0384,1.429,0.2588
6297,1.4944,0.9388,0.8579,0.9244
6298,0.9468,0.4907,0.8159,-0.2487
6299,-0.7755,0.1017,0.7674,-0.7145
6300,-0.349,-0.4933,0.2465,-0.0842
6301,-0.2834,0.9727,1.4324,-0.8249
6302,1.2694,0.8116,1.1872,-1.3624
6303,-0.9818,0.3338,0.2365,0.2363
6304,-1.2087,1.1497,0.4358,-0.1074
6305,-0.4741,0.4505,1.6316,-0.7414
6306,-0.5053,0.5493,1.3211,0.4339
6307,0.6436,0.4969,0.9363,-0.6456
6308,-0.4248,0.7001,1.0183,-0.8269
6309,-0.8404,0.0365,0.4125,0.8392
6310,0.0,1.0173,0.1359,0.3838
6311,-1.1137,0.9404,0.9394,-0.0554
6312,0.0273,0.8432,0.9535,-0.6984
6313,-0.4561,0.6893,1.3167,-0.515
6314,-0.7113,0.833,1.2668,-0.3478
6315,0.9708,0.7947,1.3741,-1.1348
6316,-0.2803,0.4935,0.3109,0.2898
6317,-0.2552,0.2208,0.9181,-0.7657
6318,0.9087,0.9054,-0.8819,0.9564
6319,-0.4331,0.7514,1.1445,-0.4589
6320,1.6305,0.7807,0.4931,-0.1537
6321,-0.169,-2.0106,0.8801,0.4257
6322,0.7303,0.4666,1.0113,-0.6955
6323,-0.8509,-0.3762,-0.0673,0.6398
6324,1.9265,0.7607,-1.2291,-0.7954
6325,-0.4946,-1.4106,-1.0944,0.061
6326,-0.3771,0.9466,0.3702,0.0132
6327,1.0758,0.5817,0.8184,-0.5444
6328,-0.7518,0.2682,1.531,-0.1936
6329,-0.9111,0.9697,1.7017,-0.5668
6330,1.0485,0.98,0.1045,-0.7961
6331,0.2504,0.6844,1.2319,-1.0179
6332,-0.475,0.0659,1.0454,-0.036
6333,-1.0455,1.1715,0.9034,1.4249
6334,1.076,-0.3922,-1.0995,0.9829
6335,1.4449,0.626,-1.0702,-0.1951
6336,-0.7312,0.2274,-0.2162,-0.364
6337,-1.3927,0.3244,1.1806,0.1669
6338,0.7197,0.6555,-1.1549,-0.2624
6339,0.9032,-0.2139,0.0828,1.5095
6340,0.6879,1.1213,-1.5173,0.6264
6341,-0.5513,-0.2072,0.9467,0.2823
6342,-1.0852,-1.2579,1.023,1.0188
6343,-0.9367,0.159,1.4388,-0.6383
6344,-0.7409,0.3441,1.2129,-0.9399
6345,-0.3218,0.3226,-1.4155,-0.1778
6346,-0.2339,0.4312,1.0707,-0.8068
6347,-1.0116,-0.1051,-0.2857,0.6628
6348,-0.3817,0.9746,1.2543,-0.5201
6349,-0.6928,-0.5667,-0.1362,1.1349
6350,-0.4595,0.1681,1.5139,-0.4388
6351,0.7949,0.9583,-0.6581,-0.4765
6352,-0.7487,0.9656,0.525,0.2739
6353,-0.4126,1.1618,1.0836,-0.814
6354,-1.3762,-0.6486,-0.1608,-0.6979
6355,-0.9426,0.9678,1.1131,0.4738
6356,-0.1968,-3.1547,0.0854,2.1758
6357,-1.4708,0.3479,0.793,-0.3253
6358,-0.8348,0.7961,0.7505,-0.4952
6359,-0.2836,-3.0498,-0.7746,-0.2513
6360,-1.1301,0.1086,-0.3956,0.6505
6361,-0.6026,0.3322,1.1202,-0.4478
6362,0.8661,0.5321,0.1681,-1.1964
6363,-0.721,0.7809,1.0985,-0.9926
6364,0.9104,1.0725,-1.6855,0.8279
6365,-0.5846,0.7417,1.3028,0.1603
6366,-1.1848,0.5842,0.1848,0.1874
6367,-0.2369,0.6666,0.8505,0.7263
6368,-0.7107,0.2829,0.2034,0.0042
6369,-0.7509,0.9165,-1.058,0.5289
6370,-1.2785,0.642,-0.364,-0.542
6371,-1.1071,0.1012,0.7854,1.6807
6372,0.1772,-0.7385,0.9505,0.2786
6373,-0.6551,0.7147,-1.1007,-0.1898
6374,1.9858,0.7144,-0.7209,-1.3973
6375,-1.0274,-0.19,0.5765,0.7979
6376,-0.7547,0.2216,0.5311,0.0376
6377,1.1551,-0.0533,1.1806,-0.7954
6378,-1.1179,-0.5935,1.3265,-0.2097
6379,-0.8227,0.4169,1.1913,0.6691
6380,0.6019,-0.9808,-1.2142,-0.6576
6381,1.5606,0.9373,-0.0638,-0.0628
6382,0.277,0.4074,0.2053,-0.0777
6383,0.1182,-0.2302,1.2548,-1.6329
6384,-0.7292,1.1276,1.4034,-0.2695
6385,-0.3764,1.1608,1.5968,-0.4323
6386,0.0884,0.628,1.2685,-0.5363
6387,-1.0627,0.5434,0.2393,1.0355
6388,-0.5889,0.7022,0.3538,-0.2081
6389,-0.5579,0.0089,0.0839,1.4211
6390,-0.7523,0.6923,-0.627,-0.2165
6391,0.0617,0.6256,1.3967,-0.1332
6392,-0.6832,-1.2401,0.4119,0.5345
6393,-0.9215,1.1129,0.6661,-0.4697
6394,-0.4811,0.9125,1.343,-0.4396
6395,-0.9997,0.493,0.3478,-0.0273
6396,-1.1241,0.8285,0.5793,0.2825
6397,-1.1659,1.4524,0.0148,-0.1773
6398,1.8851,0.7905,-0.0894,0.5108
6399,-0.3827,-1.666,1.0552,0.1061
6400,-1.004,-0.5608,-0.6091,0.3407
6401,-1.0653,0.9725,0.4277,-1.1528
6402,-0.9062,1.1136,1.0463,0.0546
6403,-1.2863,-0.0925,-0.9027,0.5833
6404,-0.7603,1.0545,0.7974,0.0493
6405,0.6101,0.5491,0.5706,0.2417
6406,-0.9606,0.6709,0.569,-0.4752
6407,-0.7958,-0.4471,0.6501,0.3729
6408,-0.0254,1.0249,0.5624,-0.5229
6409,-0.3029,-1.6497,-1.0382,0.7198
6410,-0.5023,0.9724,1.0911,0.0953
6411,-1.0745,0.4625,-0.1703,-0.5639
6412,0.0448,0.0777,-0.5757,-0.6035
6413,-0.6426,1.0066,0.9451,0.3622
6414,-0.2764,0.6001,-1.4882,0.7277
6415,-0.4558,1.0867,-1.2393,0.2291
6416,1.4123,0.6751,-0.2107,-0.9541
6417,-0.8397,0.0076,0.9882,-0.6166
6418,-0.827,0.5087,1.0548,-0.9742
6419,-1.3058,1.1766,0.8787,1.3733
6420,-0.5841,-0.1909,1.485,-1.1129
6421,-1.0895,1.0255,0.1158,0.0588
6422,-0.4206,0.9342,1.2244,-0.2893
6423,-0.9581,0.9096,-0.0448,-0.1639
6424,-0.8556,0.3789,1.255,1.1562
6425,-0.616,0.6834,0.1001,0.1264
6426,0.0717,0.0532,0.877,0.5469
6427,0.6229,0.6181,-1.3986,0.3171
6428,-0.8064,0.4643,1.0979,-0.5718
6429,0.0711,-1.1714,0.6654,0.1695
6430,0.369,0.4237,-0.3541,-0.4804
6431,0.9092,0.0449,1.1189,-0.1909
6432,-0.347,1.28,-0.3026,-0.6743
6433,-0.4194,0.5126,-0.939,0.323
6434,-1.0911,0.6938,1.1919,0.6737
6435,-0.8145,-0.0084,-1.3674,-0.1112
6436,-0.4085,-0.2675,0.704,-0.1075
6437,-0.6548,0.6205,1.2082,-0.2554
6438,-0.7544,-2.4196,-0.383,-0.0369
6439,-0.7061,-0.0598,0.9713,0.1547
6440,1.0837,-0.3358,-0.4887,0.7376
6441,0.7655,0.5551,-1.9346,0.748
6442,-0.508,-0.8065,-0.3838,-0.017
6443,-0.9174,-0.6008,0.777,0.5471
6444,-0.6249,0.4271,-0.7265,-0.9736
6445,-0.8851,0.6381,1.2583,-0.7219
6446,-0.6076,0.6246,1.4412,0.3441
6447,-0.5371,0.8465,1.7466,-0.1253
6448,-0.301,0.7577,1.0341,-0.5863
6449,-0.9039,0.1372,-0.7151,-0.944
6450,0.1731,0.0715,1.3957,-0.3143
6451,1.2955,0.7924,0.2185,-0.7329
6452,0.1793,-1.302,0.4207,0.9408
6453,-0.9865,1.1281,1.0222,-0.0153
6454,-1.7358,-0.702,-1.5077,1.493
6455,0.3709,0.3815,-0.6666,0.0946
6456,-0.6835,0.9233,1.3678,-0.2774
6457,-1.403,0.3578,0.5119,0.4769
6458,-0.6958,-0.1733,0.4812,-0.2726
6459,-1.2128,0.347,0.0103,1.3936
6460,-0.8516,-0.5496,0.6247,0.7615
6461,-0.8932,-0.0492,1.5182,1.0997
6462,-0.933,0.7022,0.1846,0.6792
6463,-0.4708,0.8978,1.1042,-0.6275
6464,-0.5015,0.7615,-0.7699,-0.0251
6465,-0.9441,1.0135,0.9817,-0.08
6466,0.836,0.8006,-2.0946,0.4243
6467,-0.8158,-1.5772,0.9312,0.8395
6468,0.9469,0.8983,-0.4047,-0.8653
6469,1.2811,0.8175,-1.055,-0.7037
6470,-0.5048,0.9211,1.1709,-0.7247
6471,-0.8004,0.7377,0.9569,1.1183
6472,0.7925,-0.1853,0.5688,-0.2076
6473,-0.6362,1.5579,1.3259,-0.1471
6474,-0.2335,0.3169,-1.0812,0.5195
6475,-1.1687,0.7404,0.2731,0.0552
6476,-0.6723,0.4946,1.3391,-0.2794
6477,-1.0054,0.7135,1.103,-0.4095
6478,-0.642,-2.0487,0.7157,-0.1518
6479,-1.0726,0.2376,0.5212,0.334
6480,-0.8008,-0.4098,-0.842,0.7474
6481,0.6917,0.403,-1.6315,0.3015
6482,1.0223,0.3433,-1.0304,1.05
6483,-0.8532,0.8707,-0.657,-1.3267
6484,-0.8223,0.3936,0.278,0.8417
6485,0.5062,-2.1881,0.4991,1.0345
6486,-1.4416,0.8742,-0.3001,0.163
6487,-0.648,0.6139,1.275,-1.0891
6488,0.9883,-1.5572,0.6506,-0.1571
6489,-1.0616,-0.15,1.7704,0.8622
6490,0.8972,0.8363,0.3012,0.0537
6491,-0.0286,0.5553,-0.8749,0.0508
6492,-0.2731,0.3701,1.0728,-0.1961
6493,0.0576,0.0397,-0.1337,-0.1122
6494,-1.042,0.736,0.967,-0.2361
6495,1.3599,0.9216,-0.2819,-0.5604
6496,-1.1949,0.1433,-0.5541,0.1553
6497,-0.81,1.1058,1.2464,0.2043
6498,-1.4587,0.3951,1.1327,0.8934
6499,-0.3635,0.1418,-1.8668,1.0336
6500,-0.5851,0.443,0.8617,-0.4367
6501,-1.385,1.054,0.3257,0.5147
6502,0.7037,1.0112,1.1858,0.2617
6503,0.0763,-0.1281,-1.3652,1.6399
6504,1.4539,0.7885,1.2782,-1.2541
6505,-0.8875,-2.4012,0.8822,-0.1955
6506,-0.6079,0.8951,1.0551,-0.2078
6507,-0.6814,0.8994,1.0254,0.2983
6508,-0.2632,0.1712,-1.5626,1.2126
6509,1.9347,0.0558,-1.6489,-0.4022
6510,-0.1108,0.7367,1.1429,-0.1783
6511,0.0472,-0.548,-0.2681,0.4007
6512,-0.3331,-1.0647,0.7365,-0.132
6513,0.2879,0.6876,1.4926,-0.6792
6514,-0.7024,0.3775,1.0023,0.3804
6515,-1.0892,0.7184,0.9428,-0.857
6516,-0.8282,0.7382,1.1676,-0.5216
6517,-1.1244,0.0616,-1.3651,0.7187
6518,0.8406,0.8511,0.872,0.9736
6519,-1.2142,0.4285,0.9199,0.5692
6520,0.5487,0.7292,-0.4607,0.5601
6521,1.192,0.7251,-0.1495,0.5754
6522,-1.2089,1.2461,1.3086,1.579
6523,0.2726,0.7105,-0.3607,-0.1826
6524,0.2629,-2.6911,-0.6772,0.8166
6525,-0.8472,0.8273,0.9931,-0.1101
6526,-0.8961,0.8851,1.4754,-1.3008
6527,-1.1186,0.6976,1.0931,0.3697
6528,-1.1748,0.75,0.4828,0.242
6529,-0.4912,0.4338,1.6784,-0.431
6530,1.0678,0.4399,-1.1201,0.588
6531,-0.9946,0.2179,1.4738,-0.9527
6532,-0.7319,0.1994,0.5544,0.3597
6533,0.2836,-0.2463,-1.3388,0.2835
6534,-0.8184,0.8304,0.0115,-0.496
6535,-0.4152,-1.1824,0.1585,-0.0251
6536,0.1392,0.6387,1.6642,-0.0867
6537,-0.4159,0.7373,1.6302,-0.7969
6538,1.3878,0.1535,0.8436,0.1266
6539,-0.8004,0.4068,1.1397,0.5636
6540,-0.3909,1.033,-0.4907,0.8639
6541,-0.4277,0.8796,0.9099,-0.8157
6542,0.2188,0.6552,1.3948,-0.295
6543,-0.0826,1.2869,-1.3713,-0.8171
6544,-0.8527,0.723,0.8089,-0.5941
6545,0.6684,0.5945,0.4166,0.5689
6546,-0.5097,0.5312,0.5647,0.5265
6547,0.442,1.062,0.6387,-0.1206
6548,-0.9356,0.4583,0.7076,1.0932
6549,0.4827,0.811,0.1472,0.4278
6550,-1.1179,0.264,1.1713,-0.9643
6551,-0.7624,0.8077,0.6015,-0.4211
6552,-0.1036,-0.9455,-0.5452,-0.4106
