,epoch,idx,d_loss,g_loss,g_train_count,real_scores_mean,fake_scores_mean,real_fake_auroc
415,13,160,1.4634,2.3641,1,1.6215,-1.8902,0.918
416,13,170,1.6293,1.859,1,2.1229,-0.642,0.9375
417,13,180,1.2196,2.3662,4,1.6915,-2.4197,0.9844
418,13,190,1.3071,1.7217,1,1.7715,-1.7368,0.9766
419,13,200,1.3542,2.2512,1,1.4376,-1.7463,0.9492
420,13,210,1.3205,2.2917,1,1.3844,-2.5395,0.9805
421,13,220,1.2925,2.1805,1,1.9266,-1.7429,0.9727
422,13,230,1.1562,2.0047,4,2.2065,-2.2133,0.9883
423,13,240,1.2117,2.1467,2,1.9985,-1.8164,0.9922
424,13,250,1.2082,2.0016,1,1.9352,-2.5295,0.9844
425,13,260,1.4118,1.9875,1,2.2778,-1.2705,0.9766
426,13,270,1.2454,2.4754,1,1.3262,-2.1649,0.9922
427,13,280,1.1176,2.1501,2,1.7505,-2.3733,1.0
428,13,290,1.0974,1.8458,2,2.0681,-2.8111,1.0
429,14,0,1.2823,2.2736,1,1.7378,-1.9713,0.9883
430,14,10,1.2346,1.6375,1,1.8289,-2.2709,1.0
431,14,20,1.3368,2.3999,3,1.2132,-2.9962,0.9648
432,14,30,1.3611,1.8064,1,1.9775,-1.9923,0.9375
433,14,40,1.2185,2.2126,2,1.831,-2.0959,0.9844
434,14,50,1.2197,2.1114,3,1.7806,-1.9811,0.9844
435,14,60,1.1595,1.9116,1,2.4737,-2.292,0.9883
436,14,70,1.1882,2.142,1,1.6608,-2.2255,0.9727
437,14,80,1.0741,2.7291,4,2.2656,-2.2979,1.0
438,14,90,1.3146,2.2252,1,1.7603,-2.0237,0.9492
439,14,100,1.2245,2.209,2,2.66,-1.2822,0.9922
440,14,110,1.1583,2.6864,4,1.4571,-2.3832,1.0
441,14,120,1.1311,2.2255,1,1.9473,-2.825,0.9922
442,14,130,1.3773,2.4705,1,1.4112,-1.5715,0.9961
443,14,140,1.1664,2.2465,1,1.4649,-2.688,0.9922
444,14,150,1.4484,1.9484,1,1.4339,-1.8,0.9258
445,14,160,1.1546,2.2326,1,1.6047,-2.1564,1.0
446,14,170,1.2838,1.93,2,1.3052,-2.2499,0.9883
447,14,180,1.2359,2.266,1,2.212,-2.4707,0.9648
448,14,190,1.507,2.0637,1,1.6596,-1.0691,0.9141
449,14,200,1.1449,2.1574,1,1.9614,-3.475,0.9766
450,14,210,1.3284,2.5359,2,1.1167,-1.8041,0.957
451,14,220,1.2574,1.8784,1,1.8071,-1.8871,0.9805
452,14,230,1.2852,2.5498,1,1.5787,-1.9275,0.9883
453,14,240,1.164,3.6622,4,1.7435,-2.1958,0.9727
454,14,250,1.2238,1.7434,1,1.5699,-2.4438,0.9844
455,14,260,1.2938,2.2397,1,1.3387,-2.1358,0.9844
456,14,270,1.5595,2.4836,1,1.826,-0.5029,0.918
457,14,280,1.3511,1.9875,1,2.2075,-1.5083,0.9648
458,14,290,1.1042,1.8912,2,2.0268,-2.6863,1.0
459,15,0,1.0447,2.0609,4,2.033,-2.5188,1.0
460,15,10,1.3963,1.6774,1,1.6839,-1.6613,0.9492
461,15,20,1.0348,1.7795,1,1.9581,-2.883,1.0
462,15,30,1.3957,2.7478,1,1.2455,-1.8154,0.9414
463,15,40,1.2039,1.9394,1,1.6684,-2.0242,1.0
464,15,50,1.3134,2.5625,2,1.1599,-2.4139,0.957
465,15,60,1.3124,2.4043,1,2.3733,-1.2409,0.9883
466,15,70,1.0689,1.5861,4,1.6919,-2.6352,1.0
467,15,80,1.1106,2.2494,4,1.9535,-2.9462,0.9922
468,15,90,1.272,2.1783,1,1.471,-2.3102,0.9961
469,15,100,1.3238,2.5827,1,1.7669,-1.8881,0.9883
470,15,110,1.1078,1.9233,1,1.8495,-2.1628,1.0
471,15,120,1.2431,2.0963,2,1.4111,-2.27,0.9883
472,15,130,1.223,2.351,1,1.3147,-2.8302,0.9961
473,15,140,1.2958,2.5342,1,1.988,-1.1261,0.9844
474,15,150,1.2393,2.0572,2,1.01,-2.5048,1.0
475,15,160,1.4333,2.8358,1,1.9185,-1.9428,0.9219
476,15,170,1.3682,2.1421,1,1.6078,-1.946,0.9219
477,15,180,1.3073,2.4609,2,1.9122,-1.5941,0.9844
478,15,190,1.1151,1.6393,3,1.9672,-2.3336,1.0
479,15,200,1.2625,3.1838,4,1.1963,-3.0874,0.9805
480,15,210,1.1658,2.1302,1,1.9168,-1.9974,0.9844
481,15,220,1.3682,2.5068,1,1.3926,-1.5848,0.9609
482,15,230,1.1577,2.1503,2,1.8302,-2.4849,1.0
483,15,240,1.0929,1.7522,1,1.9157,-2.3207,0.9805
484,15,250,1.248,2.2265,1,1.6867,-2.1467,0.957
485,15,260,1.27,2.0355,1,1.3834,-1.5449,0.9961
486,15,270,1.1214,2.1115,1,1.8599,-2.6255,0.9805
487,15,280,1.1867,2.0775,3,2.5496,-1.7925,0.9648
488,15,290,1.3136,1.9236,1,1.379,-2.381,0.9609
489,16,0,1.1485,1.8504,1,2.0811,-1.8849,0.9961
490,16,10,1.34,2.3031,1,1.6539,-1.7748,0.9453
491,16,20,1.3349,2.6236,2,1.3393,-2.5608,0.9688
492,16,30,1.1715,2.1909,1,1.7359,-3.0505,0.9922
493,16,40,1.1743,2.3459,3,2.097,-1.99,0.9844
494,16,50,1.1109,1.6395,2,2.4484,-1.9881,0.9922
495,16,60,1.1311,2.8174,4,1.3286,-3.1693,1.0
496,16,70,1.1462,2.0996,3,1.7554,-2.8808,1.0
497,16,80,1.2254,2.1836,2,1.989,-1.5776,0.9453
498,16,90,1.2898,2.3587,1,2.0197,-1.7038,0.957
499,16,100,1.0726,2.1154,1,2.1534,-2.0322,1.0
500,16,110,1.1835,1.8497,3,1.8828,-1.7438,0.9727
501,16,120,1.2854,2.5366,2,1.519,-2.6857,0.9688
502,16,130,1.185,1.9738,3,1.6716,-1.8345,0.9961
503,16,140,1.2075,2.4124,2,1.6363,-2.0775,0.9883
504,16,150,1.2412,2.0677,1,1.5839,-1.6274,0.9648
505,16,160,1.3901,2.4813,1,1.6485,-1.0966,0.9844
506,16,170,1.1822,2.3558,1,1.6879,-1.5057,0.9727
507,16,180,1.2494,2.0528,2,1.5324,-2.1531,0.9727
508,16,190,1.344,2.5007,1,1.2886,-2.2755,0.9297
509,16,200,1.1648,2.2719,3,1.7914,-2.4445,0.9727
510,16,210,0.9599,1.7314,4,1.8781,-2.872,1.0
511,16,220,1.1692,2.1211,2,2.0786,-1.5901,1.0
512,16,230,1.2456,1.9336,2,1.8909,-1.7222,0.9766
513,16,240,1.3895,2.2054,1,1.4565,-1.5394,0.957
514,16,250,1.2691,2.468,1,1.3493,-2.2873,0.9922
515,16,260,1.1695,2.9545,4,1.4738,-2.6687,0.9766
516,16,270,1.2216,2.4168,3,1.1272,-2.4903,0.9805
517,16,280,1.2413,2.0358,1,2.5322,-1.615,0.9648
518,16,290,1.2224,1.7508,1,1.9496,-1.991,0.9727
519,17,0,1.0939,2.0297,2,1.7554,-2.3815,1.0
520,17,10,1.2395,2.3288,1,1.2258,-2.5502,0.9688
521,17,20,1.103,2.0972,1,1.674,-2.1618,0.9922
522,17,30,1.2229,2.3376,1,1.5345,-1.7834,0.9922
523,17,40,1.2688,2.0124,2,1.9636,-1.4706,0.9883
524,17,50,0.9374,2.3846,4,3.0074,-1.8745,1.0
525,17,60,1.2237,1.8014,1,1.3845,-2.2575,0.9805
526,17,70,1.1071,1.8411,2,1.9313,-2.372,0.9805
527,17,80,1.3609,2.4402,2,1.9039,-1.2661,0.9258
528,17,90,1.1382,1.9151,3,1.4002,-2.2067,0.9883
529,17,100,1.138,2.147,4,1.5973,-3.0532,0.957
530,17,110,1.1765,2.1407,4,1.8135,-1.8703,0.9922
531,17,120,1.117,2.2217,2,1.3295,-2.6474,0.9922
532,17,130,1.3184,1.9873,1,1.7287,-1.6134,0.9609
533,17,140,1.2401,2.3999,2,1.4676,-2.0836,0.9883
534,17,150,1.3948,2.5239,1,1.7956,-1.5046,0.9336
535,17,160,1.0561,1.9461,3,2.1401,-2.7108,0.9922
536,17,170,1.1411,2.1651,2,1.8408,-2.2143,1.0
537,17,180,1.1901,2.6791,4,1.5542,-2.0781,0.9922
538,17,190,1.0275,1.873,2,2.6523,-2.3228,1.0
539,17,200,1.2872,2.3874,1,1.6634,-2.065,0.9336
540,17,210,1.4693,2.5061,1,1.0528,-1.7704,0.9219
541,17,220,1.1668,2.8578,4,1.8812,-2.9938,0.9688
542,17,230,1.1226,2.2158,2,1.2863,-2.6633,1.0
543,17,240,1.1775,2.1841,3,1.6128,-2.3911,1.0
544,17,250,1.0005,1.8682,3,2.4064,-2.1408,0.9961
545,17,260,1.1193,1.8707,3,1.83,-1.9437,0.9922
546,17,270,1.2571,2.0635,1,1.5473,-1.9802,0.9453
547,17,280,1.0075,1.7417,4,2.5897,-1.6584,0.9922
548,17,290,1.1812,3.5186,4,1.765,-2.2372,0.9766
549,18,0,1.0875,2.5747,4,1.9732,-2.4352,0.9922
550,18,10,1.0759,1.996,2,1.702,-2.3318,1.0
551,18,20,1.078,1.9429,2,1.9285,-2.1,1.0
552,18,30,1.0715,1.6308,3,1.9141,-2.4184,0.9883
553,18,40,1.1288,1.9087,2,1.4083,-2.6289,0.9961
554,18,50,1.1944,2.0811,4,2.1601,-1.9653,0.9766
555,18,60,0.9599,2.4329,4,2.0892,-2.869,1.0
556,18,70,1.3637,2.5004,1,1.244,-1.7617,0.9492
557,18,80,1.1162,1.8723,1,1.9744,-1.7592,1.0
558,18,90,1.1565,2.0775,1,1.7759,-1.4403,0.9805
559,18,100,1.296,1.919,1,1.3623,-1.8603,0.9648
560,18,110,1.2482,1.8872,1,1.2958,-1.6243,0.9883
561,18,120,1.1253,2.109,4,1.988,-1.833,0.9961
562,18,130,1.0447,2.0875,2,1.8825,-2.3131,1.0
563,18,140,1.1042,1.8594,1,1.978,-1.7364,0.9844
564,18,150,1.1012,2.6671,4,1.8753,-2.0461,0.9609
565,18,160,1.0799,2.0428,4,2.0084,-2.6707,0.9688
566,18,170,0.9951,1.8935,2,1.7715,-3.0535,1.0
567,18,180,1.0528,1.9696,3,1.7011,-2.4885,0.9922
568,18,190,1.3014,2.2962,1,1.969,-2.6486,0.9297
569,18,200,1.0741,2.5253,4,1.4868,-3.0675,1.0
570,18,210,1.0786,1.9228,2,1.737,-1.8255,0.9922
571,18,220,1.1509,2.1163,1,1.2471,-2.2475,1.0
572,18,230,1.147,2.6511,4,1.7815,-2.2769,0.9648
573,18,240,1.1099,2.7607,4,1.3662,-2.6455,1.0
574,18,250,1.1329,1.8889,1,2.2315,-1.7593,0.9805
575,18,260,1.1357,2.2615,1,1.7115,-2.269,0.9805
576,18,270,1.1489,1.8349,4,1.6584,-2.476,0.9961
577,18,280,0.8326,2.3716,4,2.4094,-2.6819,1.0
578,18,290,1.1564,2.5738,4,1.2545,-2.3607,1.0
579,19,0,1.0505,1.8179,2,1.9375,-2.2811,0.9961
580,19,10,1.0802,3.0317,4,1.6533,-2.5501,0.9648
581,19,20,0.9399,1.3393,4,2.6031,-2.201,1.0
582,19,30,1.1874,2.9609,4,0.7969,-2.8564,1.0
583,19,40,1.0138,1.9022,1,2.5002,-2.2271,0.9844
584,19,50,1.0376,1.9447,3,1.6123,-2.1424,1.0
585,19,60,0.9451,1.8189,1,2.0916,-1.8973,0.9961
586,19,70,1.125,2.1905,2,1.6491,-2.4377,0.9883
587,19,80,1.2061,1.8856,2,2.2101,-1.4815,0.9766
588,19,90,1.1481,2.2284,2,1.6047,-2.0566,0.9727
589,19,100,1.1979,2.1405,1,1.848,-1.7387,0.9688
590,19,110,1.29,2.538,1,1.7482,-1.2696,0.9727
591,19,120,0.9787,2.455,4,2.0763,-2.2269,1.0
592,19,130,1.004,3.2685,4,1.699,-2.5045,1.0
593,19,140,1.0775,1.9326,1,1.9298,-2.1055,0.9805
594,19,150,0.963,1.3624,1,2.2131,-2.0569,1.0
595,19,160,0.9251,1.7778,1,1.9388,-3.0003,1.0
596,19,170,1.1388,1.6764,3,1.6668,-2.3427,0.9805
597,19,180,1.1854,2.0227,1,1.5725,-1.6124,0.9766
598,19,190,1.164,1.6339,1,1.3669,-2.4354,0.9648
599,19,200,0.9314,2.7096,4,2.066,-3.1156,0.9844
600,19,210,1.0383,1.7448,2,1.9593,-2.059,1.0
601,19,220,1.2178,2.0078,1,1.377,-2.5014,0.9727
602,19,230,0.8782,1.4538,3,2.1893,-2.7893,1.0
603,19,240,1.0891,1.6616,1,1.8528,-2.165,0.9844
604,19,250,1.2439,1.8214,1,1.3386,-2.4427,0.957
605,19,260,1.2438,2.6455,4,1.0758,-2.2418,0.9844
606,19,270,1.1016,1.8975,1,2.4296,-1.3841,0.9922
607,19,280,1.2145,2.1865,1,1.0338,-2.7405,0.9961
608,19,290,1.0949,2.17,2,1.4163,-2.5428,0.9961
609,20,0,1.0709,1.9617,1,1.802,-1.835,0.9961
610,20,10,1.1804,1.9424,2,1.4409,-1.8703,0.9805
611,20,20,0.9482,2.3719,4,2.1223,-2.7745,0.9961
612,20,30,1.1837,2.0323,4,1.4449,-2.026,0.9766
613,20,40,1.1289,2.2278,1,1.8421,-1.7848,1.0
614,20,50,1.1856,2.3427,1,1.9053,-1.624,0.9531
615,20,60,1.1634,2.1766,2,1.4463,-2.4159,0.9727
616,20,70,1.0781,2.0916,2,2.1958,-2.0868,0.9609
617,20,80,1.133,2.1212,1,1.8191,-1.7544,0.9922
618,20,90,1.0119,2.3113,4,1.981,-2.1609,0.9922
619,20,100,0.9352,1.8845,4,2.2017,-2.3214,1.0
620,20,110,0.9743,2.7642,4,1.736,-3.3237,1.0
621,20,120,1.0379,2.8155,4,2.0867,-2.1248,1.0
622,20,130,1.1117,1.5219,1,2.3645,-1.5655,0.9961
623,20,140,1.2079,1.7337,2,1.5505,-2.0635,0.9805
624,20,150,1.0897,1.8932,1,1.8973,-1.8507,1.0
625,20,160,1.226,1.6594,1,2.8834,-1.1189,0.9883
626,20,170,1.2546,1.9988,1,1.3674,-2.2244,0.9375
627,20,180,0.9343,1.559,1,2.2808,-1.838,1.0
628,20,190,0.983,1.9476,1,1.95,-2.0668,1.0
629,20,200,1.1068,2.1795,1,1.7838,-2.7897,0.9648
630,20,210,1.2039,1.9815,1,1.9756,-1.2461,0.9883
631,20,220,1.4222,1.8708,1,2.1917,-0.8549,0.9453
632,20,230,1.0723,1.9311,1,2.1939,-2.0026,0.9883
633,20,240,1.1096,1.7939,1,1.418,-2.5268,0.9805
634,20,250,1.2342,2.4024,1,1.8486,-1.3387,0.9883
635,20,260,1.3033,2.5478,1,1.3313,-1.8157,0.9648
636,20,270,1.0123,3.0889,4,1.6548,-2.6717,0.9922
637,20,280,1.0386,1.8934,3,1.83,-1.9109,0.9805
638,20,290,1.2816,1.7959,1,1.8552,-1.5814,0.9531
639,21,0,0.9542,2.2087,4,1.9504,-2.8775,1.0
640,21,10,1.1195,2.0285,3,1.6502,-2.4112,0.9688
641,21,20,1.1768,2.1456,4,1.0675,-2.136,0.9922
642,21,30,1.1169,2.4205,4,1.6457,-2.1932,0.957
643,21,40,1.1104,2.0245,1,1.981,-1.9823,0.9688
644,21,50,0.947,2.303,4,1.7237,-2.8439,1.0
645,21,60,1.163,3.0616,4,2.1071,-1.6996,0.957
646,21,70,1.0503,2.0413,1,2.431,-1.2508,1.0
647,21,80,1.2843,2.4676,1,2.2681,-1.0682,0.9727
648,21,90,0.9698,2.7611,4,1.6051,-2.8468,1.0
649,21,100,0.9672,2.5619,4,1.989,-2.4175,1.0
650,21,110,1.0612,2.0994,1,1.9022,-1.9609,0.9648
651,21,120,0.9669,2.4366,4,1.7291,-2.098,1.0
652,21,130,1.0728,1.5594,4,1.7574,-1.8626,0.9453
653,21,140,0.9485,2.6361,4,1.896,-2.349,1.0
654,21,150,1.3439,2.5859,1,1.6366,-1.4575,0.9102
655,21,160,1.0317,1.5123,1,1.7566,-1.8619,1.0
656,21,170,1.004,2.7973,4,1.8475,-2.633,1.0
657,21,180,1.1722,2.2859,1,2.304,-1.8117,0.9727
658,21,190,1.3082,2.3866,1,1.0919,-1.7418,0.9961
659,21,200,0.8995,1.7896,1,1.9039,-2.817,1.0
660,21,210,1.0138,2.8128,4,1.9165,-1.8766,0.9844
661,21,220,1.2008,1.9951,1,1.8565,-1.6966,0.9648
662,21,230,1.1681,2.3086,1,1.5722,-2.0924,0.9609
663,21,240,1.1295,2.0598,1,2.0053,-1.9806,0.9844
664,21,250,0.9658,1.8344,2,1.877,-2.7247,1.0
665,21,260,1.1308,2.2362,3,1.2366,-2.2428,0.9844
666,21,270,1.0979,1.8623,1,1.7331,-1.7665,0.9766
667,21,280,0.9598,2.1937,4,2.3177,-2.4076,1.0
668,21,290,1.0745,1.9375,2,2.1059,-1.8155,0.9805
669,22,0,0.99,1.897,1,2.2986,-1.7612,0.9883
670,22,10,1.0661,1.9431,1,2.1401,-1.4291,0.9922
671,22,20,1.1219,2.187,1,1.1441,-2.1902,0.9766
672,22,30,1.0092,3.0359,4,1.9266,-2.5352,0.9883
673,22,40,1.0771,1.9286,4,1.9457,-1.9087,0.9961
674,22,50,1.0393,2.3751,4,1.6814,-2.4012,0.9883
675,22,60,1.1449,2.2251,3,1.2036,-2.4001,0.9922
676,22,70,1.0549,2.0537,1,1.6371,-2.5029,0.9844
677,22,80,0.9819,2.3696,4,1.668,-2.2092,0.9961
678,22,90,1.0892,2.029,3,1.4287,-2.1956,0.9961
679,22,100,0.9904,2.4639,4,2.1843,-2.2827,0.9961
680,22,110,1.1133,2.0063,2,1.9198,-1.7651,0.9961
681,22,120,0.9328,2.7144,4,2.0944,-2.3658,0.9961
682,22,130,1.2308,2.1177,1,1.5865,-1.8137,0.9766
683,22,140,0.9922,2.7926,4,1.4399,-2.8234,1.0
684,22,150,1.1578,2.1564,1,1.6779,-1.9093,0.9766
685,22,160,1.1633,1.5741,1,1.8318,-1.4337,0.9844
686,22,170,1.1664,2.3207,1,1.6648,-1.525,0.9844
687,22,180,1.1368,2.4241,4,1.9825,-1.795,0.9766
688,22,190,1.2589,1.7629,1,1.2779,-1.4875,0.957
689,22,200,0.8789,1.666,2,2.2928,-2.2573,1.0
690,22,210,1.004,1.8568,2,1.7468,-2.2398,0.9805
691,22,220,0.9732,1.8615,1,2.0198,-2.0616,1.0
692,22,230,0.8694,2.1802,4,1.9845,-2.7003,1.0
693,22,240,1.1606,2.8268,4,1.3051,-1.9173,0.9844
694,22,250,0.8807,1.6385,1,2.401,-2.5441,1.0
695,22,260,1.186,2.2812,1,1.411,-2.0902,0.9766
696,22,270,0.9593,2.5252,4,1.5088,-2.7589,1.0
697,22,280,0.9913,2.8638,4,2.0838,-2.0391,1.0
698,22,290,1.1522,2.2313,2,1.7142,-1.8294,0.957
699,23,0,1.3031,1.9511,1,1.5946,-1.0196,0.9766
700,23,10,1.0172,1.4965,2,1.9975,-1.9334,0.9922
701,23,20,1.166,1.9032,1,1.3181,-2.3192,0.9727
702,23,30,1.1114,2.1111,1,1.8189,-1.8998,0.9766
703,23,40,0.97,2.3111,4,2.3721,-1.7177,1.0
704,23,50,1.138,2.3081,4,1.5101,-2.3581,0.9648
705,23,60,1.0389,2.3572,4,1.543,-2.255,0.9844
706,23,70,1.1329,2.1022,1,1.8234,-1.412,0.9766
707,23,80,0.9768,3.1192,4,1.8512,-2.0532,0.9922
708,23,90,1.0028,2.1422,4,2.6593,-1.9448,1.0
709,23,100,1.1221,2.1201,1,1.7142,-1.792,0.9883
710,23,110,0.9884,1.6689,1,1.6502,-2.5104,1.0
711,23,120,1.1138,1.9937,1,1.2841,-1.957,1.0
712,23,130,1.1472,2.2004,1,1.1603,-2.5018,0.9766
713,23,140,1.0242,2.3396,4,1.522,-2.954,0.9922
714,23,150,0.8818,1.5412,4,2.321,-2.3323,1.0
715,23,160,0.8821,1.7342,3,1.979,-2.7011,1.0
716,23,170,1.0631,2.8006,4,1.8589,-2.1909,0.9727
717,23,180,1.0368,1.7825,1,2.2971,-1.6321,0.9961
718,23,190,0.8453,2.5142,4,2.0679,-2.2888,1.0
719,23,200,0.9831,2.277,4,2.2397,-2.3324,0.9805
720,23,210,0.9946,2.4101,4,1.5462,-3.3718,0.9922
721,23,220,1.1408,2.0637,4,1.6932,-1.5652,0.9961
722,23,230,1.055,2.3089,4,2.3971,-1.7425,0.9492
723,23,240,1.1824,2.2313,1,1.2746,-1.8348,0.9648
724,23,250,1.3355,2.3093,1,1.0217,-1.7601,0.9414
725,23,260,1.1266,1.8593,3,1.5422,-1.907,0.9727
726,23,270,1.2584,2.4655,2,1.3237,-2.0757,0.9492
727,23,280,0.9094,1.9966,4,1.6912,-2.6286,0.9961
728,23,290,1.1586,1.8333,1,1.7405,-1.5048,0.9648
729,24,0,0.9971,2.1416,4,1.7648,-2.1997,0.9805
730,24,10,1.0057,2.8446,4,2.176,-2.3665,0.9922
731,24,20,0.7893,1.8264,4,2.7843,-1.882,1.0
732,24,30,1.0438,2.4018,4,1.5017,-2.6061,0.9688
733,24,40,1.0907,2.029,3,1.4519,-2.1624,0.9844
734,24,50,0.8014,2.1516,4,2.233,-2.7255,1.0
735,24,60,1.1018,2.3456,4,1.5882,-1.8228,0.9883
736,24,70,1.0139,1.907,3,1.7825,-1.5354,1.0
737,24,80,0.9619,2.2714,4,1.8678,-2.1572,0.9961
738,24,90,0.7847,2.5124,4,2.301,-2.658,1.0
739,24,100,1.0773,1.8473,4,1.744,-2.2281,0.9609
740,24,110,1.0758,2.004,2,2.0536,-1.3129,0.9883
741,24,120,1.1806,2.351,2,2.0389,-1.0582,0.9531
742,24,130,0.9798,1.9659,4,1.8964,-1.8074,1.0
743,24,140,1.242,2.1858,1,1.8213,-1.2537,0.9531
744,24,150,0.9922,2.0301,4,1.6944,-2.4435,0.9961
745,24,160,0.8518,2.8211,4,2.2162,-2.643,1.0
746,24,170,0.8987,2.4539,4,2.4127,-2.4839,1.0
747,24,180,1.0159,1.8413,1,1.6026,-2.6373,0.9727
748,24,190,1.0463,1.9711,4,1.7448,-2.0088,0.9883
749,24,200,0.8737,2.739,4,2.0412,-2.0678,1.0
750,24,210,1.0261,1.6842,2,1.5956,-2.3055,0.9648
751,24,220,0.963,2.2812,4,1.8717,-2.0366,1.0
752,24,230,0.9915,1.8647,3,2.1014,-2.3958,0.9844
753,24,240,0.9144,1.5212,1,2.3023,-1.6762,1.0
754,24,250,1.2711,2.2139,1,1.5051,-1.3573,0.9141
755,24,260,0.9043,2.5599,4,1.8749,-2.496,1.0
756,24,270,1.1411,2.1831,1,1.6277,-1.9344,0.9609
757,24,280,1.0419,1.5273,2,2.7894,-1.1352,0.9844
758,24,290,0.941,2.5445,4,1.8575,-2.1044,0.9961
759,25,0,0.984,1.7398,4,2.4436,-1.2129,1.0
760,25,10,0.9833,2.4035,4,2.048,-1.962,0.9766
761,25,20,1.1539,1.8023,1,1.7775,-1.5722,0.9609
762,25,30,1.2262,2.3719,1,1.3098,-1.6815,0.918
763,25,40,0.9985,1.5361,1,1.9331,-1.6198,1.0
764,25,50,0.8889,2.3357,4,2.2226,-1.9717,0.9961
765,25,60,0.8877,2.7377,4,1.7282,-3.1276,1.0
766,25,70,1.2001,2.3759,1,1.4735,-1.4872,0.9688
767,25,80,1.1567,2.3021,1,1.8223,-1.916,0.9648
768,25,90,1.1498,2.706,4,1.4677,-1.9382,0.9766
769,25,100,1.0115,2.5731,4,1.8195,-1.9875,0.9883
770,25,110,1.1874,1.9073,2,2.0424,-1.339,0.9414
771,25,120,1.1897,2.7678,4,0.7816,-2.8518,1.0
772,25,130,0.8921,2.1615,4,2.3425,-1.9121,0.9922
773,25,140,0.9491,2.6604,4,1.6765,-2.6498,0.9922
774,25,150,0.9048,2.1328,4,1.7015,-2.3019,1.0
775,25,160,0.8474,1.9707,4,2.3661,-2.3273,1.0
776,25,170,1.0208,1.7222,1,1.9066,-2.0189,0.9883
777,25,180,0.9616,1.7764,4,1.7916,-1.7132,1.0
778,25,190,0.7943,2.7386,4,2.7987,-2.2072,1.0
779,25,200,0.8705,2.0599,4,2.037,-2.609,1.0
780,25,210,0.9847,1.9566,2,1.3607,-2.6384,1.0
781,25,220,1.0807,2.1645,4,1.5666,-1.962,0.9922
782,25,230,0.9588,2.453,4,1.9735,-2.1676,0.9883
783,25,240,0.9902,1.9749,2,1.7097,-2.2813,0.9961
784,25,250,0.9716,1.6707,1,2.0967,-1.666,1.0
785,25,260,0.935,2.5102,4,1.6763,-2.6574,1.0
786,25,270,0.9592,2.0183,4,1.8057,-2.2923,1.0
787,25,280,1.4084,2.6892,1,0.6914,-1.6164,0.9102
788,25,290,0.9942,2.4355,4,1.8275,-1.8495,0.9844
789,26,0,1.1084,2.1108,1,1.5355,-1.5588,0.9844
790,26,10,0.7489,2.1886,4,2.3665,-2.315,1.0
791,26,20,1.066,3.3047,4,1.0099,-2.0693,0.9961
792,26,30,1.1741,2.0958,1,2.0894,-0.9304,0.9844
793,26,40,1.0313,3.3497,4,1.3901,-1.8948,1.0
794,26,50,1.0635,1.9349,2,1.8058,-1.9603,0.9766
795,26,60,1.3062,2.4661,1,1.4505,-1.3873,0.9414
796,26,70,0.9673,2.3567,4,2.0665,-2.2637,0.9844
797,26,80,0.9014,1.718,4,2.0881,-1.9561,1.0
798,26,90,0.8599,2.4356,4,1.4297,-2.9404,1.0
799,26,100,1.0996,1.8507,1,1.474,-1.765,0.9844
800,26,110,1.0139,1.5316,1,2.3993,-1.5634,0.9922
801,26,120,1.1022,1.8768,2,1.1618,-2.1309,0.9688
802,26,130,0.8256,2.0313,4,2.0878,-2.2367,1.0
803,26,140,0.9667,3.3923,4,1.3928,-3.0089,0.9922
804,26,150,0.8721,1.6817,1,2.3025,-2.236,0.9883
805,26,160,1.0704,2.6877,4,1.3241,-2.3907,0.9922
806,26,170,1.0001,1.8992,1,1.888,-1.8808,0.9922
807,26,180,0.9342,2.2778,4,1.623,-2.2399,1.0
808,26,190,1.0527,1.9875,1,1.627,-2.131,0.9805
809,26,200,0.8498,2.6961,4,2.1368,-2.4682,1.0
810,26,210,1.1451,1.6879,1,2.2732,-1.2944,0.9688
811,26,220,0.8152,2.2113,4,2.1842,-2.2986,1.0
812,26,230,1.055,2.7028,4,1.4899,-2.2137,0.9805
813,26,240,0.9027,2.3436,4,2.1026,-1.7709,1.0
814,26,250,0.9669,1.5518,2,1.6456,-1.891,1.0
815,26,260,0.9249,2.5507,4,2.0246,-2.3585,1.0
816,26,270,1.1484,2.0858,1,1.6889,-1.8234,0.9609
817,26,280,0.9358,2.8343,4,1.7023,-1.8978,0.9922
818,26,290,0.9177,2.1499,4,1.912,-2.4328,1.0
819,27,0,0.8518,1.6915,2,2.1156,-2.3166,0.9922
820,27,10,0.9849,2.3957,4,1.976,-1.9047,0.9727
821,27,20,1.0949,1.9056,3,2.1804,-1.4576,0.9844
822,27,30,0.9088,2.1419,4,1.7143,-2.2961,1.0
823,27,40,1.0634,2.8182,4,1.7254,-2.0312,0.9766
824,27,50,1.1035,2.0418,1,1.4657,-1.887,0.9727
825,27,60,1.21,2.347,1,0.8588,-2.9312,0.9414
826,27,70,0.9013,2.1062,4,1.6888,-2.2122,1.0
827,27,80,0.8868,2.6249,4,1.9503,-2.1166,1.0
828,27,90,1.0007,1.8228,2,1.4637,-1.8074,1.0
829,27,100,0.9463,1.9471,4,1.8245,-2.3165,0.9883
830,27,110,1.0094,2.991,4,1.7072,-2.1996,0.9805
831,27,120,1.1264,1.6781,1,2.3444,-1.8737,0.9414
832,27,130,1.0475,1.7373,2,1.5038,-2.1942,0.9844
833,27,140,0.9403,2.0377,4,1.7778,-2.2844,0.9922
